year,month,yyyymm,sido,sigungu,passenger_imported,van_imported
2020,1,202001,광주,동구,4763,24
2020,1,202001,광주,북구,14803,141
2020,1,202001,광주,서구,17001,93
2020,1,202001,대구,남구,5583,34
2020,1,202001,대구,달서구,32763,195
2020,1,202001,대구,달성군,8331,104
2020,1,202001,대구,동구,13778,137
2020,1,202001,대구,북구,14199,142
2020,1,202001,대구,서구,4613,26
2020,1,202001,대구,수성구,56810,160
2020,1,202001,대구,중구,23138,26
2020,1,202001,대전,대덕구,4543,49
2020,1,202001,대전,동구,4934,57
2020,1,202001,대전,서구,17571,164
2020,1,202001,대전,유성구,20923,171
2020,1,202001,대전,중구,7085,88
2020,1,202001,부산,강서구,7204,58
2020,1,202001,부산,금정구,8428,39
2020,1,202001,부산,기장군,6648,43
2020,1,202001,부산,남구,12256,51
2020,1,202001,부산,동구,20763,17
2020,1,202001,부산,동래구,9745,37
2020,1,202001,부산,부산진구,18842,43
2020,1,202001,부산,북구,6721,40
2020,1,202001,부산,사상구,5078,23
2020,1,202001,부산,사하구,7074,32
2020,1,202001,부산,서구,2876,8
2020,1,202001,부산,수영구,18126,35
2020,1,202001,부산,연제구,22284,41
2020,1,202001,부산,영도구,2097,14
2020,1,202001,부산,중구,13979,13
2020,1,202001,부산,해운대구,37350,92
2020,1,202001,서울,강남구,80966,226
2020,1,202001,서울,강동구,17944,101
2020,1,202001,서울,강북구,6424,36
2020,1,202001,서울,강서구,25057,103
2020,1,202001,서울,관악구,11857,44
2020,1,202001,서울,광진구,15487,62
2020,1,202001,서울,구로구,12903,54
2020,1,202001,서울,금천구,7571,35
2020,1,202001,서울,노원구,13562,79
2020,1,202001,서울,도봉구,7779,60
2020,1,202001,서울,동대문구,12915,54
2020,1,202001,서울,동작구,15792,44
2020,1,202001,서울,마포구,22695,73
2020,1,202001,서울,서대문구,12646,62
2020,1,202001,서울,서초구,57971,152
2020,1,202001,서울,성동구,22823,88
2020,1,202001,서울,성북구,16097,84
2020,1,202001,서울,송파구,48452,132
2020,1,202001,서울,양천구,20823,63
2020,1,202001,서울,영등포구,22729,71
2020,1,202001,서울,용산구,23474,64
2020,1,202001,서울,은평구,13496,55
2020,1,202001,서울,종로구,9915,70
2020,1,202001,서울,중구,12023,66
2020,1,202001,서울,중랑구,9112,53
2020,1,202001,세종,세종시,16273,218
2020,1,202001,울산,남구,10806,67
2020,1,202001,울산,동구,2429,44
2020,1,202001,울산,북구,4541,82
2020,1,202001,울산,울주군,6580,68
2020,1,202001,울산,중구,5397,50
2020,1,202001,인천,강화군,2483,33
2020,1,202001,인천,계양구,13801,80
2020,1,202001,인천,남동구,53552,157
2020,1,202001,인천,동구,1389,9
2020,1,202001,인천,미추홀구,19828,75
2020,1,202001,인천,부평구,25029,83
2020,1,202001,인천,서구,22486,157
2020,1,202001,인천,연수구,51687,129
2020,1,202001,인천,옹진군,501,5
2020,1,202001,인천,중구,6182,46
2020,1,202001,전남,강진군,686,10
2020,1,202001,전남,고흥군,1169,10
2020,1,202001,전남,곡성군,689,5
2020,1,202001,전남,광양시,4067,62
2020,1,202001,전남,구례군,541,9
2020,1,202001,전남,나주시,4006,49
2020,1,202001,전남,담양군,1468,15
2020,1,202001,전남,목포시,5220,69
2020,1,202001,전남,무안군,2194,33
2020,1,202001,전남,보성군,1880,13
2020,1,202001,전남,순천시,9189,118
2020,1,202001,전남,신안군,1438,12
2020,1,202001,전남,여수시,7951,62
2020,1,202001,전남,영광군,1509,12
2020,1,202001,전남,영암군,1667,16
2020,1,202001,전남,완도군,1242,11
2020,1,202001,전남,장성군,1346,33
2020,1,202001,전남,장흥군,835,5
2020,1,202001,전남,진도군,641,5
2020,1,202001,전남,함평군,1859,10
2020,1,202001,전남,해남군,1367,16
2020,1,202001,전남,화순군,1770,19
2020,1,202001,전북,고창군,1367,24
2020,1,202001,전북,군산시,8357,74
2020,1,202001,전북,김제시,2035,15
2020,1,202001,전북,남원시,1722,27
2020,1,202001,전북,무주군,570,10
2020,1,202001,전북,부안군,1174,14
2020,1,202001,전북,순창군,577,2
2020,1,202001,전북,완주군,2703,48
2020,1,202001,전북,익산시,7759,94
2020,1,202001,전북,임실군,521,11
2020,1,202001,전북,장수군,423,5
2020,1,202001,전북,전주시,35851,226
2020,1,202001,전북,정읍시,2557,39
2020,1,202001,전북,진안군,511,10
2020,1,202001,제주,서귀포시,5987,67
2020,1,202001,제주,제주시,29308,250
2020,1,202001,충남,계룡시,1392,25
2020,1,202001,충남,공주시,2876,47
2020,1,202001,충남,금산군,1438,15
2020,1,202001,충남,논산시,2539,41
2020,1,202001,충남,당진시,4721,75
2020,1,202001,충남,보령시,2499,38
2020,1,202001,충남,부여군,1258,22
2020,1,202001,충남,서산시,4825,89
2020,1,202001,충남,서천군,1001,8
2020,1,202001,충남,아산시,10431,206
2020,1,202001,충남,예산군,1917,27
2020,1,202001,충남,천안시,25657,386
2020,1,202001,충남,청양군,609,11
2020,1,202001,충남,태안군,1651,25
2020,1,202001,충남,홍성군,2556,31
2020,1,202001,충북,괴산군,830,16
2020,1,202001,충북,단양군,562,11
2020,1,202001,충북,보은군,717,12
2020,1,202001,충북,영동군,847,14
2020,1,202001,충북,옥천군,1141,12
2020,1,202001,충북,음성군,2744,46
2020,1,202001,충북,제천시,3414,41
2020,1,202001,충북,증평군,929,19
2020,1,202001,충북,진천군,2248,66
2020,1,202001,충북,청주시,31975,381
2020,1,202001,충북,충주시,5554,99
2020,2,202002,강원,강릉시,7191,93
2020,2,202002,강원,고성군,615,13
2020,2,202002,강원,동해시,1880,79
2020,2,202002,강원,삼척시,1282,23
2020,2,202002,강원,속초시,2380,42
2020,2,202002,강원,양구군,495,9
2020,2,202002,강원,양양군,954,20
2020,2,202002,강원,영월군,993,17
2020,2,202002,강원,원주시,13294,170
2020,2,202002,강원,인제군,663,19
2020,2,202002,강원,정선군,991,13
2020,2,202002,강원,철원군,831,17
2020,2,202002,강원,춘천시,8601,125
2020,2,202002,강원,태백시,1143,14
2020,2,202002,강원,평창군,1565,16
2020,2,202002,강원,홍천군,1665,26
2020,2,202002,강원,화천군,467,8
2020,2,202002,강원,횡성군,1448,20
2020,2,202002,경기,가평군,2473,43
2020,2,202002,경기,고양시,55006,320
2020,2,202002,경기,과천시,3785,12
2020,2,202002,경기,광명시,9407,74
2020,2,202002,경기,광주시,19255,179
2020,2,202002,경기,구리시,7308,51
2020,2,202002,경기,군포시,8071,55
2020,2,202002,경기,김포시,24117,378
2020,2,202002,경기,남양주시,30141,374
2020,2,202002,경기,동두천시,2067,23
2020,2,202002,경기,부천시,25310,157
2020,2,202002,경기,성남시,64185,289
2020,2,202002,경기,수원시,55744,382
2020,2,202002,경기,시흥시,15178,156
2020,2,202002,경기,안산시,18378,187
2020,2,202002,경기,안성시,6073,84
2020,2,202002,경기,안양시,20549,120
2020,2,202002,경기,양주시,6836,98
2020,2,202002,경기,양평군,6672,89
2020,2,202002,경기,여주시,3778,63
2020,2,202002,경기,연천군,1325,29
2020,2,202002,경기,오산시,7246,98
2020,2,202002,경기,용인시,73046,559
2020,2,202002,경기,의왕시,7400,35
2020,2,202002,경기,의정부시,12406,123
2020,2,202002,경기,이천시,8150,150
2020,2,202002,경기,파주시,18268,229
2020,2,202002,경기,평택시,22828,276
2020,2,202002,경기,포천시,4908,83
2020,2,202002,경기,하남시,16476,119
2020,2,202002,경기,화성시,43097,490
2020,2,202002,경남,거제시,5971,68
2020,2,202002,경남,거창군,1384,16
2020,2,202002,경남,고성군,1000,13
2020,2,202002,경남,김해시,17409,195
2020,2,202002,경남,남해군,814,14
2020,2,202002,경남,밀양시,2480,26
2020,2,202002,경남,사천시,2593,22
2020,2,202002,경남,산청군,816,8
2020,2,202002,경남,양산시,10541,113
2020,2,202002,경남,의령군,539,12
2020,2,202002,경남,진주시,10607,96
2020,2,202002,경남,창녕군,1521,22
2020,2,202002,경남,창원시,65321,332
2020,2,202002,경남,통영시,3056,28
2020,2,202002,경남,하동군,923,14
2020,2,202002,경남,함안군,2588,34
2020,2,202002,경남,함양군,742,11
2020,2,202002,경남,합천군,841,17
2020,2,202002,경북,경산시,8371,85
2020,2,202002,경북,경주시,7638,125
2020,2,202002,경북,고령군,939,22
2020,2,202002,경북,구미시,11315,189
2020,2,202002,경북,군위군,616,13
2020,2,202002,경북,김천시,3179,63
2020,2,202002,경북,문경시,1406,28
2020,2,202002,경북,봉화군,482,10
2020,2,202002,경북,상주시,1821,46
2020,2,202002,경북,성주군,1331,26
2020,2,202002,경북,안동시,3950,86
2020,2,202002,경북,영덕군,722,12
2020,2,202002,경북,영양군,282,6
2020,2,202002,경북,영주시,2109,55
2020,2,202002,경북,영천시,2650,35
2020,2,202002,경북,예천군,1268,17
2020,2,202002,경북,울릉군,157,3
2020,2,202002,경북,울진군,1169,21
2020,2,202002,경북,의성군,926,9
2020,2,202002,경북,청도군,1320,12
2020,2,202002,경북,청송군,457,12
2020,2,202002,경북,칠곡군,3564,52
2020,2,202002,경북,포항시,15464,214
2020,2,202002,광주,광산구,14909,197
2020,2,202002,광주,남구,10158,54
2020,2,202002,광주,동구,4798,26
2020,2,202002,광주,북구,14918,142
2020,2,202002,광주,서구,16945,98
2020,2,202002,대구,남구,5631,35
2020,2,202002,대구,달서구,33217,197
2020,2,202002,대구,달성군,8391,107
2020,2,202002,대구,동구,13796,138
2020,2,202002,대구,북구,14237,143
2020,2,202002,대구,서구,4668,26
2020,2,202002,대구,수성구,56951,160
2020,2,202002,대구,중구,23477,27
2020,2,202002,대전,대덕구,4570,49
2020,2,202002,대전,동구,4941,64
2020,2,202002,대전,서구,17708,170
2020,2,202002,대전,유성구,21060,185
2020,2,202002,대전,중구,7060,89
2020,2,202002,부산,강서구,7238,57
2020,2,202002,부산,금정구,8455,40
2020,2,202002,부산,기장군,6762,48
2020,2,202002,부산,남구,12238,50
2020,2,202002,부산,동구,20826,19
2020,2,202002,부산,동래구,9787,39
2020,2,202002,부산,부산진구,18921,46
2020,2,202002,부산,북구,6709,40
2020,2,202002,부산,사상구,5114,22
2020,2,202002,부산,사하구,7088,31
2020,2,202002,부산,서구,2887,8
2020,2,202002,부산,수영구,18288,34
2020,2,202002,부산,연제구,22343,39
2020,2,202002,부산,영도구,2107,13
2020,2,202002,부산,중구,14261,13
2020,2,202002,부산,해운대구,37602,94
2020,2,202002,서울,강남구,81314,234
2020,2,202002,서울,강동구,18615,101
2020,2,202002,서울,강북구,6453,36
2020,2,202002,서울,강서구,25080,104
2020,2,202002,서울,관악구,11924,45
2020,2,202002,서울,광진구,15629,64
2020,2,202002,서울,구로구,12967,57
2020,2,202002,서울,금천구,7620,37
2020,2,202002,서울,노원구,13651,79
2020,2,202002,서울,도봉구,7754,61
2020,2,202002,서울,동대문구,12980,55
2020,2,202002,서울,동작구,15830,42
2020,2,202002,서울,마포구,22862,73
2020,2,202002,서울,서대문구,12843,65
2020,2,202002,서울,서초구,58456,153
2020,2,202002,서울,성동구,22807,90
2020,2,202002,서울,성북구,16204,84
2020,2,202002,서울,송파구,48808,134
2020,2,202002,서울,양천구,20933,64
2020,2,202002,서울,영등포구,22958,72
2020,2,202002,서울,용산구,23608,62
2020,2,202002,서울,은평구,13588,54
2020,2,202002,서울,종로구,9997,72
2020,2,202002,서울,중구,12116,65
2020,2,202002,서울,중랑구,9132,56
2020,2,202002,세종,세종시,16493,226
2020,2,202002,울산,남구,10878,70
2020,2,202002,울산,동구,2432,45
2020,2,202002,울산,북구,4564,87
2020,2,202002,울산,울주군,6609,70
2020,2,202002,울산,중구,5420,51
2020,2,202002,인천,강화군,2483,32
2020,2,202002,인천,계양구,13747,82
2020,2,202002,인천,남동구,53778,163
2020,2,202002,인천,동구,1376,10
2020,2,202002,인천,미추홀구,20105,76
2020,2,202002,인천,부평구,25168,85
2020,2,202002,인천,서구,22508,168
2020,2,202002,인천,연수구,52071,129
2020,2,202002,인천,옹진군,503,5
2020,2,202002,인천,중구,6259,44
2020,2,202002,전남,강진군,699,11
2020,2,202002,전남,고흥군,1183,10
2020,2,202002,전남,곡성군,686,5
2020,2,202002,전남,광양시,4062,64
2020,2,202002,전남,구례군,545,9
2020,2,202002,전남,나주시,4041,49
2020,2,202002,전남,담양군,1490,16
2020,2,202002,전남,목포시,5280,70
2020,2,202002,전남,무안군,2234,36
2020,2,202002,전남,보성군,1828,13
2020,2,202002,전남,순천시,9294,124
2020,2,202002,전남,신안군,1547,15
2020,2,202002,전남,여수시,8043,68
2020,2,202002,전남,영광군,1521,13
2020,2,202002,전남,영암군,1649,16
2020,2,202002,전남,완도군,1235,13
2020,2,202002,전남,장성군,1367,33
2020,2,202002,전남,장흥군,837,8
2020,2,202002,전남,진도군,641,5
2020,2,202002,전남,함평군,1822,12
2020,2,202002,전남,해남군,1376,16
2020,2,202002,전남,화순군,1772,20
2020,2,202002,전북,고창군,1381,24
2020,2,202002,전북,군산시,8374,73
2020,2,202002,전북,김제시,2046,14
2020,2,202002,전북,남원시,1735,30
2020,2,202002,전북,무주군,578,10
2020,2,202002,전북,부안군,1186,14
2020,2,202002,전북,순창군,572,2
2020,2,202002,전북,완주군,2711,45
2020,2,202002,전북,익산시,7748,95
2020,2,202002,전북,임실군,519,10
2020,2,202002,전북,장수군,431,4
2020,2,202002,전북,전주시,36064,233
2020,2,202002,전북,정읍시,2592,39
2020,2,202002,전북,진안군,519,10
2020,2,202002,제주,서귀포시,6028,71
2020,2,202002,제주,제주시,29521,255
2020,2,202002,충남,계룡시,1392,24
2020,2,202002,충남,공주시,2887,47
2020,2,202002,충남,금산군,1439,16
2020,2,202002,충남,논산시,2546,39
2020,2,202002,충남,당진시,4742,76
2020,2,202002,충남,보령시,2532,40
2020,2,202002,충남,부여군,1264,22
2020,2,202002,충남,서산시,4878,90
2020,2,202002,충남,서천군,1021,8
2020,2,202002,충남,아산시,10464,213
2020,2,202002,충남,예산군,1926,25
2020,2,202002,충남,천안시,25850,396
2020,2,202002,충남,청양군,600,11
2020,2,202002,충남,태안군,1664,25
2020,2,202002,충남,홍성군,2586,30
2020,2,202002,충북,괴산군,829,16
2020,2,202002,충북,단양군,556,13
2020,2,202002,충북,보은군,732,12
2020,2,202002,충북,영동군,856,14
2020,2,202002,충북,옥천군,1145,15
2020,2,202002,충북,음성군,2752,46
2020,2,202002,충북,제천시,3443,44
2020,2,202002,충북,증평군,928,19
2020,2,202002,충북,진천군,2284,67
2020,2,202002,충북,청주시,32079,395
2020,2,202002,충북,충주시,5563,99
2020,3,202003,강원,강릉시,7233,95
2020,3,202003,강원,고성군,628,14
2020,3,202003,강원,동해시,1902,78
2020,3,202003,강원,삼척시,1294,24
2020,3,202003,강원,속초시,2373,42
2020,3,202003,강원,양구군,498,9
2020,3,202003,강원,양양군,953,21
2020,3,202003,강원,영월군,1002,17
2020,3,202003,강원,원주시,13362,169
2020,3,202003,강원,인제군,671,19
2020,3,202003,강원,정선군,995,14
2020,3,202003,강원,철원군,841,17
2020,3,202003,강원,춘천시,8720,127
2020,3,202003,강원,태백시,1141,13
2020,3,202003,강원,평창군,1584,16
2020,3,202003,강원,홍천군,1690,26
2020,3,202003,강원,화천군,469,7
2020,3,202003,강원,횡성군,1455,21
2020,3,202003,경기,가평군,2509,44
2020,3,202003,경기,고양시,55453,327
2020,3,202003,경기,과천시,3838,11
2020,3,202003,경기,광명시,9566,73
2020,3,202003,경기,광주시,19387,177
2020,3,202003,경기,구리시,7419,51
2020,3,202003,경기,군포시,8151,54
2020,3,202003,경기,김포시,24635,381
2020,3,202003,경기,남양주시,30481,375
2020,3,202003,경기,동두천시,2080,22
2020,3,202003,경기,부천시,25506,156
2020,3,202003,경기,성남시,64667,293
2020,3,202003,경기,수원시,56599,389
2020,3,202003,경기,시흥시,15318,159
2020,3,202003,경기,안산시,18686,191
2020,3,202003,경기,안성시,6131,83
2020,3,202003,경기,안양시,20753,119
2020,3,202003,경기,양주시,6945,103
2020,3,202003,경기,양평군,6723,93
2020,3,202003,경기,여주시,3823,62
2020,3,202003,경기,연천군,1341,28
2020,3,202003,경기,오산시,7399,93
2020,3,202003,경기,용인시,73567,562
2020,3,202003,경기,의왕시,7539,35
2020,3,202003,경기,의정부시,12549,124
2020,3,202003,경기,이천시,8255,153
2020,3,202003,경기,파주시,18508,233
2020,3,202003,경기,평택시,23130,278
2020,3,202003,경기,포천시,4953,82
2020,3,202003,경기,하남시,16705,119
2020,3,202003,경기,화성시,43729,496
2020,3,202003,경남,거제시,6019,71
2020,3,202003,경남,거창군,1399,16
2020,3,202003,경남,고성군,999,14
2020,3,202003,경남,김해시,17582,194
2020,3,202003,경남,남해군,832,13
2020,3,202003,경남,밀양시,2498,24
2020,3,202003,경남,사천시,2625,24
2020,3,202003,경남,산청군,835,8
2020,3,202003,경남,양산시,10636,116
2020,3,202003,경남,의령군,546,11
2020,3,202003,경남,진주시,10715,95
2020,3,202003,경남,창녕군,1529,23
2020,3,202003,경남,창원시,65260,341
2020,3,202003,경남,통영시,3082,27
2020,3,202003,경남,하동군,931,14
2020,3,202003,경남,함안군,2582,34
2020,3,202003,경남,함양군,750,12
2020,3,202003,경남,합천군,851,17
2020,3,202003,경북,경산시,8439,85
2020,3,202003,경북,경주시,7700,128
2020,3,202003,경북,고령군,933,23
2020,3,202003,경북,구미시,11364,188
2020,3,202003,경북,군위군,615,13
2020,3,202003,경북,김천시,3197,66
2020,3,202003,경북,문경시,1414,29
2020,3,202003,경북,봉화군,480,11
2020,3,202003,경북,상주시,1832,47
2020,3,202003,경북,성주군,1339,28
2020,3,202003,경북,안동시,3988,89
2020,3,202003,경북,영덕군,712,13
2020,3,202003,경북,영양군,283,6
2020,3,202003,경북,영주시,2111,54
2020,3,202003,경북,영천시,2669,35
2020,3,202003,경북,예천군,1280,18
2020,3,202003,경북,울릉군,160,3
2020,3,202003,경북,울진군,1166,22
2020,3,202003,경북,의성군,936,9
2020,3,202003,경북,청도군,1330,14
2020,3,202003,경북,청송군,466,12
2020,3,202003,경북,칠곡군,3574,51
2020,3,202003,경북,포항시,15609,211
2020,3,202003,광주,광산구,15028,198
2020,3,202003,광주,남구,10230,57
2020,3,202003,광주,동구,4856,27
2020,3,202003,광주,북구,15067,141
2020,3,202003,광주,서구,17061,104
2020,3,202003,대구,남구,5705,34
2020,3,202003,대구,달서구,33841,202
2020,3,202003,대구,달성군,8487,110
2020,3,202003,대구,동구,13915,142
2020,3,202003,대구,북구,14375,147
2020,3,202003,대구,서구,4708,27
2020,3,202003,대구,수성구,57233,162
2020,3,202003,대구,중구,22743,26
2020,3,202003,대전,대덕구,4605,51
2020,3,202003,대전,동구,4978,65
2020,3,202003,대전,서구,17868,174
2020,3,202003,대전,유성구,21317,190
2020,3,202003,대전,중구,7152,90
2020,3,202003,부산,강서구,7321,56
2020,3,202003,부산,금정구,8503,39
2020,3,202003,부산,기장군,6883,50
2020,3,202003,부산,남구,12345,49
2020,3,202003,부산,동구,19515,20
2020,3,202003,부산,동래구,9999,40
2020,3,202003,부산,부산진구,19001,47
2020,3,202003,부산,북구,6729,43
2020,3,202003,부산,사상구,5141,23
2020,3,202003,부산,사하구,7126,30
2020,3,202003,부산,서구,2894,8
2020,3,202003,부산,수영구,18446,33
2020,3,202003,부산,연제구,22461,39
2020,3,202003,부산,영도구,2106,12
2020,3,202003,부산,중구,14507,12
2020,3,202003,부산,해운대구,37919,96
2020,3,202003,서울,강남구,81553,233
2020,3,202003,서울,강동구,19189,100
2020,3,202003,서울,강북구,6497,37
2020,3,202003,서울,강서구,25235,104
2020,3,202003,서울,관악구,11957,45
2020,3,202003,서울,광진구,15658,63
2020,3,202003,서울,구로구,13056,58
2020,3,202003,서울,금천구,7654,36
2020,3,202003,서울,노원구,13738,81
2020,3,202003,서울,도봉구,7833,58
2020,3,202003,서울,동대문구,13078,56
2020,3,202003,서울,동작구,16007,43
2020,3,202003,서울,마포구,23097,73
2020,3,202003,서울,서대문구,13030,65
2020,3,202003,서울,서초구,58684,151
2020,3,202003,서울,성동구,22877,88
2020,3,202003,서울,성북구,16324,84
2020,3,202003,서울,송파구,49068,129
2020,3,202003,서울,양천구,21112,60
2020,3,202003,서울,영등포구,23094,73
2020,3,202003,서울,용산구,23721,61
2020,3,202003,서울,은평구,13670,54
2020,3,202003,서울,종로구,10076,73
2020,3,202003,서울,중구,12110,65
2020,3,202003,서울,중랑구,9195,57
2020,3,202003,세종,세종시,16743,232
2020,3,202003,울산,남구,10989,73
2020,3,202003,울산,동구,2447,47
2020,3,202003,울산,북구,4644,88
2020,3,202003,울산,울주군,6631,72
2020,3,202003,울산,중구,5458,50
2020,3,202003,인천,강화군,2530,32
2020,3,202003,인천,계양구,13749,85
2020,3,202003,인천,남동구,53937,169
2020,3,202003,인천,동구,1390,10
2020,3,202003,인천,미추홀구,20412,76
2020,3,202003,인천,부평구,25357,88
2020,3,202003,인천,서구,22662,176
2020,3,202003,인천,연수구,52303,130
2020,3,202003,인천,옹진군,507,4
2020,3,202003,인천,중구,6367,46
2020,3,202003,전남,강진군,711,13
2020,3,202003,전남,고흥군,1202,10
2020,3,202003,전남,곡성군,705,5
2020,3,202003,전남,광양시,4102,63
2020,3,202003,전남,구례군,546,9
2020,3,202003,전남,나주시,4070,50
2020,3,202003,전남,담양군,1497,16
2020,3,202003,전남,목포시,5296,68
2020,3,202003,전남,무안군,2280,39
2020,3,202003,전남,보성군,1752,11
2020,3,202003,전남,순천시,9465,123
2020,3,202003,전남,신안군,1594,16
2020,3,202003,전남,여수시,8137,69
2020,3,202003,전남,영광군,1545,12
2020,3,202003,전남,영암군,1663,16
2020,3,202003,전남,완도군,1238,13
2020,3,202003,전남,장성군,1393,33
2020,3,202003,전남,장흥군,840,8
2020,3,202003,전남,진도군,659,5
2020,3,202003,전남,함평군,1825,11
2020,3,202003,전남,해남군,1388,16
2020,3,202003,전남,화순군,1791,20
2020,3,202003,전북,고창군,1383,25
2020,3,202003,전북,군산시,8478,73
2020,3,202003,전북,김제시,2086,15
2020,3,202003,전북,남원시,1742,35
2020,3,202003,전북,무주군,580,10
2020,3,202003,전북,부안군,1200,15
2020,3,202003,전북,순창군,585,3
2020,3,202003,전북,완주군,2741,44
2020,3,202003,전북,익산시,7829,98
2020,3,202003,전북,임실군,523,10
2020,3,202003,전북,장수군,438,4
2020,3,202003,전북,전주시,36320,233
2020,3,202003,전북,정읍시,2629,39
2020,3,202003,전북,진안군,531,11
2020,3,202003,제주,서귀포시,6052,70
2020,3,202003,제주,제주시,29687,256
2020,3,202003,충남,계룡시,1409,24
2020,3,202003,충남,공주시,2901,51
2020,3,202003,충남,금산군,1447,16
2020,3,202003,충남,논산시,2567,40
2020,3,202003,충남,당진시,4805,78
2020,3,202003,충남,보령시,2538,38
2020,3,202003,충남,부여군,1276,22
2020,3,202003,충남,서산시,4922,93
2020,3,202003,충남,서천군,1031,8
2020,3,202003,충남,아산시,10586,212
2020,3,202003,충남,예산군,1943,28
2020,3,202003,충남,천안시,26016,398
2020,3,202003,충남,청양군,601,12
2020,3,202003,충남,태안군,1676,26
2020,3,202003,충남,홍성군,2602,30
2020,3,202003,충북,괴산군,845,16
2020,3,202003,충북,단양군,561,13
2020,3,202003,충북,보은군,743,12
2020,3,202003,충북,영동군,862,15
2020,3,202003,충북,옥천군,1154,14
2020,3,202003,충북,음성군,2793,46
2020,3,202003,충북,제천시,3467,44
2020,3,202003,충북,증평군,937,19
2020,3,202003,충북,진천군,2309,65
2020,3,202003,충북,청주시,34926,404
2020,3,202003,충북,충주시,5626,97
2020,4,202004,강원,강릉시,7321,96
2020,4,202004,강원,고성군,636,14
2020,4,202004,강원,동해시,1927,77
2020,4,202004,강원,삼척시,1299,24
2020,4,202004,강원,속초시,2404,43
2020,4,202004,강원,양구군,495,10
2020,4,202004,강원,양양군,962,21
2020,4,202004,강원,영월군,1005,18
2020,4,202004,강원,원주시,13525,164
2020,4,202004,강원,인제군,683,18
2020,4,202004,강원,정선군,1000,14
2020,4,202004,강원,철원군,839,17
2020,4,202004,강원,춘천시,8783,128
2020,4,202004,강원,태백시,1144,11
2020,4,202004,강원,평창군,1596,18
2020,4,202004,강원,홍천군,1702,26
2020,4,202004,강원,화천군,479,7
2020,4,202004,강원,횡성군,1477,22
2020,4,202004,경기,가평군,2537,47
2020,4,202004,경기,고양시,56033,331
2020,4,202004,경기,과천시,4001,13
2020,4,202004,경기,광명시,9656,74
2020,4,202004,경기,광주시,19613,178
2020,4,202004,경기,구리시,7473,51
2020,4,202004,경기,군포시,8206,56
2020,4,202004,경기,김포시,24996,381
2020,4,202004,경기,남양주시,30797,382
2020,4,202004,경기,동두천시,2100,22
2020,4,202004,경기,부천시,25633,159
2020,4,202004,경기,성남시,65137,299
2020,4,202004,경기,수원시,57552,403
2020,4,202004,경기,시흥시,15530,158
2020,4,202004,경기,안산시,18938,198
2020,4,202004,경기,안성시,6213,84
2020,4,202004,경기,안양시,20859,118
2020,4,202004,경기,양주시,7048,105
2020,4,202004,경기,양평군,6802,94
2020,4,202004,경기,여주시,3854,63
2020,4,202004,경기,연천군,1335,27
2020,4,202004,경기,오산시,7391,103
2020,4,202004,경기,용인시,73916,562
2020,4,202004,경기,의왕시,7642,35
2020,4,202004,경기,의정부시,12697,124
2020,4,202004,경기,이천시,8356,151
2020,4,202004,경기,파주시,18745,226
2020,4,202004,경기,평택시,23394,286
2020,4,202004,경기,포천시,5033,76
2020,4,202004,경기,하남시,16989,120
2020,4,202004,경기,화성시,44447,493
2020,4,202004,경남,거제시,6075,70
2020,4,202004,경남,거창군,1418,16
2020,4,202004,경남,고성군,1004,14
2020,4,202004,경남,김해시,17689,195
2020,4,202004,경남,남해군,832,14
2020,4,202004,경남,밀양시,2517,26
2020,4,202004,경남,사천시,2652,24
2020,4,202004,경남,산청군,849,8
2020,4,202004,경남,양산시,10728,117
2020,4,202004,경남,의령군,551,10
2020,4,202004,경남,진주시,10830,99
2020,4,202004,경남,창녕군,1543,23
2020,4,202004,경남,창원시,65413,356
2020,4,202004,경남,통영시,3096,28
2020,4,202004,경남,하동군,950,14
2020,4,202004,경남,함안군,2570,34
2020,4,202004,경남,함양군,757,12
2020,4,202004,경남,합천군,855,19
2020,4,202004,경북,경산시,8474,92
2020,4,202004,경북,경주시,7769,129
2020,4,202004,경북,고령군,940,24
2020,4,202004,경북,구미시,11457,196
2020,4,202004,경북,군위군,627,13
2020,4,202004,경북,김천시,3220,67
2020,4,202004,경북,문경시,1430,30
2020,4,202004,경북,봉화군,491,11
2020,4,202004,경북,상주시,1839,45
2020,4,202004,경북,성주군,1352,26
2020,4,202004,경북,안동시,4016,93
2020,4,202004,경북,영덕군,725,13
2020,4,202004,경북,영양군,281,6
2020,4,202004,경북,영주시,2114,57
2020,4,202004,경북,영천시,2717,34
2020,4,202004,경북,예천군,1305,20
2020,4,202004,경북,울릉군,162,2
2020,4,202004,경북,울진군,1173,22
2020,4,202004,경북,의성군,946,9
2020,4,202004,경북,청도군,1324,14
2020,4,202004,경북,청송군,468,10
2020,4,202004,경북,칠곡군,3619,53
2020,4,202004,경북,포항시,15712,221
2020,4,202004,광주,광산구,15225,198
2020,4,202004,광주,남구,10303,59
2020,4,202004,광주,동구,4890,27
2020,4,202004,광주,북구,15261,144
2020,4,202004,광주,서구,17120,110
2020,4,202004,대구,남구,5709,35
2020,4,202004,대구,달서구,34525,204
2020,4,202004,대구,달성군,8569,118
2020,4,202004,대구,동구,14028,140
2020,4,202004,대구,북구,14532,148
2020,4,202004,대구,서구,4657,28
2020,4,202004,대구,수성구,57484,161
2020,4,202004,대구,중구,23574,24
2020,4,202004,대전,대덕구,4602,53
2020,4,202004,대전,동구,5027,69
2020,4,202004,대전,서구,18044,175
2020,4,202004,대전,유성구,21529,204
