year,month,yyyymm,sido,sigungu,passenger_imported,van_imported
2018,1,201801,서울,송파구,38906,89
2018,1,201801,서울,양천구,17204,41
2018,1,201801,서울,영등포구,22903,59
2018,1,201801,서울,용산구,20892,52
2018,1,201801,서울,은평구,10605,33
2018,1,201801,서울,종로구,8692,59
2018,1,201801,서울,중구,10965,65
2018,1,201801,서울,중랑구,7375,37
2018,1,201801,세종,세종시,9927,101
2018,1,201801,울산,남구,8953,42
2018,1,201801,울산,동구,2143,28
2018,1,201801,울산,북구,3108,47
2018,1,201801,울산,울주군,5095,39
2018,1,201801,울산,중구,4641,37
2018,1,201801,인천,강화군,1564,22
2018,1,201801,인천,계양구,13800,42
2018,1,201801,인천,남동구,38697,75
2018,1,201801,인천,동구,1157,4
2018,1,201801,인천,미추홀구,11304,48
2018,1,201801,인천,부평구,19818,60
2018,1,201801,인천,서구,15915,95
2018,1,201801,인천,연수구,45355,96
2018,1,201801,인천,옹진군,405,3
2018,1,201801,인천,중구,4199,25
2018,1,201801,전남,강진군,540,7
2018,1,201801,전남,고흥군,953,7
2018,1,201801,전남,곡성군,532,5
2018,1,201801,전남,광양시,3084,25
2018,1,201801,전남,구례군,420,16
2018,1,201801,전남,나주시,2828,31
2018,1,201801,전남,담양군,1200,7
2018,1,201801,전남,목포시,4120,31
2018,1,201801,전남,무안군,1676,16
2018,1,201801,전남,보성군,2819,6
2018,1,201801,전남,순천시,6725,66
2018,1,201801,전남,신안군,583,5
2018,1,201801,전남,여수시,5937,34
2018,1,201801,전남,영광군,1138,7
2018,1,201801,전남,영암군,1374,8
2018,1,201801,전남,완도군,934,4
2018,1,201801,전남,장성군,1014,17
2018,1,201801,전남,장흥군,659,6
2018,1,201801,전남,진도군,526,4
2018,1,201801,전남,함평군,643,5
2018,1,201801,전남,해남군,1122,7
2018,1,201801,전남,화순군,1436,15
2018,1,201801,전북,고창군,996,15
2018,1,201801,전북,군산시,6839,51
2018,1,201801,전북,김제시,1552,6
2018,1,201801,전북,남원시,1331,16
2018,1,201801,전북,무주군,440,7
2018,1,201801,전북,부안군,903,9
2018,1,201801,전북,순창군,449,3
2018,1,201801,전북,완주군,2140,38
2018,1,201801,전북,익산시,6263,50
2018,1,201801,전북,임실군,421,4
2018,1,201801,전북,장수군,309,3
2018,1,201801,전북,전주시,25583,164
2018,1,201801,전북,정읍시,1927,16
2018,1,201801,전북,진안군,398,8
2018,1,201801,제주,서귀포시,4616,50
2018,1,201801,제주,제주시,18890,201
2018,1,201801,충남,계룡시,1018,13
2018,1,201801,충남,공주시,2299,29
2018,1,201801,충남,금산군,1212,11
2018,1,201801,충남,논산시,1962,14
2018,1,201801,충남,당진시,3855,46
2018,1,201801,충남,보령시,1924,24
2018,1,201801,충남,부여군,1032,8
2018,1,201801,충남,서산시,3601,48
2018,1,201801,충남,서천군,816,7
2018,1,201801,충남,아산시,8152,135
2018,1,201801,충남,예산군,1502,13
2018,1,201801,충남,천안시,19269,213
2018,1,201801,충남,청양군,498,5
2018,1,201801,충남,태안군,1236,15
2018,1,201801,충남,홍성군,2039,26
2018,1,201801,충북,괴산군,637,9
2018,1,201801,충북,단양군,402,6
2018,1,201801,충북,보은군,551,7
2018,1,201801,충북,영동군,660,14
2018,1,201801,충북,옥천군,861,9
2018,1,201801,충북,음성군,2190,22
2018,1,201801,충북,제천시,2686,16
2018,1,201801,충북,증평군,679,6
2018,1,201801,충북,진천군,1567,26
2018,1,201801,충북,청주시,22396,210
2018,1,201801,충북,충주시,4128,55
2018,2,201802,강원,강릉시,5309,52
2018,2,201802,강원,고성군,467,2
2018,2,201802,강원,동해시,1426,59
2018,2,201802,강원,삼척시,950,13
2018,2,201802,강원,속초시,1759,24
2018,2,201802,강원,양구군,371,7
2018,2,201802,강원,양양군,632,11
2018,2,201802,강원,영월군,787,11
2018,2,201802,강원,원주시,9914,95
2018,2,201802,강원,인제군,512,8
2018,2,201802,강원,정선군,808,11
2018,2,201802,강원,철원군,663,9
2018,2,201802,강원,춘천시,6428,59
2018,2,201802,강원,태백시,1025,5
2018,2,201802,강원,평창군,1303,3
2018,2,201802,강원,홍천군,1310,11
2018,2,201802,강원,화천군,342,4
2018,2,201802,강원,횡성군,1136,17
2018,2,201802,경기,가평군,1943,23
2018,2,201802,경기,고양시,42558,206
2018,2,201802,경기,과천시,2927,13
2018,2,201802,경기,광명시,7302,34
2018,2,201802,경기,광주시,14298,103
2018,2,201802,경기,구리시,5655,31
2018,2,201802,경기,군포시,6470,34
2018,2,201802,경기,김포시,16965,172
2018,2,201802,경기,남양주시,22153,225
2018,2,201802,경기,동두천시,1707,15
2018,2,201802,경기,부천시,20253,91
2018,2,201802,경기,성남시,54622,174
2018,2,201802,경기,수원시,42891,251
2018,2,201802,경기,시흥시,9924,67
2018,2,201802,경기,안산시,14813,140
2018,2,201802,경기,안성시,4671,57
2018,2,201802,경기,안양시,16745,81
2018,2,201802,경기,양주시,5061,62
2018,2,201802,경기,양평군,5341,64
2018,2,201802,경기,여주시,2955,47
2018,2,201802,경기,연천군,1046,18
2018,2,201802,경기,오산시,5213,60
2018,2,201802,경기,용인시,55306,359
2018,2,201802,경기,의왕시,5182,22
2018,2,201802,경기,의정부시,9073,69
2018,2,201802,경기,이천시,6115,87
2018,2,201802,경기,파주시,13797,154
2018,2,201802,경기,평택시,15374,157
2018,2,201802,경기,포천시,3844,51
2018,2,201802,경기,하남시,10485,55
2018,2,201802,경기,화성시,27882,265
2018,2,201802,경남,거제시,5214,43
2018,2,201802,경남,거창군,1044,10
2018,2,201802,경남,고성군,817,5
2018,2,201802,경남,김해시,13412,114
2018,2,201802,경남,남해군,610,10
2018,2,201802,경남,밀양시,1907,15
2018,2,201802,경남,사천시,2034,13
2018,2,201802,경남,산청군,641,3
2018,2,201802,경남,양산시,7971,48
2018,2,201802,경남,의령군,402,6
2018,2,201802,경남,진주시,8157,58
2018,2,201802,경남,창녕군,1229,10
2018,2,201802,경남,창원시,67061,184
2018,2,201802,경남,통영시,2513,15
2018,2,201802,경남,하동군,746,8
2018,2,201802,경남,함안군,2937,21
2018,2,201802,경남,함양군,964,7
2018,2,201802,경남,합천군,660,10
2018,2,201802,경북,경산시,6236,44
2018,2,201802,경북,경주시,5931,86
2018,2,201802,경북,고령군,794,17
2018,2,201802,경북,구미시,8543,81
2018,2,201802,경북,군위군,465,5
2018,2,201802,경북,김천시,2487,39
2018,2,201802,경북,문경시,1072,13
2018,2,201802,경북,봉화군,379,4
2018,2,201802,경북,상주시,1351,19
2018,2,201802,경북,성주군,1055,13
2018,2,201802,경북,안동시,3065,44
2018,2,201802,경북,영덕군,590,15
2018,2,201802,경북,영양군,191,4
2018,2,201802,경북,영주시,1652,26
2018,2,201802,경북,영천시,1985,20
2018,2,201802,경북,예천군,748,13
2018,2,201802,경북,울릉군,119,1
2018,2,201802,경북,울진군,903,17
2018,2,201802,경북,의성군,628,7
2018,2,201802,경북,청도군,944,12
2018,2,201802,경북,청송군,358,2
2018,2,201802,경북,칠곡군,2869,36
2018,2,201802,경북,포항시,11844,131
2018,2,201802,광주,광산구,11239,128
2018,2,201802,광주,남구,7832,29
2018,2,201802,광주,동구,3440,14
2018,2,201802,광주,북구,12000,93
2018,2,201802,광주,서구,16434,70
2018,2,201802,대구,남구,4481,18
2018,2,201802,대구,달서구,23367,126
2018,2,201802,대구,달성군,5974,54
2018,2,201802,대구,동구,9927,74
2018,2,201802,대구,북구,10985,84
2018,2,201802,대구,서구,4234,21
2018,2,201802,대구,수성구,48552,102
2018,2,201802,대구,중구,22296,22
2018,2,201802,대전,대덕구,3804,25
2018,2,201802,대전,동구,3904,24
2018,2,201802,대전,서구,14007,99
2018,2,201802,대전,유성구,16658,103
2018,2,201802,대전,중구,5778,56
2018,2,201802,부산,강서구,5371,51
2018,2,201802,부산,금정구,7028,31
2018,2,201802,부산,기장군,5224,30
2018,2,201802,부산,남구,9142,28
2018,2,201802,부산,동구,17621,22
2018,2,201802,부산,동래구,7528,25
2018,2,201802,부산,부산진구,16102,25
2018,2,201802,부산,북구,5589,29
2018,2,201802,부산,사상구,4361,21
2018,2,201802,부산,사하구,5980,22
2018,2,201802,부산,서구,2383,6
2018,2,201802,부산,수영구,14373,17
2018,2,201802,부산,연제구,16707,16
2018,2,201802,부산,영도구,1837,9
2018,2,201802,부산,중구,8133,3
2018,2,201802,부산,해운대구,33611,45
2018,2,201802,서울,강남구,71959,191
2018,2,201802,서울,강동구,13845,70
2018,2,201802,서울,강북구,5343,15
2018,2,201802,서울,강서구,20040,80
2018,2,201802,서울,관악구,9892,31
2018,2,201802,서울,광진구,12884,51
2018,2,201802,서울,구로구,10742,40
2018,2,201802,서울,금천구,5892,28
2018,2,201802,서울,노원구,11099,65
2018,2,201802,서울,도봉구,6380,30
2018,2,201802,서울,동대문구,10125,45
2018,2,201802,서울,동작구,12819,29
2018,2,201802,서울,마포구,18662,65
2018,2,201802,서울,서대문구,10222,45
2018,2,201802,서울,서초구,51157,157
2018,2,201802,서울,성동구,18905,59
2018,2,201802,서울,성북구,12951,55
2018,2,201802,서울,송파구,39320,88
2018,2,201802,서울,양천구,17375,42
2018,2,201802,서울,영등포구,22968,60
2018,2,201802,서울,용산구,20978,50
2018,2,201802,서울,은평구,10676,34
2018,2,201802,서울,종로구,8755,61
2018,2,201802,서울,중구,10962,65
2018,2,201802,서울,중랑구,7437,38
2018,2,201802,세종,세종시,10192,103
2018,2,201802,울산,남구,9059,43
2018,2,201802,울산,동구,2159,27
2018,2,201802,울산,북구,3176,48
2018,2,201802,울산,울주군,5180,39
2018,2,201802,울산,중구,4672,38
2018,2,201802,인천,강화군,1589,22
2018,2,201802,인천,계양구,13837,42
2018,2,201802,인천,남동구,38807,76
2018,2,201802,인천,동구,1170,4
2018,2,201802,인천,미추홀구,11691,48
2018,2,201802,인천,부평구,20096,57
2018,2,201802,인천,서구,16249,98
2018,2,201802,인천,연수구,45681,101
2018,2,201802,인천,옹진군,408,3
2018,2,201802,인천,중구,4255,26
2018,2,201802,전남,강진군,549,6
2018,2,201802,전남,고흥군,962,7
2018,2,201802,전남,곡성군,537,5
2018,2,201802,전남,광양시,3118,25
2018,2,201802,전남,구례군,416,16
2018,2,201802,전남,나주시,2889,33
2018,2,201802,전남,담양군,1213,7
2018,2,201802,전남,목포시,4174,31
2018,2,201802,전남,무안군,1691,15
2018,2,201802,전남,보성군,2872,6
2018,2,201802,전남,순천시,6832,69
2018,2,201802,전남,신안군,585,5
2018,2,201802,전남,여수시,6011,37
2018,2,201802,전남,영광군,1152,7
2018,2,201802,전남,영암군,1362,9
2018,2,201802,전남,완도군,949,4
2018,2,201802,전남,장성군,1023,18
2018,2,201802,전남,장흥군,658,6
2018,2,201802,전남,진도군,528,4
2018,2,201802,전남,함평군,655,5
2018,2,201802,전남,해남군,1137,7
2018,2,201802,전남,화순군,1442,16
2018,2,201802,전북,고창군,1001,15
2018,2,201802,전북,군산시,6881,50
2018,2,201802,전북,김제시,1568,6
2018,2,201802,전북,남원시,1353,16
2018,2,201802,전북,무주군,445,7
2018,2,201802,전북,부안군,907,9
2018,2,201802,전북,순창군,454,3
2018,2,201802,전북,완주군,2156,38
2018,2,201802,전북,익산시,6298,52
2018,2,201802,전북,임실군,420,4
2018,2,201802,전북,장수군,316,3
2018,2,201802,전북,전주시,25974,161
2018,2,201802,전북,정읍시,1944,17
2018,2,201802,전북,진안군,396,9
2018,2,201802,제주,서귀포시,4689,52
2018,2,201802,제주,제주시,19267,200
2018,2,201802,충남,계룡시,1040,11
2018,2,201802,충남,공주시,2310,29
2018,2,201802,충남,금산군,1233,11
2018,2,201802,충남,논산시,1984,17
2018,2,201802,충남,당진시,3877,47
2018,2,201802,충남,보령시,1952,24
2018,2,201802,충남,부여군,1032,9
2018,2,201802,충남,서산시,3657,50
2018,2,201802,충남,서천군,816,7
2018,2,201802,충남,아산시,8241,142
2018,2,201802,충남,예산군,1507,11
2018,2,201802,충남,천안시,19568,219
2018,2,201802,충남,청양군,496,5
2018,2,201802,충남,태안군,1263,15
2018,2,201802,충남,홍성군,2067,28
2018,2,201802,충북,괴산군,637,9
2018,2,201802,충북,단양군,409,6
2018,2,201802,충북,보은군,562,7
2018,2,201802,충북,영동군,666,14
2018,2,201802,충북,옥천군,867,9
2018,2,201802,충북,음성군,2208,26
2018,2,201802,충북,제천시,2704,15
2018,2,201802,충북,증평군,682,6
2018,2,201802,충북,진천군,1591,29
2018,2,201802,충북,청주시,22592,216
2018,2,201802,충북,충주시,4195,54
2018,3,201803,강원,강릉시,5419,51
2018,3,201803,강원,고성군,473,2
2018,3,201803,강원,동해시,1442,59
2018,3,201803,강원,삼척시,971,14
2018,3,201803,강원,속초시,1786,25
2018,3,201803,강원,양구군,390,7
2018,3,201803,강원,양양군,654,12
2018,3,201803,강원,영월군,794,11
2018,3,201803,강원,원주시,10090,95
2018,3,201803,강원,인제군,522,8
2018,3,201803,강원,정선군,818,11
2018,3,201803,강원,철원군,679,11
2018,3,201803,강원,춘천시,6535,62
2018,3,201803,강원,태백시,1034,6
2018,3,201803,강원,평창군,1318,4
2018,3,201803,강원,홍천군,1324,12
2018,3,201803,강원,화천군,359,4
2018,3,201803,강원,횡성군,1149,16
2018,3,201803,경기,가평군,1952,24
2018,3,201803,경기,고양시,43097,209
2018,3,201803,경기,과천시,2957,11
2018,3,201803,경기,광명시,7488,34
2018,3,201803,경기,광주시,14550,113
2018,3,201803,경기,구리시,5744,31
2018,3,201803,경기,군포시,6537,32
2018,3,201803,경기,김포시,17464,192
2018,3,201803,경기,남양주시,22541,225
2018,3,201803,경기,동두천시,1714,16
2018,3,201803,경기,부천시,20568,93
2018,3,201803,경기,성남시,55277,185
2018,3,201803,경기,수원시,43815,252
2018,3,201803,경기,시흥시,10200,72
2018,3,201803,경기,안산시,15044,142
2018,3,201803,경기,안성시,4779,58
2018,3,201803,경기,안양시,17010,80
2018,3,201803,경기,양주시,5130,63
2018,3,201803,경기,양평군,5422,67
2018,3,201803,경기,여주시,3009,47
2018,3,201803,경기,연천군,1074,19
2018,3,201803,경기,오산시,5304,59
2018,3,201803,경기,용인시,56237,372
2018,3,201803,경기,의왕시,5246,22
2018,3,201803,경기,의정부시,9256,69
2018,3,201803,경기,이천시,6218,88
2018,3,201803,경기,파주시,14023,154
2018,3,201803,경기,평택시,15667,166
2018,3,201803,경기,포천시,3882,54
2018,3,201803,경기,하남시,10729,56
2018,3,201803,경기,화성시,28739,265
2018,3,201803,경남,거제시,5235,43
2018,3,201803,경남,거창군,1070,11
2018,3,201803,경남,고성군,815,5
2018,3,201803,경남,김해시,13606,118
2018,3,201803,경남,남해군,616,10
2018,3,201803,경남,밀양시,1931,16
2018,3,201803,경남,사천시,2052,12
2018,3,201803,경남,산청군,660,3
2018,3,201803,경남,양산시,8132,48
2018,3,201803,경남,의령군,404,6
2018,3,201803,경남,진주시,8311,58
2018,3,201803,경남,창녕군,1250,10
2018,3,201803,경남,창원시,67192,191
2018,3,201803,경남,통영시,2566,16
2018,3,201803,경남,하동군,760,8
2018,3,201803,경남,함안군,2877,21
2018,3,201803,경남,함양군,947,8
2018,3,201803,경남,합천군,672,11
2018,3,201803,경북,경산시,6303,49
2018,3,201803,경북,경주시,6022,87
2018,3,201803,경북,고령군,802,18
2018,3,201803,경북,구미시,8698,85
2018,3,201803,경북,군위군,482,8
2018,3,201803,경북,김천시,2534,41
2018,3,201803,경북,문경시,1085,13
2018,3,201803,경북,봉화군,385,5
2018,3,201803,경북,상주시,1377,20
2018,3,201803,경북,성주군,1067,13
2018,3,201803,경북,안동시,3111,49
2018,3,201803,경북,영덕군,595,14
2018,3,201803,경북,영양군,201,4
2018,3,201803,경북,영주시,1672,26
2018,3,201803,경북,영천시,2029,21
2018,3,201803,경북,예천군,781,12
2018,3,201803,경북,울릉군,124,1
2018,3,201803,경북,울진군,901,17
2018,3,201803,경북,의성군,643,7
2018,3,201803,경북,청도군,964,12
2018,3,201803,경북,청송군,370,2
2018,3,201803,경북,칠곡군,2896,36
2018,3,201803,경북,포항시,11984,138
2018,3,201803,광주,광산구,11380,127
2018,3,201803,광주,남구,7918,31
2018,3,201803,광주,동구,3499,15
2018,3,201803,광주,북구,12189,95
2018,3,201803,광주,서구,16546,78
2018,3,201803,대구,남구,4581,20
2018,3,201803,대구,달서구,23797,134
2018,3,201803,대구,달성군,6073,55
2018,3,201803,대구,동구,10141,77
2018,3,201803,대구,북구,11180,91
2018,3,201803,대구,서구,4289,20
2018,3,201803,대구,수성구,49222,106
2018,3,201803,대구,중구,22249,19
2018,3,201803,대전,대덕구,3900,26
2018,3,201803,대전,동구,3949,23
2018,3,201803,대전,서구,14243,101
2018,3,201803,대전,유성구,16887,104
2018,3,201803,대전,중구,5839,54
2018,3,201803,부산,강서구,5443,49
2018,3,201803,부산,금정구,7174,31
2018,3,201803,부산,기장군,5298,29
2018,3,201803,부산,남구,9406,29
2018,3,201803,부산,동구,17861,22
2018,3,201803,부산,동래구,7620,25
2018,3,201803,부산,부산진구,16210,23
2018,3,201803,부산,북구,5649,28
2018,3,201803,부산,사상구,4380,21
2018,3,201803,부산,사하구,6082,22
2018,3,201803,부산,서구,2409,5
2018,3,201803,부산,수영구,14525,17
2018,3,201803,부산,연제구,16982,18
2018,3,201803,부산,영도구,1849,10
2018,3,201803,부산,중구,8388,3
2018,3,201803,부산,해운대구,33850,48
2018,3,201803,서울,강남구,72425,200
2018,3,201803,서울,강동구,14003,72
2018,3,201803,서울,강북구,5406,15
2018,3,201803,서울,강서구,20430,80
2018,3,201803,서울,관악구,10022,31
2018,3,201803,서울,광진구,13002,50
2018,3,201803,서울,구로구,10870,42
2018,3,201803,서울,금천구,5959,27
2018,3,201803,서울,노원구,11266,66
2018,3,201803,서울,도봉구,6471,30
2018,3,201803,서울,동대문구,10198,44
2018,3,201803,서울,동작구,12937,31
2018,3,201803,서울,마포구,18879,67
2018,3,201803,서울,서대문구,10326,42
2018,3,201803,서울,서초구,51596,153
2018,3,201803,서울,성동구,19277,58
2018,3,201803,서울,성북구,13100,54
2018,3,201803,서울,송파구,39816,90
2018,3,201803,서울,양천구,17571,43
2018,3,201803,서울,영등포구,22931,56
2018,3,201803,서울,용산구,21297,51
2018,3,201803,서울,은평구,10904,35
2018,3,201803,서울,종로구,8793,64
2018,3,201803,서울,중구,10983,65
2018,3,201803,서울,중랑구,7504,39
2018,3,201803,세종,세종시,10473,109
2018,3,201803,울산,남구,9183,47
2018,3,201803,울산,동구,2192,29
2018,3,201803,울산,북구,3273,47
2018,3,201803,울산,울주군,5235,40
2018,3,201803,울산,중구,4716,38
2018,3,201803,인천,강화군,1617,23
2018,3,201803,인천,계양구,13800,42
2018,3,201803,인천,남동구,39006,78
2018,3,201803,인천,동구,1195,4
2018,3,201803,인천,미추홀구,12247,46
2018,3,201803,인천,부평구,20433,58
2018,3,201803,인천,서구,16756,100
2018,3,201803,인천,연수구,46009,102
2018,3,201803,인천,옹진군,408,4
2018,3,201803,인천,중구,4324,25
2018,3,201803,전남,강진군,556,5
2018,3,201803,전남,고흥군,969,6
2018,3,201803,전남,곡성군,538,5
2018,3,201803,전남,광양시,3182,26
2018,3,201803,전남,구례군,427,16
2018,3,201803,전남,나주시,2972,33
2018,3,201803,전남,담양군,1226,7
2018,3,201803,전남,목포시,4229,33
2018,3,201803,전남,무안군,1728,15
2018,3,201803,전남,보성군,2816,8
2018,3,201803,전남,순천시,6981,70
2018,3,201803,전남,신안군,579,5
2018,3,201803,전남,여수시,6138,37
2018,3,201803,전남,영광군,1172,7
2018,3,201803,전남,영암군,1433,9
2018,3,201803,전남,완도군,967,6
2018,3,201803,전남,장성군,1065,19
2018,3,201803,전남,장흥군,670,4
2018,3,201803,전남,진도군,528,4
2018,3,201803,전남,함평군,668,4
2018,3,201803,전남,해남군,1159,7
2018,3,201803,전남,화순군,1467,16
2018,3,201803,전북,고창군,1030,16
2018,3,201803,전북,군산시,6961,52
2018,3,201803,전북,김제시,1587,6
2018,3,201803,전북,남원시,1371,18
2018,3,201803,전북,무주군,453,7
2018,3,201803,전북,부안군,931,10
2018,3,201803,전북,순창군,457,3
2018,3,201803,전북,완주군,2197,35
2018,3,201803,전북,익산시,6397,51
2018,3,201803,전북,임실군,425,4
2018,3,201803,전북,장수군,328,4
2018,3,201803,전북,전주시,26453,164
2018,3,201803,전북,정읍시,1976,17
2018,3,201803,전북,진안군,407,9
2018,3,201803,제주,서귀포시,4770,52
2018,3,201803,제주,제주시,19822,206
2018,3,201803,충남,계룡시,1066,11
2018,3,201803,충남,공주시,2334,31
2018,3,201803,충남,금산군,1233,11
2018,3,201803,충남,논산시,2005,20
2018,3,201803,충남,당진시,3945,49
2018,3,201803,충남,보령시,1977,24
2018,3,201803,충남,부여군,1051,10
2018,3,201803,충남,서산시,3729,49
2018,3,201803,충남,서천군,831,7
2018,3,201803,충남,아산시,8367,143
2018,3,201803,충남,예산군,1545,11
2018,3,201803,충남,천안시,19923,222
2018,3,201803,충남,청양군,502,6
2018,3,201803,충남,태안군,1301,15
2018,3,201803,충남,홍성군,2095,29
2018,3,201803,충북,괴산군,639,12
2018,3,201803,충북,단양군,420,6
2018,3,201803,충북,보은군,562,7
2018,3,201803,충북,영동군,668,15
2018,3,201803,충북,옥천군,882,9
2018,3,201803,충북,음성군,2205,26
2018,3,201803,충북,제천시,2726,16
2018,3,201803,충북,증평군,691,6
2018,3,201803,충북,진천군,1652,29
2018,3,201803,충북,청주시,22935,224
2018,3,201803,충북,충주시,4269,53
2018,4,201804,강원,강릉시,5526,53
2018,4,201804,강원,고성군,482,4
2018,4,201804,강원,동해시,1477,60
2018,4,201804,강원,삼척시,999,14
2018,4,201804,강원,속초시,1811,27
2018,4,201804,강원,양구군,398,8
2018,4,201804,강원,양양군,666,11
2018,4,201804,강원,영월군,802,11
2018,4,201804,강원,원주시,10243,97
2018,4,201804,강원,인제군,535,8
2018,4,201804,강원,정선군,834,11
2018,4,201804,강원,철원군,687,13
2018,4,201804,강원,춘천시,6636,64
2018,4,201804,강원,태백시,1035,6
2018,4,201804,강원,평창군,1325,4
