year,month,yyyymm,model_year,passenger,van
2021,03,202103,2002,215837,7106
2021,03,202103,2003,194123,4949
2021,03,202103,2004,252218,7842
2021,03,202103,2005,377946,11867
2021,03,202103,2006,463123,21826
2021,03,202103,2007,687466,20426
2021,03,202103,2008,714840,31934
2021,03,202103,2009,721753,29868
2021,03,202103,2010,1059381,44989
2021,03,202103,2011,1127089,51380
2021,03,202103,2012,1291943,44256
2021,03,202103,2013,996036,43259
2021,03,202103,2014,1211222,43538
2021,03,202103,2015,1313776,42327
2021,03,202103,2016,1669808,30942
2021,03,202103,2017,1232346,32498
2021,03,202103,2018,1352407,23496
2021,03,202103,2019,1265642,32172
2021,03,202103,2020,1262357,16805
2021,03,202103,2021,819030,10024
2021,04,202104,2001,593102,80693
2021,04,202104,2002,207160,6808
2021,04,202104,2003,185406,4682
2021,04,202104,2004,242827,7465
2021,04,202104,2005,367171,11310
2021,04,202104,2006,453940,20880
2021,04,202104,2007,678662,19727
2021,04,202104,2008,708653,31604
2021,04,202104,2009,717394,29690
2021,04,202104,2010,1055137,44799
2021,04,202104,2011,1124463,51214
2021,04,202104,2012,1290000,44179
2021,04,202104,2013,994952,43202
2021,04,202104,2014,1210799,43475
2021,04,202104,2015,1314402,42296
2021,04,202104,2016,1670771,30954
2021,04,202104,2017,1236207,32541
2021,04,202104,2018,1356583,23554
2021,04,202104,2019,1266529,32190
2021,04,202104,2020,1264871,16838
2021,04,202104,2021,926813,10791
2021,05,202105,2001,584501,79518
2021,05,202105,2002,199432,6559
2021,05,202105,2003,177863,4423
2021,05,202105,2004,234186,7130
2021,05,202105,2005,357419,10783
2021,05,202105,2006,445118,20006
2021,05,202105,2007,670377,19069
2021,05,202105,2008,702808,31247
2021,05,202105,2009,713302,29516
2021,05,202105,2010,1051167,44624
2021,05,202105,2011,1121878,51062
2021,05,202105,2012,1288239,44080
2021,05,202105,2013,993958,43113
2021,05,202105,2014,1210332,43405
2021,05,202105,2015,1314584,42254
2021,05,202105,2016,1671353,30945
2021,05,202105,2017,1238802,32605
2021,05,202105,2018,1360413,23599
2021,05,202105,2019,1267401,32246
2021,05,202105,2020,1265902,16872
2021,05,202105,2021,1027877,12202
2021,06,202106,2001,576705,78621
2021,06,202106,2002,193101,6384
2021,06,202106,2003,172096,4284
2021,06,202106,2004,226853,6882
2021,06,202106,2005,348315,10393
2021,06,202106,2006,436680,19270
2021,06,202106,2007,662019,18594
2021,06,202106,2008,696551,30889
2021,06,202106,2009,708981,29342
2021,06,202106,2010,1046904,44455
2021,06,202106,2011,1118904,50896
2021,06,202106,2012,1286176,43973
2021,06,202106,2013,992894,43024
2021,06,202106,2014,1209725,43334
2021,06,202106,2015,1314755,42187
2021,06,202106,2016,1671965,30918
2021,06,202106,2017,1241415,32639
2021,06,202106,2018,1364926,23645
2021,06,202106,2019,1268420,32229
2021,06,202106,2020,1266844,16894
2021,06,202106,2021,1138329,13480
2021,07,202107,2001,569844,77963
2021,07,202107,2002,188123,6261
2021,07,202107,2003,167664,4166
2021,07,202107,2004,221319,6703
2021,07,202107,2005,340894,10119
2021,07,202107,2006,428953,18746
2021,07,202107,2007,654052,18211
2021,07,202107,2008,690329,30562
2021,07,202107,2009,704645,29143
2021,07,202107,2010,1042531,44254
2021,07,202107,2011,1115936,50731
2021,07,202107,2012,1284070,43872
2021,07,202107,2013,991619,42935
2021,07,202107,2014,1208977,43251
2021,07,202107,2015,1314833,42147
2021,07,202107,2016,1672441,30896
2021,07,202107,2017,1243789,32682
2021,07,202107,2018,1369253,23712
2021,07,202107,2019,1269301,32279
2021,07,202107,2020,1267547,16944
2021,07,202107,2021,1244768,14578
2021,08,202108,2001,563609,77327
2021,08,202108,2002,183758,6142
2021,08,202108,2003,163639,4071
2021,08,202108,2004,216153,6537
2021,08,202108,2005,334386,9890
2021,08,202108,2006,422076,18287
2021,08,202108,2007,646749,17857
2021,08,202108,2008,684705,30258
2021,08,202108,2009,700754,28958
2021,08,202108,2010,1038631,44057
2021,08,202108,2011,1113206,50572
2021,08,202108,2012,1282023,43767
2021,08,202108,2013,990442,42855
2021,08,202108,2014,1208172,43185
2021,08,202108,2015,1314706,42084
2021,08,202108,2016,1672504,30881
2021,08,202108,2017,1245606,32694
2021,08,202108,2018,1372637,23761
2021,08,202108,2019,1270246,32302
2021,08,202108,2020,1268227,16962
2021,08,202108,2021,1330624,15306
2021,09,202109,2001,558056,76706
2021,09,202109,2002,179646,6028
2021,09,202109,2003,159923,3973
2021,09,202109,2004,211442,6379
2021,09,202109,2005,328394,9641
2021,09,202109,2006,415726,17873
2021,09,202109,2007,640113,17553
2021,09,202109,2008,679666,30021
2021,09,202109,2009,697162,28781
2021,09,202109,2010,1034878,43869
2021,09,202109,2011,1110457,50415
2021,09,202109,2012,1280054,43665
2021,09,202109,2013,989241,42750
2021,09,202109,2014,1207312,43099
2021,09,202109,2015,1314525,42041
2021,09,202109,2016,1672627,30859
2021,09,202109,2017,1247044,32676
2021,09,202109,2018,1376308,23890
2021,09,202109,2019,1271324,32342
2021,09,202109,2020,1268645,17027
2021,09,202109,2021,1411848,15975
2021,10,202110,2001,552409,76095
2021,10,202110,2002,175429,5925
2021,10,202110,2003,156245,3875
2021,10,202110,2004,206538,6233
2021,10,202110,2005,322146,9416
2021,10,202110,2006,408894,17431
2021,10,202110,2007,633253,17212
2021,10,202110,2008,674215,29712
2021,10,202110,2009,693230,28608
2021,10,202110,2010,1030816,43699
2021,10,202110,2011,1107419,50236
2021,10,202110,2012,1277964,43566
2021,10,202110,2013,987957,42643
2021,10,202110,2014,1206466,43003
2021,10,202110,2015,1314511,41995
2021,10,202110,2016,1672867,30840
2021,10,202110,2017,1248658,32713
2021,10,202110,2018,1380354,23989
2021,10,202110,2019,1272942,32370
2021,10,202110,2020,1269020,17051
2021,10,202110,2021,1497096,16584
2021,11,202111,2001,546544,75424
2021,11,202111,2002,170977,5803
2021,11,202111,2003,152464,3794
2021,11,202111,2004,201516,6092
2021,11,202111,2005,315896,9201
2021,11,202111,2006,401956,17048
2021,11,202111,2007,625866,16878
2021,11,202111,2008,668473,29413
2021,11,202111,2009,689094,28421
2021,11,202111,2010,1026450,43473
2021,11,202111,2011,1104277,50082
2021,11,202111,2012,1275672,43461
2021,11,202111,2013,986665,42543
2021,11,202111,2014,1205470,42943
2021,11,202111,2015,1314332,41947
2021,11,202111,2016,1672962,30820
2021,11,202111,2017,1250224,32726
2021,11,202111,2018,1384329,24058
2021,11,202111,2019,1274612,32400
2021,11,202111,2020,1269491,17116
2021,11,202111,2021,1593103,17344
2021,12,202112,2001,540903,74761
2021,12,202112,2002,166451,5696
2021,12,202112,2003,148715,3692
2021,12,202112,2004,196432,5955
2021,12,202112,2005,309708,9010
2021,12,202112,2006,394841,16674
2021,12,202112,2007,618372,16572
2021,12,202112,2008,662225,29102
2021,12,202112,2009,684742,28233
2021,12,202112,2010,1021976,43271
2021,12,202112,2011,1100937,49889
2021,12,202112,2012,1273368,43346
2021,12,202112,2013,985207,42471
2021,12,202112,2014,1204346,42884
2021,12,202112,2015,1314653,41921
2021,12,202112,2016,1672980,30811
2021,12,202112,2017,1251699,32734
2021,12,202112,2018,1388821,24136
2021,12,202112,2019,1276510,32476
2021,12,202112,2020,1269600,17188
2021,12,202112,2021,1685776,18072
2022,01,202201,2001,699552,79926
2022,01,202201,2002,145938,3630
2022,01,202201,2003,192744,5854
2022,01,202201,2004,304974,8887
2022,01,202201,2005,389297,16432
2022,01,202201,2006,612007,16370
2022,01,202201,2007,656766,28813
2022,01,202201,2008,680838,28012
2022,01,202201,2009,1018025,43051
2022,01,202201,2010,1097869,49698
2022,01,202201,2011,1271284,43257
2022,01,202201,2012,983920,42392
2022,01,202201,2013,1203234,42834
2022,01,202201,2014,1314082,41894
2022,01,202201,2015,1673044,30789
2022,01,202201,2016,1253343,32774
2022,01,202201,2017,1393324,24231
2022,01,202201,2018,1278919,32547
2022,01,202201,2019,1269591,17264
2022,01,202201,2020,1219630,12218
2022,01,202201,2021,555432,6469
2022,02,202202,2002,692350,79429
2022,02,202202,2003,143431,3570
2022,02,202202,2004,189387,5786
2022,02,202202,2005,300662,8771
2022,02,202202,2006,384004,16234
2022,02,202202,2007,606007,16228
2022,02,202202,2008,651562,28568
2022,02,202202,2009,676990,27838
2022,02,202202,2010,1014038,42883
2022,02,202202,2011,1094765,49524
2022,02,202202,2012,1269141,43167
2022,02,202202,2013,982681,42344
2022,02,202202,2014,1202282,42767
2022,02,202202,2015,1313680,41864
2022,02,202202,2016,1672912,30769
2022,02,202202,2017,1254721,32771
2022,02,202202,2018,1397246,24276
2022,02,202202,2019,1280997,32555
2022,02,202202,2020,1269710,17305
2022,02,202202,2021,1221535,12224
2022,02,202202,2022,627376,6781
2022,03,202203,2002,683070,78667
2022,03,202203,2003,139895,3463
2022,03,202203,2004,184433,5602
2022,03,202203,2005,294780,8515
2022,03,202203,2006,376979,15816
2022,03,202203,2007,598613,15918
2022,03,202203,2008,645566,28228
2022,03,202203,2009,672579,27609
2022,03,202203,2010,1009620,42603
2022,03,202203,2011,1091395,49312
2022,03,202203,2012,1266893,43036
2022,03,202203,2013,981339,42275
2022,03,202203,2014,1201415,42680
2022,03,202203,2015,1313525,41840
2022,03,202203,2016,1673142,30748
2022,03,202203,2017,1257016,32798
2022,03,202203,2018,1402495,24345
2022,03,202203,2019,1284485,32599
2022,03,202203,2020,1270126,17342
2022,03,202203,2021,1223505,12222
2022,03,202203,2022,719479,7214
2022,04,202204,2002,673442,77911
2022,04,202204,2003,135970,3342
2022,04,202204,2004,178998,5363
2022,04,202204,2005,288119,8205
2022,04,202204,2006,369732,15181
2022,04,202204,2007,591210,15366
2022,04,202204,2008,639769,27896
2022,04,202204,2009,668332,27386
2022,04,202204,2010,1005489,42379
2022,04,202204,2011,1088236,49103
2022,04,202204,2012,1264767,42925
2022,04,202204,2013,980130,42214
2022,04,202204,2014,1200582,42608
2022,04,202204,2015,1313334,41784
2022,04,202204,2016,1673350,30738
2022,04,202204,2017,1259078,32820
2022,04,202204,2018,1407335,24382
2022,04,202204,2019,1288167,32616
2022,04,202204,2020,1270565,17390
2022,04,202204,2021,1224252,12223
2022,04,202204,2022,812810,7812
2022,05,202205,2002,663115,77115
2022,05,202205,2003,131826,3234
2022,05,202205,2004,173589,5148
2022,05,202205,2005,281408,7883
2022,05,202205,2006,362409,14616
2022,05,202205,2007,583326,14896
2022,05,202205,2008,633480,27523
2022,05,202205,2009,663819,27179
2022,05,202205,2010,1001000,42153
2022,05,202205,2011,1084589,48871
2022,05,202205,2012,1262368,42801
2022,05,202205,2013,978695,42126
2022,05,202205,2014,1199603,42528
2022,05,202205,2015,1313034,41723
2022,05,202205,2016,1673383,30722
2022,05,202205,2017,1260363,32812
2022,05,202205,2018,1412202,24409
2022,05,202205,2019,1291636,32652
2022,05,202205,2020,1270934,17412
2022,05,202205,2021,1224442,12219
2022,05,202205,2022,907357,8708
2022,06,202206,2002,654489,76563
2022,06,202206,2003,128641,3140
2022,06,202206,2004,169379,5014
2022,06,202206,2005,275910,7682
2022,06,202206,2006,356079,14244
2022,06,202206,2007,576234,14596
2022,06,202206,2008,627865,27189
2022,06,202206,2009,659555,26971
2022,06,202206,2010,996820,41948
2022,06,202206,2011,1081222,48688
2022,06,202206,2012,1260029,42677
2022,06,202206,2013,977298,42067
2022,06,202206,2014,1198504,42454
2022,06,202206,2015,1312623,41679
2022,06,202206,2016,1673306,30715
2022,06,202206,2017,1261602,32823
2022,06,202206,2018,1416720,24452
2022,06,202206,2019,1294929,32721
2022,06,202206,2020,1271087,17405
2022,06,202206,2021,1224944,12207
2022,06,202206,2022,995570,9495
2022,07,202207,2002,646667,76043
2022,07,202207,2003,125756,3075
2022,07,202207,2004,165594,4917
2022,07,202207,2005,270763,7535
2022,07,202207,2006,350295,13939
2022,07,202207,2007,569199,14348
2022,07,202207,2008,622061,26900
2022,07,202207,2009,655118,26747
2022,07,202207,2010,992038,41715
2022,07,202207,2011,1077441,48498
2022,07,202207,2012,1257345,42543
2022,07,202207,2013,975737,41967
2022,07,202207,2014,1197394,42361
2022,07,202207,2015,1312113,41622
2022,07,202207,2016,1673156,30690
2022,07,202207,2017,1262289,32798
2022,07,202207,2018,1421125,24506
2022,07,202207,2019,1298145,32779
2022,07,202207,2020,1271352,17412
2022,07,202207,2021,1224711,12237
2022,07,202207,2022,1090492,10373
2022,08,202208,2002,638337,75449
2022,08,202208,2003,122798,3002
2022,08,202208,2004,161849,4807
2022,08,202208,2005,265456,7387
2022,08,202208,2006,344449,13636
2022,08,202208,2007,561597,14085
2022,08,202208,2008,616092,26584
2022,08,202208,2009,650169,26558
2022,08,202208,2010,986940,41468
2022,08,202208,2011,1073115,48319
2022,08,202208,2012,1253996,42386
2022,08,202208,2013,973716,41846
2022,08,202208,2014,1195783,42256
2022,08,202208,2015,1310912,41586
2022,08,202208,2016,1672293,30647
2022,08,202208,2017,1262150,32765
2022,08,202208,2018,1424539,24541
2022,08,202208,2019,1300935,32832
2022,08,202208,2020,1271070,17384
2022,08,202208,2021,1223898,12199
2022,08,202208,2022,1175412,11297
2022,09,202209,2002,630784,74906
2022,09,202209,2003,120022,2931
2022,09,202209,2004,158272,4683
2022,09,202209,2005,260092,7222
2022,09,202209,2006,338798,13313
2022,09,202209,2007,554456,13855
2022,09,202209,2008,610199,26312
2022,09,202209,2009,645528,26392
2022,09,202209,2010,981861,41236
2022,09,202209,2011,1068798,48140
2022,09,202209,2012,1250543,42243
2022,09,202209,2013,971601,41752
2022,09,202209,2014,1193901,42167
2022,09,202209,2015,1309636,41531
2022,09,202209,2016,1671328,30616
2022,09,202209,2017,1261649,32743
2022,09,202209,2018,1427270,24563
2022,09,202209,2019,1302984,32863
2022,09,202209,2020,1270612,17382
2022,09,202209,2021,1222788,12189
2022,09,202209,2022,1268137,11783
2022,10,202210,2002,623621,74413
2022,10,202210,2003,117281,2865
2022,10,202210,2004,154700,4563
2022,10,202210,2005,255085,7052
2022,10,202210,2006,333390,13010
2022,10,202210,2007,547640,13608
2022,10,202210,2008,604735,26068
2022,10,202210,2009,641054,26242
2022,10,202210,2010,977113,41014
2022,10,202210,2011,1064616,47968
2022,10,202210,2012,1247401,42097
2022,10,202210,2013,969727,41641
2022,10,202210,2014,1192435,42081
2022,10,202210,2015,1308648,41470
2022,10,202210,2016,1670891,30601
2022,10,202210,2017,1261215,32696
2022,10,202210,2018,1428918,24567
2022,10,202210,2019,1305302,32929
2022,10,202210,2020,1270676,17383
2022,10,202210,2021,1222075,12165
2022,10,202210,2022,1357597,12360
2022,11,202211,2002,616482,73883
2022,11,202211,2003,114423,2795
2022,11,202211,2004,151128,4453
2022,11,202211,2005,249719,6881
2022,11,202211,2006,327659,12700
2022,11,202211,2007,540408,13316
2022,11,202211,2008,598894,25811
2022,11,202211,2009,636033,26068
2022,11,202211,2010,971737,40806
2022,11,202211,2011,1060178,47738
2022,11,202211,2012,1243933,41940
2022,11,202211,2013,967666,41552
2022,11,202211,2014,1190765,42013
2022,11,202211,2015,1307540,41424
2022,11,202211,2016,1670613,30583
2022,11,202211,2017,1261084,32673
2022,11,202211,2018,1431021,24588
2022,11,202211,2019,1308312,32986
2022,11,202211,2020,1271694,17413
2022,11,202211,2021,1221901,12151
2022,11,202211,2022,1464962,13512
2022,12,202212,2002,609390,73307
2022,12,202212,2003,111341,2728
2022,12,202212,2004,147542,4352
2022,12,202212,2005,244184,6728
2022,12,202212,2006,321840,12369
2022,12,202212,2007,532936,13062
2022,12,202212,2008,592365,25582
2022,12,202212,2009,630659,25891
2022,12,202212,2010,965867,40624
2022,12,202212,2011,1055236,47514
2022,12,202212,2012,1240027,41804
2022,12,202212,2013,965398,41421
2022,12,202212,2014,1188894,41911
2022,12,202212,2015,1306226,41359
2022,12,202212,2016,1670512,30548
2022,12,202212,2017,1260769,32644
2022,12,202212,2018,1433245,24611
2022,12,202212,2019,1311662,33076
2022,12,202212,2020,1272371,17409
2022,12,202212,2021,1222117,12159
2022,12,202212,2022,1565394,14526
2023,01,202301,2003,712067,75595
2023,01,202301,2004,144528,4289
2023,01,202301,2005,239259,6622
2023,01,202301,2006,316537,12147
2023,01,202301,2007,525701,12899
2023,01,202301,2008,586098,25374
2023,01,202301,2009,625273,25713
2023,01,202301,2010,959843,40426
2023,01,202301,2011,1050371,47301
2023,01,202301,2012,1236169,41624
2023,01,202301,2013,963099,41290
2023,01,202301,2014,1187021,41826
2023,01,202301,2015,1304798,41268
2023,01,202301,2016,1669684,30529
2023,01,202301,2017,1260386,32623
2023,01,202301,2018,1435335,24644
2023,01,202301,2019,1315704,33203
2023,01,202301,2020,1273883,17417
2023,01,202301,2021,1221906,12146
2023,01,202301,2022,1080183,11402
2023,01,202301,2023,588216,3982
2023,02,202302,2003,703621,75153
2023,02,202302,2004,141566,4210
2023,02,202302,2005,234448,6503
2023,02,202302,2006,311046,11941
2023,02,202302,2007,517806,12722
2023,02,202302,2008,579451,25139
2023,02,202302,2009,619608,25498
2023,02,202302,2010,953684,40200
2023,02,202302,2011,1045215,47068
2023,02,202302,2012,1232083,41472
2023,02,202302,2013,960680,41157
2023,02,202302,2014,1185008,41729
2023,02,202302,2015,1303364,41193
2023,02,202302,2016,1668775,30496
2023,02,202302,2017,1259834,32579
2023,02,202302,2018,1437511,24659
2023,02,202302,2019,1319580,33274
2023,02,202302,2020,1275020,17416
2023,02,202302,2021,1221330,12123
2023,02,202302,2022,1082910,11396
2023,02,202302,2023,678326,5019
2023,03,202303,2003,693016,74491
2023,03,202303,2004,137613,4091
2023,03,202303,2005,228496,6339
2023,03,202303,2006,303920,11599
2023,03,202303,2007,507683,12404
2023,03,202303,2008,570278,24386
2023,03,202303,2009,612330,24879
2023,03,202303,2010,946125,39584
2023,03,202303,2011,1039183,46585
2023,03,202303,2012,1227491,41258
2023,03,202303,2013,958001,41027
2023,03,202303,2014,1182900,41617
2023,03,202303,2015,1301853,41108
2023,03,202303,2016,1668146,30466
2023,03,202303,2017,1259375,32527
2023,03,202303,2018,1440161,24689
2023,03,202303,2019,1324876,33348
2023,03,202303,2020,1277375,17420
2023,03,202303,2021,1221167,12103
2023,03,202303,2022,1086329,11407
2023,03,202303,2023,793753,6305
2023,04,202304,2003,683163,73856
2023,04,202304,2004,133859,3975
2023,04,202304,2005,222878,6155
2023,04,202304,2006,297432,11204
2023,04,202304,2007,498800,12040
2023,04,202304,2008,562039,23662
2023,04,202304,2009,605809,24287
2023,04,202304,2010,939657,38933
2023,04,202304,2011,1033968,46077
2023,04,202304,2012,1223649,41084
2023,04,202304,2013,955777,40900
2023,04,202304,2014,1181033,41509
2023,04,202304,2015,1300263,41050
2023,04,202304,2016,1667334,30432
2023,04,202304,2017,1258890,32495
2023,04,202304,2018,1442014,24694
2023,04,202304,2019,1329750,33374
2023,04,202304,2020,1279619,17408
2023,04,202304,2021,1221178,12085
2023,04,202304,2022,1087871,11406
2023,04,202304,2023,892704,7425
2023,05,202305,2003,673418,73282
2023,05,202305,2004,130177,3856
2023,05,202305,2005,217148,5976
2023,05,202305,2006,290948,10859
2023,05,202305,2007,489783,11732
2023,05,202305,2008,553338,23062
2023,05,202305,2009,598627,23818
2023,05,202305,2010,932397,38309
2023,05,202305,2011,1028187,45576
2023,05,202305,2012,1219133,40901
2023,05,202305,2013,953183,40760
2023,05,202305,2014,1178776,41408
2023,05,202305,2015,1298172,40977
2023,05,202305,2016,1666020,30398
2023,05,202305,2017,1258234,32451
2023,05,202305,2018,1443102,24691
2023,05,202305,2019,1333818,33406
2023,05,202305,2020,1281339,17413
2023,05,202305,2021,1220798,12103
2023,05,202305,2022,1088611,11390
2023,05,202305,2023,991333,8412
2023,06,202306,2003,664478,72762
2023,06,202306,2004,126895,3765
2023,06,202306,2005,212020,5843
2023,06,202306,2006,284905,10582
2023,06,202306,2007,481294,11475
2023,06,202306,2008,545349,22652
2023,06,202306,2009,591868,23416
2023,06,202306,2010,924922,37838
2023,06,202306,2011,1022122,45182
2023,06,202306,2012,1214349,40709
2023,06,202306,2013,950326,40614
2023,06,202306,2014,1176315,41282
2023,06,202306,2015,1295988,40896
2023,06,202306,2016,1664684,30374
2023,06,202306,2017,1257431,32418
2023,06,202306,2018,1443875,24664
2023,06,202306,2019,1338649,33455
2023,06,202306,2020,1283497,17401
2023,06,202306,2021,1221032,12064
2023,06,202306,2022,1089510,11396
2023,06,202306,2023,1103267,9419
2023,07,202307,2003,656355,72272
2023,07,202307,2004,123912,3683
2023,07,202307,2005,207159,5727
2023,07,202307,2006,279072,10331
2023,07,202307,2007,473611,11276
2023,07,202307,2008,537739,22323
2023,07,202307,2009,585434,23108
2023,07,202307,2010,917688,37428
2023,07,202307,2011,1016142,44872
2023,07,202307,2012,1209569,40521
2023,07,202307,2013,947537,40488
2023,07,202307,2014,1173931,41161
2023,07,202307,2015,1293874,40818
2023,07,202307,2016,1663196,30351
2023,07,202307,2017,1256645,32406
2023,07,202307,2018,1444507,24641
2023,07,202307,2019,1343373,33491
2023,07,202307,2020,1286344,17401
2023,07,202307,2021,1221221,12051
2023,07,202307,2022,1090240,11394
2023,07,202307,2023,1197588,10337
2023,08,202308,2003,647840,71777
2023,08,202308,2004,120774,3589
2023,08,202308,2005,202469,5575
2023,08,202308,2006,273064,10092
2023,08,202308,2007,465624,11045
2023,08,202308,2008,529766,21919
2023,08,202308,2009,578743,22731
2023,08,202308,2010,910098,36957
2023,08,202308,2011,1009829,44481
2023,08,202308,2012,1204408,40337
2023,08,202308,2013,944471,40350
2023,08,202308,2014,1171129,41063
2023,08,202308,2015,1291362,40743
2023,08,202308,2016,1661176,30329
2023,08,202308,2017,1255635,32364
2023,08,202308,2018,1444669,24618
2023,08,202308,2019,1347471,33475
2023,08,202308,2020,1289203,17396
2023,08,202308,2021,1221384,12045
2023,08,202308,2022,1090609,11389
2023,08,202308,2023,1282852,11141
2023,09,202309,2003,640170,71330
2023,09,202309,2004,118032,3511
2023,09,202309,2005,198293,5466
2023,09,202309,2006,267840,9852
2023,09,202309,2007,458411,10823
2023,09,202309,2008,522413,21510
2023,09,202309,2009,572645,22385
2023,09,202309,2010,903117,36494
2023,09,202309,2011,1004073,44109
2023,09,202309,2012,1199781,40150
2023,09,202309,2013,941722,40199
2023,09,202309,2014,1168578,40974
2023,09,202309,2015,1288993,40682
2023,09,202309,2016,1659182,30297
2023,09,202309,2017,1254594,32340
2023,09,202309,2018,1444662,24591
2023,09,202309,2019,1350724,33479
2023,09,202309,2020,1291842,17391
2023,09,202309,2021,1221688,12060
2023,09,202309,2022,1090940,11398
2023,09,202309,2023,1381177,12020
2023,10,202310,2003,632292,70829
2023,10,202310,2004,114872,3439
2023,10,202310,2005,193717,5346
2023,10,202310,2006,262155,9607
2023,10,202310,2007,450495,10590
2023,10,202310,2008,514414,21078
2023,10,202310,2009,566043,22016
2023,10,202310,2010,895295,35980
2023,10,202310,2011,997804,43687
2023,10,202310,2012,1194579,40003
2023,10,202310,2013,938670,40082
2023,10,202310,2014,1165830,40872
2023,10,202310,2015,1286289,40581
2023,10,202310,2016,1656851,30278
2023,10,202310,2017,1253539,32315
2023,10,202310,2018,1444090,24559
2023,10,202310,2019,1354040,33492
2023,10,202310,2020,1294761,17410
2023,10,202310,2021,1221856,12057
2023,10,202310,2022,1090738,11392
2023,10,202310,2023,1475896,12964
2023,11,202311,2003,624944,70332
2023,11,202311,2004,111859,3361
2023,11,202311,2005,189336,5215
2023,11,202311,2006,256535,9352
2023,11,202311,2007,442873,10367
2023,11,202311,2008,506911,20733
2023,11,202311,2009,559677,21718
2023,11,202311,2010,887631,35535
2023,11,202311,2011,991705,43357
2023,11,202311,2012,1189331,39823
2023,11,202311,2013,935436,39933
2023,11,202311,2014,1162971,40768
2023,11,202311,2015,1283359,40478
2023,11,202311,2016,1654417,30233
2023,11,202311,2017,1252686,32285
2023,11,202311,2018,1444031,24561
2023,11,202311,2019,1357491,33497
2023,11,202311,2020,1298589,17435
2023,11,202311,2021,1222684,12048
2023,11,202311,2022,1091006,11384
2023,11,202311,2023,1586271,14155
2023,12,202312,2003,617893,69895
2023,12,202312,2004,109091,3285
2023,12,202312,2005,185307,5096
2023,12,202312,2006,251138,9145
2023,12,202312,2007,436008,10171
2023,12,202312,2008,500075,20484
2023,12,202312,2009,553713,21487
2023,12,202312,2010,880563,35257
2023,12,202312,2011,985704,43250
2023,12,202312,2012,1184206,39705
2023,12,202312,2013,932421,39819
2023,12,202312,2014,1160215,40674
2023,12,202312,2015,1280598,40415
2023,12,202312,2016,1652026,30216
2023,12,202312,2017,1252129,32262
2023,12,202312,2018,1444027,24548
2023,12,202312,2019,1360128,33529
2023,12,202312,2020,1302516,17431
2023,12,202312,2021,1223453,12046
2023,12,202312,2022,1091484,11383
2023,12,202312,2023,1676599,15021
2024,01,202401,2004,717516,72694
2024,01,202401,2005,181139,4995
2024,01,202401,2006,245701,8956
2024,01,202401,2007,428769,9977
2024,01,202401,2008,492788,20276
2024,01,202401,2009,547291,21326
2024,01,202401,2010,873137,35000
2024,01,202401,2011,979316,43091
2024,01,202401,2012,1178396,39508
2024,01,202401,2013,928959,39670
2024,01,202401,2014,1157004,40530
2024,01,202401,2015,1277731,40281
2024,01,202401,2016,1649428,30160
2024,01,202401,2017,1250962,32248
2024,01,202401,2018,1443687,24527
2024,01,202401,2019,1363150,33525
2024,01,202401,2020,1307070,17473
2024,01,202401,2021,1224553,12031
2024,01,202401,2022,1091780,11403
2024,01,202401,2023,1288842,12153
2024,01,202401,2024,491369,3851
2024,02,202402,2004,709688,72308
2024,02,202402,2005,178018,4929
2024,02,202402,2006,241543,8826
2024,02,202402,2007,423214,9854
2024,02,202402,2008,487158,20094
2024,02,202402,2009,542282,21153
2024,02,202402,2010,866850,34769
2024,02,202402,2011,973952,42920
2024,02,202402,2012,1173671,39332
2024,02,202402,2013,925849,39533
2024,02,202402,2014,1154214,40396
2024,02,202402,2015,1275200,40194
2024,02,202402,2016,1647117,30125
2024,02,202402,2017,1249970,32212
2024,02,202402,2018,1443181,24512
2024,02,202402,2019,1365479,33541
2024,02,202402,2020,1310416,17473
2024,02,202402,2021,1225357,12004
2024,02,202402,2022,1091939,11367
2024,02,202402,2023,1291483,12160
2024,02,202402,2024,568168,4680
2024,03,202403,2004,700329,71866
2024,03,202403,2005,174283,4830
2024,03,202403,2006,236195,8620
2024,03,202403,2007,415705,9650
2024,03,202403,2008,479107,19611
2024,03,202403,2009,535550,20673
2024,03,202403,2010,858757,34051
2024,03,202403,2011,967617,42363
2024,03,202403,2012,1168598,39120
2024,03,202403,2013,922554,39401
2024,03,202403,2014,1151267,40265
2024,03,202403,2015,1272617,40081
2024,03,202403,2016,1644883,30073
2024,03,202403,2017,1249132,32171
2024,03,202403,2018,1442731,24497
2024,03,202403,2019,1368358,33563
2024,03,202403,2020,1314635,17453
2024,03,202403,2021,1226394,12004
2024,03,202403,2022,1092434,11322
2024,03,202403,2023,1296636,12170
2024,03,202403,2024,663802,5422
2024,04,202404,2004,690056,71336
2024,04,202404,2005,169874,4672
2024,04,202404,2006,229996,8339
2024,04,202404,2007,406523,9358
2024,04,202404,2008,469347,18928
2024,04,202404,2009,527733,20028
2024,04,202404,2010,849805,33082
2024,04,202404,2011,960704,41559
2024,04,202404,2012,1163279,38845
2024,04,202404,2013,919162,39227
2024,04,202404,2014,1148305,40110
2024,04,202404,2015,1269981,39983
2024,04,202404,2016,1642426,30020
2024,04,202404,2017,1248009,32147
2024,04,202404,2018,1442290,24482
2024,04,202404,2019,1370660,33546
2024,04,202404,2020,1318871,17459
2024,04,202404,2021,1227976,12003
2024,04,202404,2022,1092933,11322
2024,04,202404,2023,1299807,12175
2024,04,202404,2024,756992,6352
