year,month,yyyymm,model_year,passenger,van
2018,09,201809,2005,627598,24105
2018,09,201809,2006,675371,37651
2018,09,201809,2007,877585,29645
2018,09,201809,2008,851545,38320
2018,09,201809,2009,813294,32674
2018,09,201809,2010,1137000,48098
2018,09,201809,2011,1175150,53848
2018,09,201809,2012,1323149,46345
2018,09,201809,2013,1004366,45165
2018,09,201809,2014,1204830,44850
2018,09,201809,2015,1275650,43247
2018,09,201809,2016,1571157,29262
2018,09,201809,2017,1161191,30257
2018,09,201809,2018,1474966,29994
2018,10,201810,1998,476097,57731
2018,10,201810,1999,79854,16478
2018,10,201810,2000,146069,38906
2018,10,201810,2001,259835,9792
2018,10,201810,2002,473575,14942
2018,10,201810,2003,403090,11383
2018,10,201810,2004,475839,16207
2018,10,201810,2005,620074,23662
2018,10,201810,2006,670018,37284
2018,10,201810,2007,872998,29533
2018,10,201810,2008,848387,38104
2018,10,201810,2009,811354,32614
2018,10,201810,2010,1135534,48027
2018,10,201810,2011,1174281,53818
2018,10,201810,2012,1322923,46284
2018,10,201810,2013,1004593,45133
2018,10,201810,2014,1205887,44828
2018,10,201810,2015,1278706,43306
2018,10,201810,2016,1574686,29497
2018,10,201810,2017,1161889,30248
2018,10,201810,2018,1582065,32544
2018,11,201811,1998,471380,57372
2018,11,201811,1999,77465,16059
2018,11,201811,2000,142011,37808
2018,11,201811,2001,253244,9501
2018,11,201811,2002,463013,14531
2018,11,201811,2003,395776,11050
2018,11,201811,2004,468794,15919
2018,11,201811,2005,612854,23287
2018,11,201811,2006,664744,36944
2018,11,201811,2007,868411,29403
2018,11,201811,2008,845229,37914
2018,11,201811,2009,809248,32535
2018,11,201811,2010,1133963,47961
2018,11,201811,2011,1173473,53775
2018,11,201811,2012,1322692,46219
2018,11,201811,2013,1004780,45068
2018,11,201811,2014,1206855,44790
2018,11,201811,2015,1281690,43354
2018,11,201811,2016,1578257,29594
2018,11,201811,2017,1162439,30196
2018,11,201811,2018,1692700,35354
2018,12,201812,1998,466116,57047
2018,12,201812,1999,75176,15724
2018,12,201812,2000,137896,36875
2018,12,201812,2001,246971,9241
2018,12,201812,2002,453711,14217
2018,12,201812,2003,388948,10822
2018,12,201812,2004,462246,15718
2018,12,201812,2005,605922,23019
2018,12,201812,2006,659319,36684
2018,12,201812,2007,863341,29312
2018,12,201812,2008,841493,37828
2018,12,201812,2009,806754,32460
2018,12,201812,2010,1132083,47900
2018,12,201812,2011,1172431,53724
2018,12,201812,2012,1322426,46159
2018,12,201812,2013,1004937,45013
2018,12,201812,2014,1207779,44758
2018,12,201812,2015,1284340,43354
2018,12,201812,2016,1581420,29699
2018,12,201812,2017,1162838,30219
2018,12,201812,2018,1787041,37125
2019,01,201901,1999,534728,72153
2019,01,201901,2000,134043,35955
2019,01,201901,2001,241038,8994
2019,01,201901,2002,444947,13904
2019,01,201901,2003,381970,10586
2019,01,201901,2004,455740,15506
2019,01,201901,2005,598869,22746
2019,01,201901,2006,653764,36395
2019,01,201901,2007,857976,29190
2019,01,201901,2008,837563,37747
2019,01,201901,2009,804208,32389
2019,01,201901,2010,1130124,47856
2019,01,201901,2011,1171324,53666
2019,01,201901,2012,1321931,46088
2019,01,201901,2013,1005195,44946
2019,01,201901,2014,1208805,44762
2019,01,201901,2015,1287462,43384
2019,01,201901,2016,1585689,29828
2019,01,201901,2017,1163388,30169
2019,01,201901,2018,1300299,22222
2019,01,201901,2019,599085,17801
2019,02,201902,1999,529375,71638
2019,02,201902,2000,130927,35117
2019,02,201902,2001,235151,8731
2019,02,201902,2002,435193,13567
2019,02,201902,2003,373760,10284
2019,02,201902,2004,448026,15078
2019,02,201902,2005,590910,22224
2019,02,201902,2006,647605,35934
2019,02,201902,2007,852967,28967
2019,02,201902,2008,833962,37660
2019,02,201902,2009,801717,32325
2019,02,201902,2010,1128143,47794
2019,02,201902,2011,1170258,53593
2019,02,201902,2012,1321505,46010
2019,02,201902,2013,1005336,44899
2019,02,201902,2014,1209376,44727
2019,02,201902,2015,1289382,43401
2019,02,201902,2016,1588682,29883
2019,02,201902,2017,1163983,30154
2019,02,201902,2018,1307293,22279
2019,02,201902,2019,672555,19564
2019,03,201903,1999,523202,70807
2019,03,201903,2000,127248,33946
2019,03,201903,2001,227272,8377
2019,03,201903,2002,421990,13040
2019,03,201903,2003,362457,9826
2019,03,201903,2004,437628,14563
2019,03,201903,2005,580369,21455
2019,03,201903,2006,640234,35147
2019,03,201903,2007,847191,28635
2019,03,201903,2008,830009,37495
2019,03,201903,2009,799055,32241
2019,03,201903,2010,1125906,47710
2019,03,201903,2011,1169062,53549
2019,03,201903,2012,1321052,45943
2019,03,201903,2013,1005769,44841
2019,03,201903,2014,1210358,44704
2019,03,201903,2015,1292328,43425
2019,03,201903,2016,1592875,29985
2019,03,201903,2017,1164688,30169
2019,03,201903,2018,1311272,22385
2019,03,201903,2019,769167,21987
2019,04,201904,1999,516956,69947
2019,04,201904,2000,123644,32707
2019,04,201904,2001,219357,8024
2019,04,201904,2002,408418,12500
2019,04,201904,2003,351416,9407
2019,04,201904,2004,427250,14055
2019,04,201904,2005,570189,20732
2019,04,201904,2006,632444,34299
2019,04,201904,2007,841276,28164
2019,04,201904,2008,825777,37272
2019,04,201904,2009,796478,32128
2019,04,201904,2010,1123748,47588
2019,04,201904,2011,1167859,53445
2019,04,201904,2012,1320484,45888
2019,04,201904,2013,1005989,44759
2019,04,201904,2014,1211375,44668
2019,04,201904,2015,1295727,43418
2019,04,201904,2016,1597938,30081
2019,04,201904,2017,1165517,30122
2019,04,201904,2018,1313928,22482
2019,04,201904,2019,869135,24284
2019,05,201905,1999,510909,69275
2019,05,201905,2000,120180,31787
2019,05,201905,2001,212667,7832
2019,05,201905,2002,397456,12162
2019,05,201905,2003,342612,9129
2019,05,201905,2004,418663,13707
2019,05,201905,2005,561736,20230
2019,05,201905,2006,625647,33714
2019,05,201905,2007,835709,27813
2019,05,201905,2008,821853,37021
2019,05,201905,2009,794163,31946
2019,05,201905,2010,1121671,47456
2019,05,201905,2011,1166747,53312
2019,05,201905,2012,1319889,45804
2019,05,201905,2013,1006053,44694
2019,05,201905,2014,1212032,44621
2019,05,201905,2015,1298865,43391
2019,05,201905,2016,1602256,30159
2019,05,201905,2017,1166359,30109
2019,05,201905,2018,1315754,22541
2019,05,201905,2019,968843,25774
2019,06,201906,1999,505670,68799
2019,06,201906,2000,117336,31077
2019,06,201906,2001,207479,7672
2019,06,201906,2002,389307,11942
2019,06,201906,2003,336067,8952
2019,06,201906,2004,412073,13482
2019,06,201906,2005,555093,19907
2019,06,201906,2006,620199,33288
2019,06,201906,2007,830819,27612
2019,06,201906,2008,818303,36814
2019,06,201906,2009,791972,31817
2019,06,201906,2010,1119799,47343
2019,06,201906,2011,1165704,53197
2019,06,201906,2012,1319142,45719
2019,06,201906,2013,1006092,44627
2019,06,201906,2014,1212411,44592
2019,06,201906,2015,1300752,43380
2019,06,201906,2016,1606250,30238
2019,06,201906,2017,1167350,30056
2019,06,201906,2018,1316948,22578
2019,06,201906,2019,1058933,27073
2019,07,201907,1999,500198,68316
2019,07,201907,2000,114166,30294
2019,07,201907,2001,202105,7509
2019,07,201907,2002,381019,11675
2019,07,201907,2003,329300,8764
2019,07,201907,2004,404962,13232
2019,07,201907,2005,547661,19603
2019,07,201907,2006,614015,32885
2019,07,201907,2007,825046,27409
2019,07,201907,2008,813938,36545
2019,07,201907,2009,789277,31743
2019,07,201907,2010,1117547,47222
2019,07,201907,2011,1164250,53043
2019,07,201907,2012,1318338,45617
2019,07,201907,2013,1006176,44553
2019,07,201907,2014,1212686,44540
2019,07,201907,2015,1302994,43329
2019,07,201907,2016,1610861,30334
2019,07,201907,2017,1168735,30116
2019,07,201907,2018,1317883,22613
2019,07,201907,2019,1159417,28493
2019,08,201908,1999,495091,67841
2019,08,201908,2000,111207,29605
2019,08,201908,2001,197003,7356
2019,08,201908,2002,372982,11477
2019,08,201908,2003,323114,8593
2019,08,201908,2004,398125,13036
2019,08,201908,2005,540413,19301
2019,08,201908,2006,607649,32504
2019,08,201908,2007,819549,27201
2019,08,201908,2008,809672,36321
2019,08,201908,2009,786621,31664
2019,08,201908,2010,1115352,47129
2019,08,201908,2011,1162899,52934
2019,08,201908,2012,1317460,45525
2019,08,201908,2013,1006024,44480
2019,08,201908,2014,1212756,44459
2019,08,201908,2015,1304327,43264
2019,08,201908,2016,1614190,30364
2019,08,201908,2017,1170207,30162
2019,08,201908,2018,1318480,22630
2019,08,201908,2019,1251855,29646
2019,09,201909,1999,490402,67308
2019,09,201909,2000,108398,28865
2019,09,201909,2001,191846,7200
2019,09,201909,2002,363863,11218
2019,09,201909,2003,315531,8393
2019,09,201909,2004,389585,12699
2019,09,201909,2005,531725,18789
2019,09,201909,2006,600195,31801
2019,09,201909,2007,813594,26799
2019,09,201909,2008,805483,36099
2019,09,201909,2009,783919,31588
2019,09,201909,2010,1113141,47046
2019,09,201909,2011,1161521,52830
2019,09,201909,2012,1316439,45468
2019,09,201909,2013,1005947,44440
2019,09,201909,2014,1212714,44392
2019,09,201909,2015,1305549,43187
2019,09,201909,2016,1617949,30376
2019,09,201909,2017,1171857,30220
2019,09,201909,2018,1319160,22692
2019,09,201909,2019,1350083,31146
2019,10,201910,1999,485022,66548
2019,10,201910,2000,105265,27891
2019,10,201910,2001,185352,6978
2019,10,201910,2002,351767,10800
2019,10,201910,2003,305544,8032
2019,10,201910,2004,378315,12217
2019,10,201910,2005,520966,18086
2019,10,201910,2006,591477,30979
2019,10,201910,2007,806892,26281
2019,10,201910,2008,800374,35878
2019,10,201910,2009,780586,31637
2019,10,201910,2010,1110073,46983
2019,10,201910,2011,1159649,52756
2019,10,201910,2012,1315164,45412
2019,10,201910,2013,1005585,44376
2019,10,201910,2014,1212618,44320
2019,10,201910,2015,1306568,43070
2019,10,201910,2016,1621839,30387
2019,10,201910,2017,1173774,30282
2019,10,201910,2018,1319773,22665
2019,10,201910,2019,1455937,33471
2019,11,201911,1999,480154,65894
2019,11,201911,2000,102318,26974
2019,11,201911,2001,179409,6760
2019,11,201911,2002,340416,10490
2019,11,201911,2003,296470,7759
2019,11,201911,2004,367853,11825
2019,11,201911,2005,510417,17491
2019,11,201911,2006,582733,30198
2019,11,201911,2007,800141,25821
2019,11,201911,2008,795487,35724
2019,11,201911,2009,777392,31563
2019,11,201911,2010,1107351,46885
2019,11,201911,2011,1157999,52671
2019,11,201911,2012,1313988,45366
2019,11,201911,2013,1005301,44324
2019,11,201911,2014,1212695,44287
2019,11,201911,2015,1307460,43001
2019,11,201911,2016,1626024,30408
2019,11,201911,2017,1175935,30285
2019,11,201911,2018,1320607,22681
2019,11,201911,2019,1570577,35519
2019,12,201912,1999,475032,65313
2019,12,201912,2000,99268,26138
2019,12,201912,2001,173793,6575
2019,12,201912,2002,330154,10212
2019,12,201912,2003,288290,7534
2019,12,201912,2004,358389,11512
2019,12,201912,2005,500702,17068
2019,12,201912,2006,574394,29628
2019,12,201912,2007,793182,25459
2019,12,201912,2008,790319,35654
2019,12,201912,2009,773983,31529
2019,12,201912,2010,1104522,46827
2019,12,201912,2011,1156116,52582
2019,12,201912,2012,1312734,45291
2019,12,201912,2013,1005098,44281
2019,12,201912,2014,1212622,44229
2019,12,201912,2015,1308364,42942
2019,12,201912,2016,1630347,30471
2019,12,201912,2017,1178225,30367
2019,12,201912,2018,1321346,22687
2019,12,201912,2019,1684843,37195
2020,01,202001,2000,567606,90398
2020,01,202001,2001,169763,6449
2020,01,202001,2002,322818,10033
2020,01,202001,2003,282695,7402
2020,01,202001,2004,351802,11313
2020,01,202001,2005,493810,16790
2020,01,202001,2006,567782,29269
2020,01,202001,2007,787244,25237
2020,01,202001,2008,785736,35515
2020,01,202001,2009,771045,31501
2020,01,202001,2010,1102234,46753
2020,01,202001,2011,1154679,52545
2020,01,202001,2012,1311729,45229
2020,01,202001,2013,1004830,44245
2020,01,202001,2014,1212637,44203
2020,01,202001,2015,1309117,42872
2020,01,202001,2016,1634309,30549
2020,01,202001,2017,1180953,30488
2020,01,202001,2018,1322036,22671
2020,01,202001,2019,1245298,30667
2020,01,202001,2020,532168,8285
2020,02,202002,2000,561625,89427
2020,02,202002,2001,166096,6338
2020,02,202002,2002,315067,9839
2020,02,202002,2003,276561,7238
2020,02,202002,2004,344336,11054
2020,02,202002,2005,485821,16370
2020,02,202002,2006,560229,28667
2020,02,202002,2007,781016,24871
2020,02,202002,2008,780983,35308
2020,02,202002,2009,767980,31454
2020,02,202002,2010,1099758,46702
2020,02,202002,2011,1153229,52530
2020,02,202002,2012,1310671,45183
2020,02,202002,2013,1004623,44187
2020,02,202002,2014,1212748,44159
2020,02,202002,2015,1309996,42844
2020,02,202002,2016,1638128,30616
2020,02,202002,2017,1184077,30642
2020,02,202002,2018,1322831,22657
2020,02,202002,2019,1250245,30825
2020,02,202002,2020,597691,9463
2020,03,202003,2000,555260,88236
2020,03,202003,2001,161580,6143
2020,03,202003,2002,305312,9558
2020,03,202003,2003,269177,6984
2020,03,202003,2004,335970,10732
2020,03,202003,2005,477204,15905
2020,03,202003,2006,552525,28027
2020,03,202003,2007,774417,24498
2020,03,202003,2008,776171,35077
2020,03,202003,2009,764976,31374
2020,03,202003,2010,1097301,46661
2020,03,202003,2011,1151871,52477
2020,03,202003,2012,1309790,45140
2020,03,202003,2013,1004596,44139
2020,03,202003,2014,1213044,44105
2020,03,202003,2015,1311007,42812
2020,03,202003,2016,1642944,30700
2020,03,202003,2017,1187672,30853
2020,03,202003,2018,1323679,22651
2020,03,202003,2019,1254389,30940
2020,03,202003,2020,708846,11023
2020,04,202004,2000,548942,87086
2020,04,202004,2001,157038,5975
2020,04,202004,2002,295214,9270
2020,04,202004,2003,261292,6750
2020,04,202004,2004,327101,10400
2020,04,202004,2005,468394,15426
2020,04,202004,2006,545252,27359
2020,04,202004,2007,768649,24081
2020,04,202004,2008,772418,34894
2020,04,202004,2009,762549,31320
2020,04,202004,2010,1095730,46586
2020,04,202004,2011,1151001,52425
2020,04,202004,2012,1309227,45100
2020,04,202004,2013,1004662,44097
2020,04,202004,2014,1213374,44066
2020,04,202004,2015,1312167,42831
2020,04,202004,2016,1647751,30775
2020,04,202004,2017,1191964,31073
2020,04,202004,2018,1325292,22728
2020,04,202004,2019,1257220,31340
2020,04,202004,2020,822365,12686
2020,05,202005,2000,542126,85985
2020,05,202005,2001,152362,5840
2020,05,202005,2002,285008,9036
2020,05,202005,2003,253243,6540
2020,05,202005,2004,318098,10109
2020,05,202005,2005,459106,14990
2020,05,202005,2006,537518,26737
2020,05,202005,2007,762311,23717
2020,05,202005,2008,768181,34703
2020,05,202005,2009,759836,31277
2020,05,202005,2010,1093922,46496
2020,05,202005,2011,1150027,52343
2020,05,202005,2012,1308546,45059
2020,05,202005,2013,1004609,44048
2020,05,202005,2014,1213656,44033
2020,05,202005,2015,1313210,42828
2020,05,202005,2016,1652170,30871
2020,05,202005,2017,1195640,31255
2020,05,202005,2018,1327125,22786
2020,05,202005,2019,1259164,31523
2020,05,202005,2020,945467,14205
2020,06,202006,2000,534677,84837
2020,06,202006,2001,147576,5695
2020,06,202006,2002,275247,8796
2020,06,202006,2003,245525,6331
2020,06,202006,2004,308824,9780
2020,06,202006,2005,448819,14567
2020,06,202006,2006,528830,26097
2020,06,202006,2007,754697,23298
2020,06,202006,2008,763092,34455
2020,06,202006,2009,756557,31229
2020,06,202006,2010,1091566,46379
2020,06,202006,2011,1148621,52272
2020,06,202006,2012,1307598,44982
2020,06,202006,2013,1004336,43989
2020,06,202006,2014,1213946,43997
2020,06,202006,2015,1313864,42804
2020,06,202006,2016,1655980,30873
2020,06,202006,2017,1199459,31459
2020,06,202006,2018,1329375,22819
2020,06,202006,2019,1261312,31739
2020,06,202006,2020,1096457,15989
2020,07,202007,2000,528250,83953
2020,07,202007,2001,143507,5580
2020,07,202007,2002,267417,8587
2020,07,202007,2003,239389,6152
2020,07,202007,2004,301531,9532
2020,07,202007,2005,440519,14193
2020,07,202007,2006,521437,25572
2020,07,202007,2007,747895,23004
2020,07,202007,2008,758321,34242
2020,07,202007,2009,753341,31159
2020,07,202007,2010,1088846,46282
2020,07,202007,2011,1146861,52224
2020,07,202007,2012,1306362,44901
2020,07,202007,2013,1003792,43939
2020,07,202007,2014,1213923,43973
2020,07,202007,2015,1314150,42760
2020,07,202007,2016,1658885,30839
2020,07,202007,2017,1203364,31611
2020,07,202007,2018,1332013,22875
2020,07,202007,2019,1262381,31981
2020,07,202007,2020,1213373,17624
2020,08,202008,2000,522163,83053
2020,08,202008,2001,139900,5451
2020,08,202008,2002,260394,8420
2020,08,202008,2003,234033,6011
2020,08,202008,2004,295075,9312
2020,08,202008,2005,433003,13905
2020,08,202008,2006,514433,25153
2020,08,202008,2007,741206,22726
2020,08,202008,2008,753351,34032
2020,08,202008,2009,749923,31065
2020,08,202008,2010,1085711,46160
2020,08,202008,2011,1144739,52158
2020,08,202008,2012,1304639,44853
2020,08,202008,2013,1002895,43874
2020,08,202008,2014,1213432,43935
2020,08,202008,2015,1313790,42695
2020,08,202008,2016,1660506,30841
2020,08,202008,2017,1205853,31725
2020,08,202008,2018,1333697,22909
2020,08,202008,2019,1262687,32103
2020,08,202008,2020,1304353,18626
2020,09,202009,2000,516458,82240
2020,09,202009,2001,136313,5303
2020,09,202009,2002,253480,8215
2020,09,202009,2003,228567,5841
2020,09,202009,2004,288712,9069
2020,09,202009,2005,425266,13617
2020,09,202009,2006,507247,24667
2020,09,202009,2007,734042,22415
2020,09,202009,2008,748269,33804
2020,09,202009,2009,746296,30950
2020,09,202009,2010,1082296,46043
2020,09,202009,2011,1142583,52075
2020,09,202009,2012,1303097,44793
2020,09,202009,2013,1002112,43788
2020,09,202009,2014,1213223,43885
2020,09,202009,2015,1313742,42677
2020,09,202009,2016,1662280,30865
2020,09,202009,2017,1209188,31831
2020,09,202009,2018,1335868,22965
2020,09,202009,2019,1263295,32073
2020,09,202009,2020,1423701,19734
2020,10,202010,2000,510948,81303
2020,10,202010,2001,132474,5155
2020,10,202010,2002,245815,7978
2020,10,202010,2003,222273,5641
2020,10,202010,2004,281763,8807
2020,10,202010,2005,416698,13236
2020,10,202010,2006,499549,24029
2020,10,202010,2007,726776,22009
2020,10,202010,2008,743202,33514
2020,10,202010,2009,742664,30834
2020,10,202010,2010,1079005,45912
2020,10,202010,2011,1140356,52014
2020,10,202010,2012,1301430,44710
2020,10,202010,2013,1001247,43720
2020,10,202010,2014,1213006,43829
2020,10,202010,2015,1313674,42615
2020,10,202010,2016,1663549,30865
2020,10,202010,2017,1212546,31912
2020,10,202010,2018,1337703,23035
2020,10,202010,2019,1263740,32066
2020,10,202010,2020,1531940,21008
2020,11,202011,2000,505549,80381
2020,11,202011,2001,128726,5017
2020,11,202011,2002,238699,7752
2020,11,202011,2003,216187,5448
2020,11,202011,2004,274992,8544
2020,11,202011,2005,408066,12885
2020,11,202011,2006,491944,23477
2020,11,202011,2007,719210,21644
2020,11,202011,2008,737926,33257
2020,11,202011,2009,738860,30684
2020,11,202011,2010,1075505,45744
2020,11,202011,2011,1137988,51902
2020,11,202011,2012,1299677,44606
2020,11,202011,2013,1000300,43625
2020,11,202011,2014,1212713,43754
2020,11,202011,2015,1313776,42547
2020,11,202011,2016,1664984,30856
2020,11,202011,2017,1216466,31991
2020,11,202011,2018,1339756,23117
2020,11,202011,2019,1263891,32058
2020,11,202011,2020,1652958,22392
2020,12,202012,2000,499677,79364
2020,12,202012,2001,124920,4884
2020,12,202012,2002,231401,7555
2020,12,202012,2003,209670,5296
2020,12,202012,2004,268093,8341
2020,12,202012,2005,399341,12585
2020,12,202012,2006,483921,22992
2020,12,202012,2007,710779,21311
2020,12,202012,2008,732083,32950
2020,12,202012,2009,734514,30512
2020,12,202012,2010,1071592,45532
2020,12,202012,2011,1135446,51776
2020,12,202012,2012,1297773,44532
2020,12,202012,2013,999215,43541
2020,12,202012,2014,1212645,43700
2020,12,202012,2015,1313816,42488
2020,12,202012,2016,1666615,30873
2020,12,202012,2017,1220442,32134
2020,12,202012,2018,1342456,23190
2020,12,202012,2019,1264178,32069
2020,12,202012,2020,1767993,23879
2021,01,202101,2001,617531,83543
2021,01,202101,2002,226741,7420
2021,01,202101,2003,205242,5192
2021,01,202101,2004,263487,8201
2021,01,202101,2005,393046,12411
2021,01,202101,2006,477748,22739
2021,01,202101,2007,703461,21132
2021,01,202101,2008,726603,32694
2021,01,202101,2009,730547,30332
2021,01,202101,2010,1067773,45342
2021,01,202101,2011,1132859,51654
2021,01,202101,2012,1295982,44429
2021,01,202101,2013,998144,43447
2021,01,202101,2014,1212110,43649
2021,01,202101,2015,1313742,42426
2021,01,202101,2016,1667974,30911
2021,01,202101,2017,1224829,32345
2021,01,202101,2018,1345964,23318
2021,01,202101,2019,1264492,32165
2021,01,202101,2020,1253532,16652
2021,01,202101,2021,625732,8349
2021,02,202102,2001,611291,82977
2021,02,202102,2002,222611,7326
2021,02,202102,2003,201137,5116
2021,02,202102,2004,259260,8088
2021,02,202102,2005,387228,12262
2021,02,202102,2006,471998,22497
2021,02,202102,2007,696731,20940
2021,02,202102,2008,721467,32358
2021,02,202102,2009,726660,30111
2021,02,202102,2010,1064078,45199
2021,02,202102,2011,1130311,51553
2021,02,202102,2012,1294115,44346
2021,02,202102,2013,997145,43363
2021,02,202102,2014,1211672,43585
2021,02,202102,2015,1313625,42398
2021,02,202102,2016,1668783,30913
2021,02,202102,2017,1228246,32421
2021,02,202102,2018,1348992,23448
2021,02,202102,2019,1265032,32166
2021,02,202102,2020,1257922,16708
2021,02,202102,2021,708938,9045
2021,03,202103,2001,602630,81995
