year,sido,sigungu,count,income,income_per_person
2024,충북,충주시,41291,1132820,27.43503427
2024,충남,계룡시,8678,252148,29.05600369
2024,충남,공주시,18280,462523,25.30213348
2024,충남,금산군,8005,190158,23.75490319
2024,충남,논산시,18036,434639,24.09841428
2024,충남,당진시,37474,1290390,34.43427443
2024,충남,보령시,17051,441892,25.91589936
2024,충남,부여군,8583,202347,23.57532331
2024,충남,서산시,32583,995783,30.56142774
2024,충남,서천군,7283,190509,26.15803927
2024,충남,아산시,85105,2473587,29.06511956
2024,충남,예산군,14152,358049,25.30024025
2024,충남,천안시,162118,4969377,30.65283929
2024,충남,청양군,4226,99082,23.44581164
2024,충남,태안군,11109,279849,25.19119633
2024,충남,홍성군,18326,488535,26.65802685
2024,세종,세종시,77932,2848910,36.55635682
2024,광주,동구,21835,767321,35.1417907
2024,광주,서구,59912,2130835,35.56608025
2024,광주,광산구,81594,2313913,28.35886217
2024,광주,남구,40743,1662127,40.79540044
2024,광주,북구,85578,2428714,28.38012106
2024,전북,고창군,6908,168221,24.35162131
2024,전북,군산시,48034,1328826,27.66427947
2024,전북,김제시,12864,306895,23.85688744
2024,전북,남원시,12100,291529,24.09330579
2024,전북,무주군,3438,76670,22.30075625
2024,전북,부안군,7217,166191,23.02771235
2024,전북,순창군,3797,84506,22.25599157
2024,전북,완주군,18425,450496,24.4502578
2024,전북,익산시,48782,1324795,27.15745562
2024,전북,임실군,3595,78153,21.73936022
2024,전북,장수군,2627,54707,20.82489532
2024,전북,전주시,128918,4090741,31.73134085
2024,전북,정읍시,16221,398800,24.58541397
2024,전북,진안군,3557,81109,22.80264268
2024,전남,강진군,4483,105986,23.64175775
2024,전남,고흥군,7373,162064,21.98074054
2024,전남,곡성군,3756,87809,23.37832801
2024,전남,광양시,27315,841947,30.8236134
2024,전남,구례군,3399,80309,23.62724331
2024,전남,나주시,20713,541842,26.15951335
2024,전남,담양군,7446,200600,26.94063927
2024,전남,목포시,37659,1000094,26.55657346
2024,전남,무안군,15103,444787,29.45024167
2024,전남,보성군,4854,110529,22.77070457
2024,전남,순천시,50851,1647999,32.40838922
2024,전남,신안군,5669,129809,22.89804198
2024,전남,여수시,46562,1579056,33.91297625
2024,전남,영광군,8044,199169,24.7599453
2024,전남,영암군,8913,198768,22.30090878
2024,전남,완도군,6117,142449,23.28739578
2024,전남,장성군,7089,176412,24.88531528
2024,전남,장흥군,4583,102738,22.41719398
2024,전남,진도군,3674,85646,23.31137725
2024,전남,함평군,3981,95324,23.9447375
2024,전남,해남군,8565,223628,26.10951547
2024,전남,화순군,10467,260991,24.93465176
2024,대구,중구,22801,805225,35.31533705
2024,대구,동구,64757,1765704,27.2666121
2024,대구,서구,28165,613097,21.76804545
2024,대구,남구,26377,685099,25.97334799
2024,대구,북구,84058,2319058,27.58878393
2024,대구,군위군,3279,87811,26.77981092
2024,대구,달서구,104455,3375404,32.31443205
2024,대구,달성군,49200,1358957,27.62107724
2024,대구,수성구,91424,5745529,62.84486568
2024,경북,경산시,51300,1271730,24.79005848
2024,경북,경주시,47252,1430240,30.26834843
2024,경북,고령군,4938,138825,28.11360875
2024,경북,구미시,79888,2313902,28.96432506
2024,경북,김천시,21450,578370,26.96363636
2024,경북,문경시,10539,280243,26.59104279
2024,경북,봉화군,4203,111311,26.48370212
2024,경북,상주시,13156,337077,25.6215415
2024,경북,성주군,6091,179557,29.47906748
2024,경북,안동시,25723,722486,28.08715935
2024,경북,영덕군,4919,109687,22.29863793
2024,경북,영양군,1737,41069,23.64363846
2024,경북,영주시,15158,412756,27.23024146
2024,경북,영천시,14993,383368,25.56979924
2024,경북,예천군,7559,203978,26.98478635
2024,경북,울릉군,1764,45593,25.84637188
2024,경북,울진군,6942,202940,29.23365024
2024,경북,의성군,5890,140458,23.84685908
2024,경북,청도군,5782,160050,27.68073331
2024,경북,청송군,2835,63508,22.40141093
2024,경북,칠곡군,21056,533080,25.31724924
2024,경북,포항시,90497,2832538,31.29979999
2024,부산,강서구,31162,1211231,38.86884667
2024,부산,중구,7509,159813,21.28286057
2024,부산,동구,16620,433280,26.06979543
2024,부산,서구,19870,632264,31.8200302
2024,부산,남구,53901,2036689,37.78573681
2024,부산,북구,52288,1563289,29.89766294
2024,부산,금정구,43584,1510618,34.65992107
2024,부산,기장군,34834,982007,28.19104898
2024,부산,동래구,57281,2022920,35.31572424
2024,부산,부산진구,78334,2161023,27.58729287
2024,부산,사상구,38997,972604,24.9404826
2024,부산,사하구,55784,1420041,25.45606267
2024,부산,수영구,39825,1335685,33.5388575
2024,부산,연제구,44264,1419503,32.06901771
2024,부산,영도구,19022,472348,24.83166859
2024,부산,해운대구,84814,4835063,57.00784069
2024,울산,중구,39952,1365500,34.17851422
2024,울산,동구,28218,826235,29.28042384
2024,울산,남구,64423,2568612,39.87103985
2024,울산,북구,40832,1437227,35.19854526
2024,울산,울주군,44748,1348289,30.13070975
2024,경남,고성군,7658,174367,22.7692609
2024,경남,거제시,49695,1262829,25.4115907
2024,경남,거창군,9140,241735,26.44803063
2024,경남,김해시,115107,3415191,29.66970732
2024,경남,남해군,5992,138434,23.10313752
2024,경남,밀양시,16465,440138,26.73173398
2024,경남,사천시,18220,505809,27.76119649
2024,경남,산청군,4834,122626,25.3673976
2024,경남,양산시,75045,2020776,26.92752349
2024,경남,의령군,3233,77378,23.93380761
2024,경남,진주시,61737,2030665,32.89218783
2024,경남,창녕군,8276,204330,24.68946351
2024,경남,창원시,199028,6505980,32.68876741
2024,경남,통영시,23468,574800,24.49292654
2024,경남,하동군,5669,132631,23.39583701
2024,경남,함안군,10161,298056,29.33333333
2024,경남,함양군,5074,129287,25.48029168
2024,경남,합천군,5008,124158,24.79193291
2024,제주,서귀포시,37031,1132473,30.58175583
2024,제주,제주시,105779,3111285,29.41306876
2023,서울,강남구,179449,22169913,123.5443664
2023,서울,강동구,129427,4596287,35.51258238
2023,서울,강북구,71159,1493286,20.98520215
2023,서울,강서구,146603,4270842,29.13202322
2023,서울,관악구,142776,3293963,23.07084524
2023,서울,광진구,99752,3552238,35.61069452
2023,서울,구로구,106348,2874105,27.02547298
2023,서울,금천구,65676,1443860,21.98459102
2023,서울,노원구,114032,3168115,27.78268381
2023,서울,도봉구,75839,1772063,23.3661177
2023,서울,동대문구,92084,2669779,28.99286521
2023,서울,동작구,102409,3576895,34.92754543
2023,서울,마포구,105356,4516195,42.86604465
2023,서울,서대문구,81577,2781106,34.09179058
2023,서울,서초구,129194,14222426,110.0858089
2023,서울,성동구,78788,4161225,52.81546682
2023,서울,성북구,110471,4195447,37.97781318
2023,서울,송파구,184754,10099965,54.66709787
2023,서울,양천구,112460,5158923,45.87340388
2023,서울,영등포구,110739,4681230,42.27264107
2023,서울,용산구,64711,8858932,136.8999397
2023,서울,은평구,119670,3131496,26.16776134
2023,서울,종로구,40972,2457056,59.96914966
2023,서울,중구,36153,1810205,50.07067187
2023,서울,중랑구,101125,2245223,22.20245241
2023,인천,중구,44143,1139306,25.80943751
2023,인천,강화군,14695,380221,25.87417489
2023,인천,계양구,73352,1586097,21.62309139
2023,인천,남동구,123206,3062439,24.85624888
2023,인천,동구,13163,275111,20.90032667
2023,인천,미추홀구,107016,2257247,21.09261232
2023,인천,부평구,130997,3040869,23.21327206
2023,인천,서구,168468,4649726,27.60005461
2023,인천,연수구,108559,4858437,44.75388498
2023,인천,옹진군,4142,107096,25.85610816
2023,경기,가평군,14420,368780,25.5742025
2023,경기,고양시,291572,9068087,31.10067839
2023,경기,과천시,21344,1434312,67.19977511
2023,경기,광명시,71904,2327273,32.3663913
2023,경기,광주시,112687,3060958,27.16336401
2023,경기,구리시,50680,1387198,27.37170481
2023,경기,군포시,65546,1925874,29.38202179
2023,경기,김포시,130183,3814232,29.29900217
2023,경기,남양주시,196088,5328406,27.17354453
2023,경기,동두천시,19293,391715,20.30347795
2023,경기,부천시,213132,5661856,26.56502074
2023,경기,성남시,239956,12453479,51.89901065
2023,경기,수원시,310754,10093243,32.47984901
2023,경기,시흥시,144988,3678860,25.37354816
2023,경기,안산시,176060,4300728,24.42762695
2023,경기,안성시,50028,1221726,24.42084433
2023,경기,안양시,143106,4723017,33.00362668
2023,경기,양주시,73929,1722792,23.30333157
2023,경기,양평군,29500,1023442,34.69294915
2023,경기,여주시,26947,670705,24.88978365
2023,경기,연천군,7684,168569,21.93766268
2023,경기,오산시,68832,1688981,24.53772954
2023,경기,용인시,273941,10440089,38.11072092
2023,경기,의왕시,40457,1430396,35.35595818
2023,경기,의정부시,119620,2694588,22.52623307
2023,경기,이천시,53543,1479176,27.6259455
2023,경기,파주시,132774,3343909,25.18496844
2023,경기,평택시,151393,4074088,26.91067619
2023,경기,포천시,34426,861566,25.0266078
2023,경기,하남시,88019,2961183,33.64254309
2023,경기,화성시,240459,8355183,34.74680923
2023,강원,강릉시,42878,1209268,28.2025281
2023,강원,고성군,5225,123336,23.60497608
2023,강원,동해시,15419,416651,27.02192101
2023,강원,삼척시,9934,264033,26.57871955
2023,강원,속초시,17741,512208,28.87142777
2023,강원,양구군,3239,75053,23.17165792
2023,강원,양양군,5479,140639,25.66873517
2023,강원,영월군,5996,156224,26.05470314
2023,강원,원주시,79346,2196865,27.68715499
2023,강원,인제군,5366,140030,26.0957883
2023,강원,정선군,5353,128520,24.00896693
2023,강원,철원군,6571,151945,23.12357328
2023,강원,춘천시,58328,1633113,27.99878275
2023,강원,태백시,6252,166893,26.69433781
2023,강원,평창군,7636,203517,26.65230487
2023,강원,홍천군,12124,302354,24.93846915
2023,강원,화천군,3732,87798,23.52572347
2023,강원,횡성군,8180,199742,24.41833741
2023,대전,중구,46485,1286055,27.6660213
2023,대전,동구,43561,1017493,23.35788894
2023,대전,서구,104499,3240747,31.01222978
2023,대전,대덕구,35381,854348,24.14708459
2023,대전,유성구,86123,3615335,41.97873971
2023,충북,괴산군,5817,134999,23.20766718
2023,충북,단양군,4487,106625,23.76309338
2023,충북,보은군,4531,102828,22.69432796
2023,충북,영동군,6136,149201,24.31567797
2023,충북,옥천군,8309,209618,25.22782525
2023,충북,음성군,20098,545004,27.11732511
2023,충북,제천시,24083,637507,26.47124528
2023,충북,증평군,7142,175750,24.60795295
2023,충북,진천군,18796,537082,28.57427112
2023,충북,청주시,181629,5549038,30.55149783
2023,충북,충주시,41291,1132820,27.43503427
2023,충남,계룡시,8678,252148,29.05600369
2023,충남,공주시,18280,462523,25.30213348
2023,충남,금산군,8005,190158,23.75490319
2023,충남,논산시,18036,434639,24.09841428
2023,충남,당진시,37474,1290390,34.43427443
2023,충남,보령시,17051,441892,25.91589936
2023,충남,부여군,8583,202347,23.57532331
2023,충남,서산시,32583,995783,30.56142774
2023,충남,서천군,7283,190509,26.15803927
2023,충남,아산시,85105,2473587,29.06511956
2023,충남,예산군,14152,358049,25.30024025
2023,충남,천안시,162118,4969377,30.65283929
2023,충남,청양군,4226,99082,23.44581164
2023,충남,태안군,11109,279849,25.19119633
2023,충남,홍성군,18326,488535,26.65802685
2023,세종,세종시,77932,2848910,36.55635682
2023,광주,동구,21835,767321,35.1417907
2023,광주,서구,59912,2130835,35.56608025
2023,광주,광산구,81594,2313913,28.35886217
2023,광주,남구,40743,1662127,40.79540044
2023,광주,북구,85578,2428714,28.38012106
2023,전북,고창군,6908,168221,24.35162131
2023,전북,군산시,48034,1328826,27.66427947
2023,전북,김제시,12864,306895,23.85688744
2023,전북,남원시,12100,291529,24.09330579
2023,전북,무주군,3438,76670,22.30075625
2023,전북,부안군,7217,166191,23.02771235
2023,전북,순창군,3797,84506,22.25599157
2023,전북,완주군,18425,450496,24.4502578
2023,전북,익산시,48782,1324795,27.15745562
2023,전북,임실군,3595,78153,21.73936022
2023,전북,장수군,2627,54707,20.82489532
2023,전북,전주시,128918,4090741,31.73134085
2023,전북,정읍시,16221,398800,24.58541397
2023,전북,진안군,3557,81109,22.80264268
2023,전남,강진군,4483,105986,23.64175775
2023,전남,고흥군,7373,162064,21.98074054
2023,전남,곡성군,3756,87809,23.37832801
2023,전남,광양시,27315,841947,30.8236134
2023,전남,구례군,3399,80309,23.62724331
2023,전남,나주시,20713,541842,26.15951335
2023,전남,담양군,7446,200600,26.94063927
2023,전남,목포시,37659,1000094,26.55657346
2023,전남,무안군,15103,444787,29.45024167
2023,전남,보성군,4854,110529,22.77070457
2023,전남,순천시,50851,1647999,32.40838922
2023,전남,신안군,5669,129809,22.89804198
2023,전남,여수시,46562,1579056,33.91297625
2023,전남,영광군,8044,199169,24.7599453
2023,전남,영암군,8913,198768,22.30090878
2023,전남,완도군,6117,142449,23.28739578
2023,전남,장성군,7089,176412,24.88531528
2023,전남,장흥군,4583,102738,22.41719398
2023,전남,진도군,3674,85646,23.31137725
2023,전남,함평군,3981,95324,23.9447375
2023,전남,해남군,8565,223628,26.10951547
2023,전남,화순군,10467,260991,24.93465176
2023,대구,중구,22801,805225,35.31533705
2023,대구,동구,64757,1765704,27.2666121
2023,대구,서구,28165,613097,21.76804545
2023,대구,남구,26377,685099,25.97334799
2023,대구,북구,84058,2319058,27.58878393
2023,대구,군위군,3279,87811,26.77981092
2023,대구,달서구,104455,3375404,32.31443205
2023,대구,달성군,49200,1358957,27.62107724
2023,대구,수성구,91424,5745529,62.84486568
2023,경북,경산시,51300,1271730,24.79005848
2023,경북,경주시,47252,1430240,30.26834843
2023,경북,고령군,4938,138825,28.11360875
2023,경북,구미시,79888,2313902,28.96432506
2023,경북,김천시,21450,578370,26.96363636
2023,경북,문경시,10539,280243,26.59104279
2023,경북,봉화군,4203,111311,26.48370212
2023,경북,상주시,13156,337077,25.6215415
2023,경북,성주군,6091,179557,29.47906748
2023,경북,안동시,25723,722486,28.08715935
2023,경북,영덕군,4919,109687,22.29863793
2023,경북,영양군,1737,41069,23.64363846
2023,경북,영주시,15158,412756,27.23024146
2023,경북,영천시,14993,383368,25.56979924
2023,경북,예천군,7559,203978,26.98478635
2023,경북,울릉군,1764,45593,25.84637188
2023,경북,울진군,6942,202940,29.23365024
2023,경북,의성군,5890,140458,23.84685908
2023,경북,청도군,5782,160050,27.68073331
2023,경북,청송군,2835,63508,22.40141093
2023,경북,칠곡군,21056,533080,25.31724924
2023,경북,포항시,90497,2832538,31.29979999
2023,부산,강서구,31162,1211231,38.86884667
2023,부산,중구,7509,159813,21.28286057
2023,부산,동구,16620,433280,26.06979543
2023,부산,서구,19870,632264,31.8200302
2023,부산,남구,53901,2036689,37.78573681
2023,부산,북구,52288,1563289,29.89766294
2023,부산,금정구,43584,1510618,34.65992107
2023,부산,기장군,34834,982007,28.19104898
2023,부산,동래구,57281,2022920,35.31572424
2023,부산,부산진구,78334,2161023,27.58729287
2023,부산,사상구,38997,972604,24.9404826
2023,부산,사하구,55784,1420041,25.45606267
2023,부산,수영구,39825,1335685,33.5388575
2023,부산,연제구,44264,1419503,32.06901771
2023,부산,영도구,19022,472348,24.83166859
2023,부산,해운대구,84814,4835063,57.00784069
2023,울산,중구,39952,1365500,34.17851422
2023,울산,동구,28218,826235,29.28042384
2023,울산,남구,64423,2568612,39.87103985
2023,울산,북구,40832,1437227,35.19854526
2023,울산,울주군,44748,1348289,30.13070975
2023,경남,고성군,7658,174367,22.7692609
2023,경남,거제시,49695,1262829,25.4115907
2023,경남,거창군,9140,241735,26.44803063
2023,경남,김해시,115107,3415191,29.66970732
2023,경남,남해군,5992,138434,23.10313752
2023,경남,밀양시,16465,440138,26.73173398
2023,경남,사천시,18220,505809,27.76119649
2023,경남,산청군,4834,122626,25.3673976
2023,경남,양산시,75045,2020776,26.92752349
2023,경남,의령군,3233,77378,23.93380761
2023,경남,진주시,61737,2030665,32.89218783
2023,경남,창녕군,8276,204330,24.68946351
2023,경남,창원시,199028,6505980,32.68876741
2023,경남,통영시,23468,574800,24.49292654
2023,경남,하동군,5669,132631,23.39583701
2023,경남,함안군,10161,298056,29.33333333
2023,경남,함양군,5074,129287,25.48029168
2023,경남,합천군,5008,124158,24.79193291
2023,제주,서귀포시,37031,1132473,30.58175583
2023,제주,제주시,105779,3111285,29.41306876
2022,서울,강남구,179449,22169913,123.5443664
2022,서울,강동구,129427,4596287,35.51258238
2022,서울,강북구,71159,1493286,20.98520215
2022,서울,강서구,146603,4270842,29.13202322
2022,서울,관악구,142776,3293963,23.07084524
2022,서울,광진구,99752,3552238,35.61069452
2022,서울,구로구,106348,2874105,27.02547298
2022,서울,금천구,65676,1443860,21.98459102
2022,서울,노원구,114032,3168115,27.78268381
2022,서울,도봉구,75839,1772063,23.3661177
2022,서울,동대문구,92084,2669779,28.99286521
2022,서울,동작구,102409,3576895,34.92754543
2022,서울,마포구,105356,4516195,42.86604465
2022,서울,서대문구,81577,2781106,34.09179058
2022,서울,서초구,129194,14222426,110.0858089
2022,서울,성동구,78788,4161225,52.81546682
2022,서울,성북구,110471,4195447,37.97781318
2022,서울,송파구,184754,10099965,54.66709787
2022,서울,양천구,112460,5158923,45.87340388
2022,서울,영등포구,110739,4681230,42.27264107
2022,서울,용산구,64711,8858932,136.8999397
2022,서울,은평구,119670,3131496,26.16776134
2022,서울,종로구,40972,2457056,59.96914966
2022,서울,중구,36153,1810205,50.07067187
2022,서울,중랑구,101125,2245223,22.20245241
2022,인천,중구,44143,1139306,25.80943751
2022,인천,강화군,14695,380221,25.87417489
2022,인천,계양구,73352,1586097,21.62309139
2022,인천,남동구,123206,3062439,24.85624888
2022,인천,동구,13163,275111,20.90032667
2022,인천,미추홀구,107016,2257247,21.09261232
2022,인천,부평구,130997,3040869,23.21327206
2022,인천,서구,168468,4649726,27.60005461
2022,인천,연수구,108559,4858437,44.75388498
2022,인천,옹진군,4142,107096,25.85610816
2022,경기,가평군,14420,368780,25.5742025
2022,경기,고양시,291572,9068087,31.10067839
2022,경기,과천시,21344,1434312,67.19977511
2022,경기,광명시,71904,2327273,32.3663913
2022,경기,광주시,112687,3060958,27.16336401
2022,경기,구리시,50680,1387198,27.37170481
2022,경기,군포시,65546,1925874,29.38202179
2022,경기,김포시,130183,3814232,29.29900217
2022,경기,남양주시,196088,5328406,27.17354453
2022,경기,동두천시,19293,391715,20.30347795
2022,경기,부천시,213132,5661856,26.56502074
2022,경기,성남시,239956,12453479,51.89901065
2022,경기,수원시,310754,10093243,32.47984901
2022,경기,시흥시,144988,3678860,25.37354816
2022,경기,안산시,176060,4300728,24.42762695
2022,경기,안성시,50028,1221726,24.42084433
2022,경기,안양시,143106,4723017,33.00362668
2022,경기,양주시,73929,1722792,23.30333157
2022,경기,양평군,29500,1023442,34.69294915
2022,경기,여주시,26947,670705,24.88978365
2022,경기,연천군,7684,168569,21.93766268
2022,경기,오산시,68832,1688981,24.53772954
2022,경기,용인시,273941,10440089,38.11072092
2022,경기,의왕시,40457,1430396,35.35595818
2022,경기,의정부시,119620,2694588,22.52623307
2022,경기,이천시,53543,1479176,27.6259455
2022,경기,파주시,132774,3343909,25.18496844
2022,경기,평택시,151393,4074088,26.91067619
2022,경기,포천시,34426,861566,25.0266078
2022,경기,하남시,88019,2961183,33.64254309
2022,경기,화성시,240459,8355183,34.74680923
2022,강원,강릉시,42878,1209268,28.2025281
2022,강원,고성군,5225,123336,23.60497608
2022,강원,동해시,15419,416651,27.02192101
2022,강원,삼척시,9934,264033,26.57871955
2022,강원,속초시,17741,512208,28.87142777
2022,강원,양구군,3239,75053,23.17165792
2022,강원,양양군,5479,140639,25.66873517
2022,강원,영월군,5996,156224,26.05470314
2022,강원,원주시,79346,2196865,27.68715499
2022,강원,인제군,5366,140030,26.0957883
2022,강원,정선군,5353,128520,24.00896693
2022,강원,철원군,6571,151945,23.12357328
2022,강원,춘천시,58328,1633113,27.99878275
2022,강원,태백시,6252,166893,26.69433781
2022,강원,평창군,7636,203517,26.65230487
2022,강원,홍천군,12124,302354,24.93846915
2022,강원,화천군,3732,87798,23.52572347
2022,강원,횡성군,8180,199742,24.41833741
2022,대전,중구,46485,1286055,27.6660213
2022,대전,동구,43561,1017493,23.35788894
2022,대전,서구,104499,3240747,31.01222978
2022,대전,대덕구,35381,854348,24.14708459
2022,대전,유성구,86123,3615335,41.97873971
2022,충북,괴산군,5817,134999,23.20766718
2022,충북,단양군,4487,106625,23.76309338
2022,충북,보은군,4531,102828,22.69432796
2022,충북,영동군,6136,149201,24.31567797
2022,충북,옥천군,8309,209618,25.22782525
2022,충북,음성군,20098,545004,27.11732511
2022,충북,제천시,24083,637507,26.47124528
2022,충북,증평군,7142,175750,24.60795295
2022,충북,진천군,18796,537082,28.57427112
2022,충북,청주시,181629,5549038,30.55149783
2022,충북,충주시,41291,1132820,27.43503427
2022,충남,계룡시,8678,252148,29.05600369
2022,충남,공주시,18280,462523,25.30213348
2022,충남,금산군,8005,190158,23.75490319
2022,충남,논산시,18036,434639,24.09841428
2022,충남,당진시,37474,1290390,34.43427443
2022,충남,보령시,17051,441892,25.91589936
2022,충남,부여군,8583,202347,23.57532331
2022,충남,서산시,32583,995783,30.56142774
2022,충남,서천군,7283,190509,26.15803927
2022,충남,아산시,85105,2473587,29.06511956
2022,충남,예산군,14152,358049,25.30024025
2022,충남,천안시,162118,4969377,30.65283929
2022,충남,청양군,4226,99082,23.44581164
2022,충남,태안군,11109,279849,25.19119633
2022,충남,홍성군,18326,488535,26.65802685
2022,세종,세종시,77932,2848910,36.55635682
2022,광주,동구,21835,767321,35.1417907
2022,광주,서구,59912,2130835,35.56608025
2022,광주,광산구,81594,2313913,28.35886217
2022,광주,남구,40743,1662127,40.79540044
2022,광주,북구,85578,2428714,28.38012106
2022,전북,고창군,6908,168221,24.35162131
2022,전북,군산시,48034,1328826,27.66427947
2022,전북,김제시,12864,306895,23.85688744
2022,전북,남원시,12100,291529,24.09330579
2022,전북,무주군,3438,76670,22.30075625
2022,전북,부안군,7217,166191,23.02771235
2022,전북,순창군,3797,84506,22.25599157
2022,전북,완주군,18425,450496,24.4502578
2022,전북,익산시,48782,1324795,27.15745562
2022,전북,임실군,3595,78153,21.73936022
2022,전북,장수군,2627,54707,20.82489532
2022,전북,전주시,128918,4090741,31.73134085
2022,전북,정읍시,16221,398800,24.58541397
2022,전북,진안군,3557,81109,22.80264268
2022,전남,강진군,4483,105986,23.64175775
2022,전남,고흥군,7373,162064,21.98074054
2022,전남,곡성군,3756,87809,23.37832801
2022,전남,광양시,27315,841947,30.8236134
2022,전남,구례군,3399,80309,23.62724331
2022,전남,나주시,20713,541842,26.15951335
2022,전남,담양군,7446,200600,26.94063927
2022,전남,목포시,37659,1000094,26.55657346
2022,전남,무안군,15103,444787,29.45024167
2022,전남,보성군,4854,110529,22.77070457
2022,전남,순천시,50851,1647999,32.40838922
2022,전남,신안군,5669,129809,22.89804198
2022,전남,여수시,46562,1579056,33.91297625
2022,전남,영광군,8044,199169,24.7599453
2022,전남,영암군,8913,198768,22.30090878
2022,전남,완도군,6117,142449,23.28739578
2022,전남,장성군,7089,176412,24.88531528
2022,전남,장흥군,4583,102738,22.41719398
2022,전남,진도군,3674,85646,23.31137725
2022,전남,함평군,3981,95324,23.9447375
2022,전남,해남군,8565,223628,26.10951547
2022,전남,화순군,10467,260991,24.93465176
2022,대구,중구,22801,805225,35.31533705
2022,대구,동구,64757,1765704,27.2666121
2022,대구,서구,28165,613097,21.76804545
