year,month,yyyymm,sido,passenger_cumulcar,passenger_cumulimportedcar,van_cumulcar,van_cumulimportedcar
2021,03,202103,강원,8826,1188,195,8
2021,03,202103,충북,9534,1446,160,7
2021,03,202103,충남,12577,1719,220,20
2021,03,202103,전북,9119,1359,191,15
2021,03,202103,전남,21545,1449,239,8
2021,03,202103,경북,12957,1669,288,6
2021,03,202103,경남,24801,4402,352,41
2021,03,202103,제주,19652,1237,254,4
2021,04,202104,서울,44959,16598,685,86
2021,04,202104,부산,23110,12480,294,21
2021,04,202104,대구,15287,6809,203,11
2021,04,202104,인천,40366,17128,332,51
2021,04,202104,광주,9831,2106,96,2
2021,04,202104,대전,9958,2181,192,11
2021,04,202104,울산,11293,1110,99,8
2021,04,202104,세종,2844,852,65,1
2021,04,202104,경기,95861,22625,1394,163
2021,04,202104,강원,12194,1602,234,17
2021,04,202104,충북,12892,1887,220,12
2021,04,202104,충남,17324,2306,289,24
2021,04,202104,전북,12372,1793,240,18
2021,04,202104,전남,29838,1953,318,14
2021,04,202104,경북,17576,2232,352,7
2021,04,202104,경남,32799,6096,451,43
2021,04,202104,제주,28052,1797,290,6
2021,05,202105,서울,55411,21474,1051,110
2021,05,202105,부산,29136,16087,448,23
2021,05,202105,대구,18966,8853,295,14
2021,05,202105,인천,50332,21090,451,61
2021,05,202105,광주,12352,2693,153,3
2021,05,202105,대전,12494,2745,243,16
2021,05,202105,울산,13790,1362,153,8
2021,05,202105,세종,3522,1075,80,2
2021,05,202105,경기,117810,29237,1934,185
2021,05,202105,강원,15173,2115,305,24
2021,05,202105,충북,16022,2316,315,17
2021,05,202105,충남,21388,2990,391,28
2021,05,202105,전북,15227,2203,327,18
2021,05,202105,전남,36639,2452,453,17
2021,05,202105,경북,21746,2854,483,11
2021,05,202105,경남,39318,7720,603,46
2021,05,202105,제주,34687,2283,414,10
2021,06,202106,서울,67296,26431,1265,137
2021,06,202106,부산,36060,19979,586,29
2021,06,202106,대구,22928,11051,363,16
2021,06,202106,인천,62282,25971,611,66
2021,06,202106,광주,14932,3337,190,4
2021,06,202106,대전,15256,3472,292,20
2021,06,202106,울산,16522,1641,192,8
2021,06,202106,세종,4205,1318,88,5
2021,06,202106,경기,142641,36454,2429,228
2021,06,202106,강원,18457,2670,392,33
2021,06,202106,충북,19377,2906,386,18
2021,06,202106,충남,25728,3833,496,36
2021,06,202106,전북,18303,2881,411,20
2021,06,202106,전남,44516,3053,732,20
2021,06,202106,경북,26236,3533,614,12
2021,06,202106,경남,46401,9668,716,50
2021,06,202106,제주,42752,2769,570,14
2021,07,202107,서울,78821,30335,1470,162
2021,07,202107,부산,42887,23025,686,35
2021,07,202107,대구,26900,12800,431,18
2021,07,202107,인천,73628,30308,857,72
2021,07,202107,광주,17593,3874,238,4
2021,07,202107,대전,18095,3952,334,22
2021,07,202107,울산,19086,1897,230,8
2021,07,202107,세종,4934,1495,106,8
2021,07,202107,경기,167811,41891,2898,302
2021,07,202107,강원,21716,3030,471,38
2021,07,202107,충북,22908,3311,464,23
2021,07,202107,충남,30350,4405,624,38
2021,07,202107,전북,21478,3253,473,25
2021,07,202107,전남,51376,3497,878,22
2021,07,202107,경북,30636,4119,706,14
2021,07,202107,경남,53551,11197,835,62
2021,07,202107,제주,50316,3211,720,18
2021,08,202108,서울,88479,34619,1639,176
2021,08,202108,부산,48157,25936,766,45
2021,08,202108,대구,29808,14475,457,19
2021,08,202108,인천,81803,34089,967,75
2021,08,202108,광주,19676,4358,253,6
2021,08,202108,대전,20239,4585,361,28
2021,08,202108,울산,20960,2124,267,9
2021,08,202108,세종,5498,1669,110,9
2021,08,202108,경기,186578,47596,3178,328
2021,08,202108,강원,24306,3452,506,45
2021,08,202108,충북,25570,3755,519,25
2021,08,202108,충남,33723,4953,689,42
2021,08,202108,전북,24085,3683,525,27
2021,08,202108,전남,57105,3933,971,23
2021,08,202108,경북,34036,4625,773,14
2021,08,202108,경남,58907,12596,896,69
2021,08,202108,제주,55512,3580,795,18
2021,09,202109,서울,98013,38560,1771,187
2021,09,202109,부산,53515,28640,828,51
2021,09,202109,대구,32805,16047,512,19
2021,09,202109,인천,90039,37528,1050,84
2021,09,202109,광주,21603,4813,285,9
2021,09,202109,대전,22392,5108,395,28
2021,09,202109,울산,22926,2332,292,9
2021,09,202109,세종,6059,1830,114,9
2021,09,202109,경기,204528,52655,3468,360
2021,09,202109,강원,26684,3880,563,48
2021,09,202109,충북,28129,4136,575,33
2021,09,202109,충남,36825,5429,748,48
2021,09,202109,전북,26465,4049,567,29
2021,09,202109,전남,62373,4330,1042,27
2021,09,202109,경북,37086,5111,853,15
2021,09,202109,경남,64099,13885,968,73
2021,09,202109,제주,61097,3948,875,24
2021,10,202110,서울,108305,41408,1939,202
2021,10,202110,부산,59097,30971,903,58
2021,10,202110,대구,36442,17480,554,19
2021,10,202110,인천,98258,40669,1142,90
2021,10,202110,광주,23661,5223,325,11
2021,10,202110,대전,24949,5501,431,29
2021,10,202110,울산,25024,2531,333,10
2021,10,202110,세종,6655,1994,123,10
2021,10,202110,경기,224954,57031,3802,388
2021,10,202110,강원,29509,4206,607,59
2021,10,202110,충북,30878,4471,627,34
2021,10,202110,충남,40469,5886,832,50
2021,10,202110,전북,29118,4350,605,32
2021,10,202110,전남,68141,4751,1122,30
2021,10,202110,경북,40559,5548,923,17
2021,10,202110,경남,70466,15022,1039,79
2021,10,202110,제주,66840,4267,959,25
2021,11,202111,서울,121006,45315,2138,227
2021,11,202111,부산,65799,33257,982,64
2021,11,202111,대구,39956,18948,614,21
2021,11,202111,인천,107729,44054,1247,93
2021,11,202111,광주,25848,5553,359,12
2021,11,202111,대전,27198,5888,479,30
2021,11,202111,울산,27347,2729,353,12
2021,11,202111,세종,7323,2140,129,10
2021,11,202111,경기,247772,61455,4202,457
2021,11,202111,강원,32530,4557,655,71
2021,11,202111,충북,33830,4874,667,37
2021,11,202111,충남,44447,6359,955,55
2021,11,202111,전북,31984,4675,659,35
2021,11,202111,전남,74850,5105,1386,33
2021,11,202111,경북,44736,6063,1008,22
2021,11,202111,경남,77132,16326,1104,89
2021,11,202111,제주,73966,4579,1028,29
2021,12,202112,서울,132666,48600,2330,300
2021,12,202112,부산,72829,35918,1110,72
2021,12,202112,대구,43137,20647,706,22
2021,12,202112,인천,118023,50104,1324,110
2021,12,202112,광주,28034,5963,410,14
2021,12,202112,대전,29266,6277,526,34
2021,12,202112,울산,29633,2973,385,13
2021,12,202112,세종,8063,2318,140,11
2021,12,202112,경기,268726,66359,4685,624
2021,12,202112,강원,35229,4872,723,82
2021,12,202112,충북,36730,5223,745,41
2021,12,202112,충남,47957,6846,1073,70
2021,12,202112,전북,34321,5033,743,38
2021,12,202112,전남,82938,5515,1530,36
2021,12,202112,경북,48283,6538,1111,24
2021,12,202112,경남,83670,17734,1226,98
2021,12,202112,제주,80717,4941,1069,47
2022,01,202201,서울,10064,2579,184,64
2022,01,202201,부산,6374,2241,69,9
2022,01,202201,대구,3266,1227,69,2
2022,01,202201,인천,11280,3073,87,4
2022,01,202201,광주,2192,362,37,1
2022,01,202201,대전,2152,379,30,3
2022,01,202201,울산,2363,168,27,1
2022,01,202201,세종,684,136,2,1
2022,01,202201,경기,21592,3791,288,79
2022,01,202201,강원,2649,250,52,6
2022,01,202201,충북,2790,297,54,10
2022,01,202201,충남,3858,359,87,3
2022,01,202201,전북,2840,269,37,3
2022,01,202201,전남,5523,338,57,5
2022,01,202201,경북,3944,386,87,2
2022,01,202201,경남,6162,1074,71,10
2022,01,202201,제주,6353,263,44,12
2022,02,202202,서울,17887,5443,373,120
2022,02,202202,부산,12268,4845,142,17
2022,02,202202,대구,5973,2820,97,2
2022,02,202202,인천,18988,6603,161,12
2022,02,202202,광주,3986,727,70,3
2022,02,202202,대전,3894,758,49,5
2022,02,202202,울산,4287,332,57,1
2022,02,202202,세종,1129,277,6,2
2022,02,202202,경기,38130,7861,536,152
2022,02,202202,강원,4646,503,86,10
2022,02,202202,충북,5055,615,95,12
2022,02,202202,충남,6758,770,124,8
2022,02,202202,전북,4888,558,52,6
2022,02,202202,전남,11559,739,96,9
2022,02,202202,경북,6841,762,129,8
2022,02,202202,경남,11772,2385,114,22
2022,02,202202,제주,11747,603,76,14
2022,03,202203,서울,27485,9482,562,148
2022,03,202203,부산,19134,8431,217,27
2022,03,202203,대구,9012,4797,147,4
2022,03,202203,인천,29849,11223,251,27
2022,03,202203,광주,6062,1230,86,5
2022,03,202203,대전,6146,1318,70,6
2022,03,202203,울산,6395,591,93,2
2022,03,202203,세종,1773,489,9,3
2022,03,202203,경기,58827,13917,805,221
2022,03,202203,강원,7287,932,129,14
2022,03,202203,충북,8089,1226,116,17
2022,03,202203,충남,10478,1500,175,16
2022,03,202203,전북,7728,1025,72,8
2022,03,202203,전남,18925,1258,164,14
2022,03,202203,경북,10515,1344,166,30
2022,03,202203,경남,18868,4270,179,28
2022,03,202203,제주,18198,1069,127,15
2022,04,202204,서울,37614,13148,773,173
2022,04,202204,부산,25258,11527,310,40
2022,04,202204,대구,12298,6557,186,9
2022,04,202204,인천,40395,15115,354,39
2022,04,202204,광주,8233,1701,131,10
2022,04,202204,대전,9062,1844,94,10
2022,04,202204,울산,8664,802,127,3
2022,04,202204,세종,2526,623,13,3
2022,04,202204,경기,81372,18667,1097,327
2022,04,202204,강원,10160,1355,176,26
2022,04,202204,충북,11220,1616,143,20
2022,04,202204,충남,14263,1978,242,25
2022,04,202204,전북,10379,1405,117,13
2022,04,202204,전남,26698,1770,266,14
2022,04,202204,경북,14356,1870,229,39
2022,04,202204,경남,26622,5934,242,30
2022,04,202204,제주,25554,1490,213,20
2022,05,202205,서울,48007,16956,984,183
2022,05,202205,부산,31352,14399,385,42
2022,05,202205,대구,15787,8535,240,10
2022,05,202205,인천,50630,19921,473,49
2022,05,202205,광주,10495,2165,188,11
2022,05,202205,대전,11704,2389,158,11
2022,05,202205,울산,10953,1025,159,3
2022,05,202205,세종,3158,810,28,3
2022,05,202205,경기,103628,23950,1538,374
2022,05,202205,강원,12923,1771,243,33
2022,05,202205,충북,14131,2158,214,25
2022,05,202205,충남,18081,2537,333,30
2022,05,202205,전북,12847,1763,181,18
2022,05,202205,전남,34282,2196,409,19
2022,05,202205,경북,18229,2439,319,41
2022,05,202205,경남,34358,7773,337,33
2022,05,202205,제주,32642,1979,291,22
2022,06,202206,서울,57280,20579,1278,198
2022,06,202206,부산,37474,17447,483,46
2022,06,202206,대구,18903,10597,296,10
2022,06,202206,인천,60266,24420,627,57
2022,06,202206,광주,12605,2649,263,11
2022,06,202206,대전,13710,2869,212,13
2022,06,202206,울산,13081,1229,222,3
2022,06,202206,세종,3787,982,50,3
2022,06,202206,경기,124250,29189,2039,467
2022,06,202206,강원,15507,2155,315,40
2022,06,202206,충북,16711,2584,271,25
2022,06,202206,충남,21685,3214,424,32
2022,06,202206,전북,15255,2184,238,18
2022,06,202206,전남,41454,2678,546,19
2022,06,202206,경북,21562,2915,410,44
2022,06,202206,경남,42356,9468,447,35
2022,06,202206,제주,38638,2459,356,22
2022,07,202207,서울,68233,23749,1488,215
2022,07,202207,부산,44040,19819,600,52
2022,07,202207,대구,22848,12204,342,10
2022,07,202207,인천,70717,28099,847,65
2022,07,202207,광주,14988,3042,302,11
2022,07,202207,대전,16457,3366,244,13
2022,07,202207,울산,15582,1452,247,3
2022,07,202207,세종,4447,1147,66,4
2022,07,202207,경기,147745,33814,2507,499
2022,07,202207,강원,18474,2524,382,43
2022,07,202207,충북,20096,2975,327,25
2022,07,202207,충남,25931,3773,518,32
2022,07,202207,전북,17984,2560,315,18
2022,07,202207,전남,49145,3089,662,22
2022,07,202207,경북,25952,3371,509,45
2022,07,202207,경남,51697,11056,533,35
2022,07,202207,제주,45950,2999,492,22
2022,08,202208,서울,77290,27890,1717,236
2022,08,202208,부산,49566,22558,732,54
2022,08,202208,대구,25815,14272,406,12
2022,08,202208,인천,79774,32552,1062,69
2022,08,202208,광주,16943,3577,350,12
2022,08,202208,대전,18630,4039,279,13
2022,08,202208,울산,17546,1659,287,3
2022,08,202208,세종,4942,1327,74,4
2022,08,202208,경기,167006,40060,2913,518
2022,08,202208,강원,21086,3030,435,49
2022,08,202208,충북,22720,3546,384,28
2022,08,202208,충남,29194,4409,600,33
2022,08,202208,전북,20660,3015,374,18
2022,08,202208,전남,54694,3608,848,22
2022,08,202208,경북,29283,3989,591,46
2022,08,202208,경남,58427,13065,638,39
2022,08,202208,제주,51773,3600,609,24
2022,09,202209,서울,87146,32284,1917,245
2022,09,202209,부산,55528,25477,813,55
2022,09,202209,대구,29180,15948,452,13
2022,09,202209,인천,88686,36729,1169,70
2022,09,202209,광주,19166,4104,399,12
2022,09,202209,대전,21135,4663,309,13
2022,09,202209,울산,19969,1945,324,3
2022,09,202209,세종,5540,1504,80,4
2022,09,202209,경기,188751,46502,3258,576
2022,09,202209,강원,23726,3476,490,52
2022,09,202209,충북,25553,4057,447,31
2022,09,202209,충남,33043,5054,678,33
2022,09,202209,전북,23401,3513,424,18
2022,09,202209,전남,60979,4123,953,23
2022,09,202209,경북,33267,4631,661,48
2022,09,202209,경남,64796,15081,703,42
2022,09,202209,제주,57566,4391,664,25
2022,10,202210,서울,96942,35923,2128,259
2022,10,202210,부산,61730,28539,895,60
2022,10,202210,대구,32483,17517,516,14
2022,10,202210,인천,97929,40892,1349,76
2022,10,202210,광주,21365,4597,435,12
2022,10,202210,대전,23344,5266,362,14
2022,10,202210,울산,22505,2193,353,3
2022,10,202210,세종,6119,1661,85,4
2022,10,202210,경기,209886,52067,3636,606
2022,10,202210,강원,26412,3892,544,53
2022,10,202210,충북,28366,4473,491,31
2022,10,202210,충남,36494,5650,757,34
2022,10,202210,전북,25956,3918,479,19
2022,10,202210,전남,68170,4642,1096,24
2022,10,202210,경북,37140,5197,748,51
2022,10,202210,경남,71640,17319,783,44
2022,10,202210,제주,63865,5125,741,26
2022,11,202211,서울,108500,40795,2440,297
2022,11,202211,부산,68937,31609,1028,62
2022,11,202211,대구,36411,19045,617,18
2022,11,202211,인천,108045,45325,1565,80
2022,11,202211,광주,23898,5175,477,12
2022,11,202211,대전,25980,5940,408,18
2022,11,202211,울산,25194,2488,404,3
2022,11,202211,세종,6826,1868,91,4
2022,11,202211,경기,234507,58803,4084,685
2022,11,202211,강원,29756,4456,631,57
2022,11,202211,충북,31425,5030,574,31
2022,11,202211,충남,40814,6367,925,34
2022,11,202211,전북,28848,4408,588,19
2022,11,202211,전남,75381,5184,1256,24
2022,11,202211,경북,41850,5899,870,55
2022,11,202211,경남,78929,20239,890,65
2022,11,202211,제주,70388,5850,868,27
2022,12,202212,서울,120251,45666,2745,316
2022,12,202212,부산,75303,34529,1204,65
2022,12,202212,대구,39748,20367,673,19
2022,12,202212,인천,115432,49568,1723,87
2022,12,202212,광주,26228,5791,515,12
2022,12,202212,대전,28327,6559,441,25
2022,12,202212,울산,27939,2778,441,4
2022,12,202212,세종,7362,2074,115,4
2022,12,202212,경기,256630,65713,4769,793
2022,12,202212,강원,32650,5000,721,58
2022,12,202212,충북,34232,5599,647,33
2022,12,202212,충남,44590,7044,1043,39
2022,12,202212,전북,31573,4925,689,20
2022,12,202212,전남,81048,5748,1403,24
2022,12,202212,경북,45955,6605,958,55
2022,12,202212,경남,86109,23954,1013,69
2022,12,202212,제주,75880,6404,982,27
2023,01,202301,서울,11400,2702,208,25
2023,01,202301,부산,6769,1843,126,3
2023,01,202301,대구,4251,806,42,0
2023,01,202301,인천,8223,2599,144,7
2023,01,202301,광주,2780,310,23,1
2023,01,202301,대전,2640,357,35,0
2023,01,202301,울산,3536,156,40,0
2023,01,202301,세종,664,121,3,0
2023,01,202301,경기,25872,3648,398,35
2023,01,202301,강원,3345,261,61,0
2023,01,202301,충북,3558,284,68,1
2023,01,202301,충남,5004,411,113,2
2023,01,202301,전북,3434,278,60,0
2023,01,202301,전남,6385,375,126,0
2023,01,202301,경북,5037,418,97,3
2023,01,202301,경남,7300,1356,103,10
2023,01,202301,제주,5675,292,93,0
2023,02,202302,서울,20656,6132,447,45
2023,02,202302,부산,12483,4243,233,4
2023,02,202302,대구,7867,1965,104,1
2023,02,202302,인천,15883,5969,327,9
2023,02,202302,광주,5130,792,54,1
2023,02,202302,대전,4962,786,79,1
2023,02,202302,울산,6897,398,79,0
2023,02,202302,세종,1248,289,9,1
2023,02,202302,경기,47214,8382,952,75
2023,02,202302,강원,6221,599,141,1
2023,02,202302,충북,6581,701,126,1
2023,02,202302,충남,8958,944,233,3
2023,02,202302,전북,6431,641,118,0
2023,02,202302,전남,13128,812,265,2
2023,02,202302,경북,9338,930,222,4
2023,02,202302,경남,14164,3621,228,10
2023,02,202302,제주,11120,687,184,1
2023,03,202303,서울,33386,10390,729,66
2023,03,202303,부산,19779,7110,355,6
2023,03,202303,대구,11936,3337,180,1
2023,03,202303,인천,24735,9364,591,13
2023,03,202303,광주,7914,1286,106,1
2023,03,202303,대전,7763,1269,130,1
2023,03,202303,울산,10659,683,137,0
2023,03,202303,세종,2043,473,15,1
2023,03,202303,경기,76188,14319,1527,109
2023,03,202303,강원,10096,998,254,2
2023,03,202303,충북,10733,1149,212,1
2023,03,202303,충남,14586,1641,403,4
2023,03,202303,전북,10838,1123,196,1
2023,03,202303,전남,21227,1317,452,2
2023,03,202303,경북,14978,1520,348,7
2023,03,202303,경남,23090,5764,378,11
2023,03,202303,제주,17948,1177,305,4
2023,04,202304,서울,44275,13829,938,87
2023,04,202304,부산,26306,9697,473,9
2023,04,202304,대구,15521,4478,256,2
2023,04,202304,인천,33273,12594,745,15
2023,04,202304,광주,10338,1684,140,1
2023,04,202304,대전,10143,1653,174,1
2023,04,202304,울산,14049,914,187,1
2023,04,202304,세종,2719,620,20,1
2023,04,202304,경기,100643,19053,2091,125
2023,04,202304,강원,13236,1340,355,4
2023,04,202304,충북,14096,1513,290,1
2023,04,202304,충남,19093,2101,522,5
2023,04,202304,전북,14199,1528,264,1
2023,04,202304,전남,29074,1791,605,2
2023,04,202304,경북,19742,2036,449,7
2023,04,202304,경남,32484,7498,488,15
2023,04,202304,제주,24472,1624,454,4
2023,05,202305,서울,55311,17045,1178,120
2023,05,202305,부산,32796,12422,605,13
2023,05,202305,대구,19096,5691,300,2
2023,05,202305,인천,42458,16263,901,18
2023,05,202305,광주,12667,2080,182,1
2023,05,202305,대전,12759,2005,211,2
2023,05,202305,울산,16941,1131,224,3
2023,05,202305,세종,3399,764,40,1
2023,05,202305,경기,125053,23765,2619,159
2023,05,202305,강원,16368,1697,432,11
2023,05,202305,충북,17400,1875,356,1
2023,05,202305,충남,23614,2567,608,6
2023,05,202305,전북,17313,1864,337,2
2023,05,202305,전남,37528,2225,786,3
2023,05,202305,경북,24155,2519,545,12
2023,05,202305,경남,41637,9691,615,19
2023,05,202305,제주,31084,2060,546,4
2023,06,202306,서울,67535,21575,1379,142
2023,06,202306,부산,38845,16341,700,16
2023,06,202306,대구,22955,7231,360,2
2023,06,202306,인천,51978,20771,1099,21
2023,06,202306,광주,15115,2601,242,2
2023,06,202306,대전,16354,2541,243,6
2023,06,202306,울산,20220,1427,255,3
2023,06,202306,세종,4196,960,51,1
2023,06,202306,경기,151533,30195,3232,277
2023,06,202306,충북,20868,2369,454,3
2023,06,202306,충남,28401,3173,725,7
2023,06,202306,전북,20806,2317,451,2
2023,06,202306,전남,45987,2770,937,3
2023,06,202306,경북,28863,3191,693,16
2023,06,202306,경남,52353,12159,763,23
2023,06,202306,제주,38336,2576,640,4
2023,06,202306,강원,19724,2122,551,29
2023,07,202307,서울,77943,24884,1565,188
2023,07,202307,부산,44827,19042,786,17
2023,07,202307,대구,26133,8339,448,2
2023,07,202307,인천,59943,24564,1216,28
2023,07,202307,광주,17304,2991,306,2
2023,07,202307,대전,19283,3022,304,7
2023,07,202307,울산,22839,1619,278,4
2023,07,202307,세종,4871,1087,66,2
2023,07,202307,경기,174238,34804,3773,309
2023,07,202307,충북,23961,2711,534,4
2023,07,202307,충남,32509,3674,841,10
2023,07,202307,전북,23793,2666,555,2
2023,07,202307,전남,52529,3143,1113,3
2023,07,202307,경북,32973,3728,786,18
2023,07,202307,경남,62867,13866,891,25
2023,07,202307,제주,45887,3025,712,7
2023,07,202307,강원,22856,2455,614,34
2023,08,202308,서울,86594,28565,1737,212
2023,08,202308,부산,49847,22546,881,21
2023,08,202308,대구,28965,9696,526,2
2023,08,202308,인천,66914,28494,1341,39
2023,08,202308,광주,19172,3414,357,3
2023,08,202308,대전,21815,3475,337,7
2023,08,202308,울산,25009,1873,315,4
2023,08,202308,세종,5433,1252,85,3
2023,08,202308,경기,193558,40064,4212,374
2023,08,202308,충북,26685,3158,614,8
2023,08,202308,충남,36131,4255,932,12
2023,08,202308,전북,26287,3073,645,2
2023,08,202308,전남,57816,3580,1217,7
2023,08,202308,경북,36379,4238,882,18
2023,08,202308,경남,70511,15827,992,34
2023,08,202308,제주,51997,3459,790,8
2023,08,202308,강원,25387,2815,678,40
2023,09,202309,서울,96555,32710,1926,234
2023,09,202309,부산,55604,25691,974,21
2023,09,202309,대구,32151,11371,581,2
2023,09,202309,인천,75263,32802,1461,52
2023,09,202309,광주,21440,3891,391,3
2023,09,202309,대전,24930,4076,388,8
2023,09,202309,울산,27511,2155,359,5
2023,09,202309,세종,6068,1519,105,3
2023,09,202309,경기,216043,46619,4726,467
2023,09,202309,충북,29751,3692,694,9
2023,09,202309,충남,40166,4918,1042,12
2023,09,202309,전북,29289,3578,735,2
2023,09,202309,전남,63678,4057,1323,7
2023,09,202309,경북,40376,4777,978,19
2023,09,202309,경남,78200,17851,1096,37
2023,09,202309,제주,59504,3951,861,12
2023,09,202309,강원,28358,3282,752,43
2023,10,202310,서울,106250,36632,2117,249
2023,10,202310,부산,60958,28882,1069,23
2023,10,202310,대구,35231,12853,638,4
2023,10,202310,인천,82997,36440,1591,58
2023,10,202310,광주,23786,4365,432,3
2023,10,202310,대전,27810,4574,426,9
2023,10,202310,울산,30452,2411,396,5
2023,10,202310,세종,6704,1691,108,3
2023,10,202310,경기,237945,52166,5289,584
2023,10,202310,충북,32836,4154,779,16
2023,10,202310,충남,44515,5509,1134,16
2023,10,202310,전북,32198,4014,823,4
2023,10,202310,전남,69221,4497,1428,8
2023,10,202310,경북,44023,5240,1068,20
2023,10,202310,경남,86217,19642,1223,48
2023,10,202310,제주,66138,4387,920,12
2023,10,202310,강원,31243,3658,832,43
2023,11,202311,서울,117338,40923,2348,280
2023,11,202311,부산,67021,32818,1169,25
2023,11,202311,대구,38978,14700,711,4
2023,11,202311,인천,91370,40678,1736,69
2023,11,202311,광주,26459,4896,461,3
2023,11,202311,대전,31660,5195,454,10
2023,11,202311,울산,33823,2744,451,5
2023,11,202311,세종,7449,1832,125,3
2023,11,202311,경기,262834,58528,5847,716
2023,11,202311,충북,36333,4609,862,32
2023,11,202311,충남,49143,6099,1245,18
2023,11,202311,전북,35703,4550,904,4
2023,11,202311,전남,75984,5075,1512,11
2023,11,202311,경북,48662,5869,1245,20
2023,11,202311,경남,95088,21712,1356,66
2023,11,202311,제주,73302,4922,998,14
2023,11,202311,강원,34545,4136,908,51
2023,12,202312,서울,126103,45195,2695,315
2023,12,202312,부산,72045,36894,1295,27
2023,12,202312,대구,41719,16326,780,4
2023,12,202312,인천,98840,46075,1950,94
2023,12,202312,광주,28324,5388,499,3
2023,12,202312,대전,34759,5699,496,10
2023,12,202312,울산,36128,2980,498,5
2023,12,202312,세종,7975,2042,129,3
2023,12,202312,경기,281719,64166,6429,1092
2023,12,202312,충북,38962,5090,934,36
2023,12,202312,충남,52832,6679,1354,18
2023,12,202312,전북,38241,4974,1015,4
2023,12,202312,전남,81836,5566,1638,12
2023,12,202312,경북,52305,6475,1375,21
2023,12,202312,경남,102422,24035,1518,70
2023,12,202312,제주,79549,5374,1073,17
2023,12,202312,강원,36985,4613,964,54
2024,01,202401,서울,11776,2078,216,31
2024,01,202401,부산,6697,1881,94,0
2024,01,202401,대구,3897,744,55,1
2024,01,202401,인천,8675,1902,161,1
2024,01,202401,광주,2677,248,34,0
2024,01,202401,대전,3807,262,48,1
2024,01,202401,울산,3418,128,43,0
2024,01,202401,세종,839,92,6,0
2024,01,202401,경기,27002,2860,438,36
2024,01,202401,충북,3800,227,88,2
2024,01,202401,충남,5127,304,118,0
2024,01,202401,전남,6784,229,119,1
2024,01,202401,경북,5086,333,117,1
2024,01,202401,경남,8961,1181,140,2
2024,01,202401,제주,6587,226,142,1
2024,01,202401,강원,3341,221,58,0
2024,01,202401,전북,3602,228,79,0
2024,02,202402,서울,20066,4640,445,53
2024,02,202402,부산,11950,4098,162,2
2024,02,202402,대구,6711,1590,102,1
2024,02,202402,인천,15679,4302,304,5
2024,02,202402,광주,4638,582,68,0
2024,02,202402,대전,6340,575,81,1
2024,02,202402,울산,5624,285,88,0
2024,02,202402,세종,1393,225,29,0
2024,02,202402,경기,46313,6502,784,71
2024,02,202402,충북,6395,511,161,2
2024,02,202402,충남,8664,694,222,1
2024,02,202402,전남,12588,552,228,2
2024,02,202402,경북,8629,741,213,2
2024,02,202402,경남,15555,2511,220,10
2024,02,202402,제주,11407,689,242,1
2024,02,202402,강원,5731,516,123,3
2024,02,202402,전북,6065,497,132,0
2024,03,202403,서울,29470,8481,600,110
2024,03,202403,부산,18083,7336,251,3
2024,03,202403,대구,10050,2836,151,1
2024,03,202403,인천,24182,7451,389,8
2024,03,202403,광주,6739,1047,102,1
2024,03,202403,대전,9368,1116,122,2
2024,03,202403,울산,8060,577,117,0
2024,03,202403,세종,2052,413,43,0
2024,03,202403,경기,69411,12795,1175,97
2024,03,202403,충북,9695,1114,239,4
2024,03,202403,충남,13181,1439,315,3
2024,03,202403,전남,20094,1301,369,3
2024,03,202403,경북,13020,1449,288,2
2024,03,202403,경남,23701,4464,324,11
2024,03,202403,제주,18559,1100,378,2
2024,03,202403,강원,8568,960,173,4
2024,03,202403,전북,9131,1006,217,1
2024,04,202404,서울,39164,11863,832,157
2024,04,202404,부산,24776,10652,343,5
2024,04,202404,대구,13352,3959,201,2
2024,04,202404,인천,33463,10353,529,10
2024,04,202404,광주,8995,1487,140,1
2024,04,202404,대전,12251,1579,172,4
2024,04,202404,울산,10562,802,159,0
2024,04,202404,세종,2653,565,70,0
2024,04,202404,경기,92452,17676,1649,154
2024,04,202404,충북,12972,1582,310,6
2024,04,202404,충남,17819,1998,417,6
2024,04,202404,전남,27730,1848,704,11
2024,04,202404,경북,17259,1971,401,3
2024,04,202404,경남,31391,6360,466,15
2024,04,202404,제주,26640,1604,513,2
2024,04,202404,강원,11611,1376,231,4
2024,04,202404,전북,12031,1414,294,2
2024,05,202405,서울,48427,16137,1027,180
2024,05,202405,부산,31461,14398,446,5
2024,05,202405,대구,16649,5343,265,2
2024,05,202405,인천,41851,13552,679,11
2024,05,202405,광주,11083,2062,171,1
2024,05,202405,대전,15105,2161,206,5
2024,05,202405,울산,13007,1126,203,0
2024,05,202405,세종,3201,740,106,0
2024,05,202405,경기,114319,23688,2079,182
2024,05,202405,충북,16028,2145,400,6
2024,05,202405,충남,22000,2647,518,9
2024,05,202405,전남,34533,2354,897,11
2024,05,202405,경북,21174,2608,483,3
2024,05,202405,경남,39713,8316,565,17
2024,05,202405,제주,34018,2165,657,2
2024,05,202405,강원,14457,1887,291,4
2024,05,202405,전북,14934,1913,360,3
2024,06,202406,서울,57398,20900,1228,216
2024,06,202406,부산,37462,18109,573,7
2024,06,202406,대구,19683,6900,343,2
2024,06,202406,인천,49889,17039,891,14
2024,06,202406,광주,13078,2612,209,1
2024,06,202406,대전,18449,2830,261,7
2024,06,202406,울산,15246,1475,240,0
2024,06,202406,세종,3742,890,117,0
