year,month,yyyymm,sido,passenger_cumulcar,passenger_cumulimportedcar,van_cumulcar,van_cumulimportedcar
2018,04,201804,세종,2466,569,69,8
2018,04,201804,경기,97954,22172,3407,345
2018,04,201804,강원,12277,1727,515,31
2018,04,201804,충북,13004,1704,445,49
2018,04,201804,충남,17471,2509,615,54
2018,04,201804,전북,13447,1970,484,34
2018,04,201804,전남,21100,1859,660,31
2018,04,201804,경북,17849,2399,616,63
2018,04,201804,경남,25408,6027,711,40
2018,04,201804,제주,27440,1921,663,31
2018,05,201805,서울,61285,22388,2144,128
2018,05,201805,부산,30782,15541,763,39
2018,05,201805,대구,18817,10488,581,86
2018,05,201805,인천,63396,16343,2058,60
2018,05,201805,광주,12458,2772,343,37
2018,05,201805,대전,12694,2694,338,33
2018,05,201805,울산,14595,1396,304,32
2018,05,201805,세종,3064,718,79,11
2018,05,201805,경기,122417,27814,4086,412
2018,05,201805,강원,15333,2193,613,40
2018,05,201805,충북,16156,2162,527,60
2018,05,201805,충남,21737,3166,716,74
2018,05,201805,전북,16758,2514,577,43
2018,05,201805,전남,26766,2367,776,41
2018,05,201805,경북,22129,3022,746,80
2018,05,201805,경남,31240,7338,861,53
2018,05,201805,제주,34842,2531,812,32
2018,06,201806,서울,73481,26942,2806,148
2018,06,201806,부산,36842,18613,959,45
2018,06,201806,대구,22710,12941,716,108
2018,06,201806,인천,76330,20356,2384,80
2018,06,201806,광주,14862,3361,434,47
2018,06,201806,대전,15084,3264,437,39
2018,06,201806,울산,17119,1667,395,41
2018,06,201806,세종,3672,881,103,17
2018,06,201806,경기,146083,33773,4991,515
2018,06,201806,강원,18442,2647,759,57
2018,06,201806,충북,19284,2606,621,71
2018,06,201806,충남,25909,3812,860,94
2018,06,201806,전북,20056,3018,697,47
2018,06,201806,전남,32517,2910,928,55
2018,06,201806,경북,26062,3617,922,94
2018,06,201806,경남,37140,8779,1091,67
2018,06,201806,제주,42012,3325,992,35
2018,07,201807,서울,86271,30898,3465,174
2018,07,201807,부산,43294,21480,1151,55
2018,07,201807,대구,26638,15055,825,130
2018,07,201807,인천,89602,23525,2763,95
2018,07,201807,광주,17389,3905,529,57
2018,07,201807,대전,17711,3858,524,53
2018,07,201807,울산,19796,1921,501,46
2018,07,201807,세종,4265,1017,137,23
2018,07,201807,경기,171730,38910,5887,621
2018,07,201807,강원,21728,3058,882,65
2018,07,201807,충북,22651,3041,744,82
2018,07,201807,충남,30534,4355,1043,115
2018,07,201807,전북,23517,3497,847,58
2018,07,201807,전남,38315,3335,1108,67
2018,07,201807,경북,30330,4151,1105,121
2018,07,201807,경남,43760,10121,1347,91
2018,07,201807,제주,50530,4197,1212,36
2018,08,201808,서울,98929,34573,4113,202
2018,08,201808,부산,48835,23954,1267,66
2018,08,201808,대구,30520,16886,888,147
2018,08,201808,인천,101492,27219,2991,106
2018,08,201808,광주,19820,4329,579,65
2018,08,201808,대전,20455,4376,577,56
2018,08,201808,울산,22266,2147,546,49
2018,08,201808,세종,4901,1157,152,29
2018,08,201808,경기,196178,43624,6492,693
2018,08,201808,강원,24853,3453,973,78
2018,08,201808,충북,25854,3372,810,90
2018,08,201808,충남,34708,4818,1152,130
2018,08,201808,전북,26688,3904,906,63
2018,08,201808,전남,42971,3720,1215,73
2018,08,201808,경북,34511,4595,1224,133
2018,08,201808,경남,49822,11142,1482,100
2018,08,201808,제주,57387,4813,1324,37
2018,09,201809,서울,110220,37415,4572,225
2018,09,201809,부산,53645,25763,1430,70
2018,09,201809,대구,33917,18082,976,161
2018,09,201809,인천,110972,33292,3370,118
2018,09,201809,광주,21880,4657,631,75
2018,09,201809,대전,22949,4703,647,62
2018,09,201809,울산,24500,2321,593,53
2018,09,201809,세종,5518,1277,164,32
2018,09,201809,경기,217550,47009,7272,776
2018,09,201809,강원,27558,3703,1077,88
2018,09,201809,충북,28590,3632,927,101
2018,09,201809,충남,38357,5191,1303,147
2018,09,201809,전북,29586,4240,1007,70
2018,09,201809,전남,47619,4102,1534,83
2018,09,201809,경북,38232,4943,1370,144
2018,09,201809,경남,54830,11715,1704,111
2018,09,201809,제주,64858,5309,1564,37
2018,10,201810,서울,123101,41414,5169,250
2018,10,201810,부산,59671,28322,1633,79
2018,10,201810,대구,37998,19946,1111,174
2018,10,201810,인천,122549,37368,3730,128
2018,10,201810,광주,24548,5139,691,80
2018,10,201810,대전,25816,5201,711,71
2018,10,201810,울산,27149,2537,658,56
2018,10,201810,세종,6130,1422,181,38
2018,10,201810,경기,242813,52013,8157,866
2018,10,201810,강원,31029,4060,1227,98
2018,10,201810,충북,32369,4077,1056,116
2018,10,201810,충남,42985,5709,1504,160
2018,10,201810,전북,33042,4654,1141,80
2018,10,201810,전남,52671,4511,1678,87
2018,10,201810,경북,42727,5477,1540,162
2018,10,201810,경남,61255,12943,1981,136
2018,10,201810,제주,72403,5752,1750,37
2018,11,201811,서울,136105,45748,5764,266
2018,11,201811,부산,65569,30985,1888,90
2018,11,201811,대구,42406,22114,1245,188
2018,11,201811,인천,135724,41728,4237,135
2018,11,201811,광주,27298,5602,769,85
2018,11,201811,대전,28713,5656,791,73
2018,11,201811,울산,30119,2744,743,61
2018,11,201811,세종,6790,1569,241,44
2018,11,201811,경기,268288,57579,9196,920
2018,11,201811,강원,34453,4432,1355,106
2018,11,201811,충북,35716,4446,1201,128
2018,11,201811,충남,47723,6231,1683,166
2018,11,201811,전북,36532,5070,1282,81
2018,11,201811,전남,57935,4923,1909,97
2018,11,201811,경북,47372,6011,1791,175
2018,11,201811,경남,67727,14276,2203,151
2018,11,201811,제주,80238,6234,1937,39
2018,12,201812,서울,147137,49719,6155,293
2018,12,201812,부산,71018,33595,2121,100
2018,12,201812,대구,46365,24053,1352,197
2018,12,201812,인천,148459,45176,4759,142
2018,12,201812,광주,29583,6050,850,90
2018,12,201812,대전,31034,6115,842,81
2018,12,201812,울산,32718,2951,808,65
2018,12,201812,세종,7405,1671,260,44
2018,12,201812,경기,289502,62362,9902,993
2018,12,201812,강원,36934,4752,1437,110
2018,12,201812,충북,38569,4810,1299,132
2018,12,201812,충남,51394,6651,1802,173
2018,12,201812,전북,39211,5458,1379,84
2018,12,201812,전남,63987,5322,2044,101
2018,12,201812,경북,51214,6514,1923,188
2018,12,201812,경남,73647,15464,2373,166
2018,12,201812,제주,87217,6651,2071,41
2019,01,201901,서울,13448,3386,657,21
2019,01,201901,부산,6464,2299,236,8
2019,01,201901,대구,4452,1714,135,18
2019,01,201901,인천,14416,2826,375,6
2019,01,201901,광주,2856,420,94,7
2019,01,201901,대전,2831,425,103,2
2019,01,201901,울산,3028,203,106,4
2019,01,201901,세종,727,99,15,4
2019,01,201901,경기,27729,4296,1103,66
2019,01,201901,강원,3265,303,118,7
2019,01,201901,충북,3363,376,149,5
2019,01,201901,충남,4841,444,149,12
2019,01,201901,전북,3729,332,107,1
2019,01,201901,전남,5030,380,189,7
2019,01,201901,경북,4913,425,198,17
2019,01,201901,경남,7007,1138,241,14
2019,01,201901,제주,7077,465,204,0
2019,02,201902,서울,22770,6455,1032,34
2019,02,201902,부산,10900,4310,449,16
2019,02,201902,대구,7182,3097,203,28
2019,02,201902,인천,25035,5195,621,13
2019,02,201902,광주,4883,806,138,12
2019,02,201902,대전,4737,787,161,9
2019,02,201902,울산,4914,365,168,8
2019,02,201902,세종,1218,210,25,6
2019,02,201902,경기,47670,8095,1812,120
2019,02,201902,강원,5643,575,228,13
2019,02,201902,충북,5849,660,238,10
2019,02,201902,충남,8176,810,257,17
2019,02,201902,전북,6265,661,195,6
2019,02,201902,전남,8546,696,314,11
2019,02,201902,경북,8141,815,301,27
2019,02,201902,경남,11741,2057,412,28
2019,02,201902,제주,12452,848,371,2
2019,03,201903,서울,35881,10094,1596,58
2019,03,201903,부산,16639,6627,675,21
2019,03,201903,대구,10604,5021,326,42
2019,03,201903,인천,39339,7882,1228,29
2019,03,201903,광주,7328,1225,206,18
2019,03,201903,대전,7134,1218,220,18
2019,03,201903,울산,7367,572,250,11
2019,03,201903,세종,1890,339,40,8
2019,03,201903,경기,72206,12461,2804,204
2019,03,201903,강원,8716,900,359,37
2019,03,201903,충북,8967,964,382,21
2019,03,201903,충남,12383,1303,412,25
2019,03,201903,전북,9305,1031,280,13
2019,03,201903,전남,14458,1066,513,19
2019,03,201903,경북,12302,1279,494,39
2019,03,201903,경남,17598,3096,638,42
2019,03,201903,제주,19554,1357,605,3
2019,04,201904,서울,49122,13470,2148,79
2019,04,201904,부산,22792,9096,879,30
2019,04,201904,대구,14345,6779,489,49
2019,04,201904,인천,54051,10931,1754,38
2019,04,201904,광주,9869,1684,282,26
2019,04,201904,대전,9635,1605,286,26
2019,04,201904,울산,10264,747,318,16
2019,04,201904,세종,2530,450,52,9
2019,04,201904,경기,97177,16505,3760,283
2019,04,201904,강원,11797,1219,517,51
2019,04,201904,충북,12236,1295,531,35
2019,04,201904,충남,16883,1803,582,34
2019,04,201904,전북,12670,1392,403,17
2019,04,201904,전남,19504,1597,700,27
2019,04,201904,경북,16661,1758,682,55
2019,04,201904,경남,24909,4335,874,60
2019,04,201904,제주,26815,1797,831,3
2019,05,201905,서울,61332,17209,2797,106
2019,05,201905,부산,28739,11411,1087,37
2019,05,201905,대구,18109,8496,599,57
2019,05,201905,인천,69543,14284,2280,48
2019,05,201905,광주,12401,2116,351,30
2019,05,201905,대전,12244,2089,391,37
2019,05,201905,울산,12978,946,362,24
2019,05,201905,세종,3162,609,58,11
2019,05,201905,경기,120763,21333,4443,354
2019,05,201905,강원,14764,1599,598,57
2019,05,201905,충북,15448,1651,639,43
2019,05,201905,충남,21132,2376,705,47
2019,05,201905,전북,15563,1782,501,21
2019,05,201905,전남,23800,2078,854,34
2019,05,201905,경북,20877,2262,833,68
2019,05,201905,경남,32044,5670,1041,74
2019,05,201905,제주,34681,2218,1005,4
2019,06,201906,서울,72194,20859,3200,127
2019,06,201906,부산,33718,13927,1259,50
2019,06,201906,대구,21415,10322,664,66
2019,06,201906,인천,83499,17425,2823,84
2019,06,201906,광주,14623,2570,398,38
2019,06,201906,대전,14538,2551,429,45
2019,06,201906,울산,15620,1143,416,30
2019,06,201906,세종,3738,750,70,17
2019,06,201906,경기,141742,25922,5168,448
2019,06,201906,강원,17473,1941,740,64
2019,06,201906,충북,18167,2004,732,52
2019,06,201906,충남,24708,2872,817,63
2019,06,201906,전북,18287,2185,583,24
2019,06,201906,전남,28301,2685,990,40
2019,06,201906,경북,24524,2761,958,84
2019,06,201906,경남,38296,7170,1207,90
2019,06,201906,제주,42054,2683,1158,6
2019,07,201907,서울,84718,24595,3599,174
2019,07,201907,부산,39168,16389,1387,72
2019,07,201907,대구,25086,12258,756,91
2019,07,201907,인천,97687,20523,3097,117
2019,07,201907,광주,17205,3000,453,51
2019,07,201907,대전,17113,3046,477,60
2019,07,201907,울산,18369,1350,463,36
2019,07,201907,세종,4351,863,80,24
2019,07,201907,경기,165537,30750,5672,570
2019,07,201907,강원,20601,2342,823,77
2019,07,201907,충북,21234,2390,820,68
2019,07,201907,충남,28749,3405,920,99
2019,07,201907,전북,21494,2564,654,35
2019,07,201907,전남,33127,3254,1142,58
2019,07,201907,경북,28743,3196,1073,107
2019,07,201907,경남,45536,8691,1354,132
2019,07,201907,제주,50508,3276,1313,11
2019,08,201908,서울,96169,28179,3888,208
2019,08,201908,부산,43892,18690,1492,88
2019,08,201908,대구,28587,14084,801,108
2019,08,201908,인천,108524,23653,3557,127
2019,08,201908,광주,19505,3381,491,58
2019,08,201908,대전,19477,3419,507,73
2019,08,201908,울산,20458,1536,493,42
2019,08,201908,세종,4925,991,90,29
2019,08,201908,경기,187766,35255,6096,682
2019,08,201908,강원,23441,2687,882,96
2019,08,201908,충북,24039,2714,898,88
2019,08,201908,충남,32533,3886,1027,125
2019,08,201908,전북,24415,2944,725,46
2019,08,201908,전남,37509,3577,1206,66
2019,08,201908,경북,32450,3697,1167,128
2019,08,201908,경남,51598,10024,1481,154
2019,08,201908,제주,57133,3646,1430,15
2019,09,201909,서울,107043,32234,4223,255
2019,09,201909,부산,48890,21202,1593,120
2019,09,201909,대구,31991,16133,888,130
2019,09,201909,인천,119635,27045,3779,168
2019,09,201909,광주,21778,3826,545,73
2019,09,201909,대전,21763,3886,550,89
2019,09,201909,울산,22846,1795,541,49
2019,09,201909,세종,5540,1134,96,32
2019,09,201909,경기,211742,40190,6677,815
2019,09,201909,강원,26576,3028,991,110
2019,09,201909,충북,27041,3090,969,127
2019,09,201909,충남,36584,4384,1135,160
2019,09,201909,전북,27551,3368,807,65
2019,09,201909,전남,42387,4054,1333,78
2019,09,201909,경북,36462,4174,1277,153
2019,09,201909,경남,57973,11482,1705,180
2019,09,201909,제주,63779,3993,1524,21
2019,10,201910,서울,119030,36611,4673,307
2019,10,201910,부산,54219,23958,1782,147
2019,10,201910,대구,35855,18572,1042,145
2019,10,201910,인천,131598,30698,4006,193
2019,10,201910,광주,24370,4295,611,83
2019,10,201910,대전,24406,4359,610,114
2019,10,201910,울산,25472,2074,616,56
2019,10,201910,세종,6232,1301,110,40
2019,10,201910,경기,237136,45472,7472,971
2019,10,201910,강원,29958,3439,1136,130
2019,10,201910,충북,30430,3445,1077,157
2019,10,201910,충남,41009,4967,1293,189
2019,10,201910,전북,31170,3776,951,80
2019,10,201910,전남,47733,4522,1510,96
2019,10,201910,경북,41009,4704,1454,198
2019,10,201910,경남,65470,13028,1980,215
2019,10,201910,제주,71096,4400,1669,26
2019,11,201911,서울,132251,41831,5166,336
2019,11,201911,부산,60536,27151,1939,158
2019,11,201911,대구,40023,21571,1142,162
2019,11,201911,인천,142885,34419,4324,215
2019,11,201911,광주,27255,4809,691,87
2019,11,201911,대전,27274,4897,693,126
2019,11,201911,울산,28281,2465,669,61
2019,11,201911,세종,7028,1445,122,46
2019,11,201911,경기,264446,51102,8193,1086
2019,11,201911,강원,33430,3837,1264,141
2019,11,201911,충북,34209,3842,1225,179
2019,11,201911,충남,45785,5518,1416,216
2019,11,201911,전북,34891,4162,1067,96
2019,11,201911,전남,52572,5042,1681,107
2019,11,201911,경북,45981,5300,1590,216
2019,11,201911,경남,73232,14514,2177,234
2019,11,201911,제주,79075,4825,1872,29
2019,12,201912,서울,144773,47622,5605,374
2019,12,201912,부산,66583,31135,2084,168
2019,12,201912,대구,44180,24185,1224,174
2019,12,201912,인천,155249,38875,4623,231
2019,12,201912,광주,29831,5410,731,96
2019,12,201912,대전,30192,5571,752,137
2019,12,201912,울산,31015,2786,738,65
2019,12,201912,세종,7789,1650,146,48
2019,12,201912,경기,289643,57707,8914,1227
2019,12,201912,강원,36358,4301,1350,152
2019,12,201912,충북,38073,4343,1315,196
2019,12,201912,충남,50283,6175,1550,238
2019,12,201912,전북,38371,4650,1207,112
2019,12,201912,전남,56870,5596,1841,123
2019,12,201912,경북,50573,6008,1710,234
2019,12,201912,경남,81164,16164,2326,275
2019,12,201912,제주,86512,5281,2018,32
2020,01,202001,서울,10653,2870,381,40
2020,01,202001,부산,4973,2016,131,7
2020,01,202001,대구,3556,1670,94,9
2020,01,202001,인천,9893,2709,256,17
2020,01,202001,광주,2418,339,39,8
2020,01,202001,대전,2320,362,61,9
2020,01,202001,울산,2461,156,48,4
2020,01,202001,세종,609,116,8,4
2020,01,202001,경기,22969,3468,706,70
2020,01,202001,강원,2936,280,89,14
2020,01,202001,충북,3279,280,101,14
2020,01,202001,충남,4249,408,145,17
2020,01,202001,전북,2960,290,104,12
2020,01,202001,전남,7114,380,129,11
2020,01,202001,경북,4256,420,139,20
2020,01,202001,경남,6965,1143,154,16
2020,01,202001,제주,7855,285,193,2
2020,02,202002,서울,17870,6714,641,79
2020,02,202002,부산,9335,4090,254,19
2020,02,202002,대구,5817,3253,145,24
2020,02,202002,인천,17601,5427,407,42
2020,02,202002,광주,4130,613,56,18
2020,02,202002,대전,4025,703,90,31
2020,02,202002,울산,3990,315,104,11
2020,02,202002,세종,1045,231,20,9
2020,02,202002,경기,39183,7192,1260,180
2020,02,202002,강원,4949,493,167,33
2020,02,202002,충북,5483,514,167,40
2020,02,202002,충남,7122,768,234,40
2020,02,202002,전북,5030,552,161,24
2020,02,202002,전남,10752,712,313,28
2020,02,202002,경북,7107,762,252,45
2020,02,202002,경남,12684,2399,273,52
2020,02,202002,제주,13374,611,260,5
2020,03,202003,서울,30323,10826,1025,101
2020,03,202003,부산,15470,6845,389,25
2020,03,202003,대구,9294,5212,228,32
2020,03,202003,인천,30599,8745,585,58
2020,03,202003,광주,7026,1115,99,23
2020,03,202003,대전,6828,1225,142,42
2020,03,202003,울산,6733,561,152,18
2020,03,202003,세종,1792,416,28,13
2020,03,202003,경기,66379,12442,1942,232
2020,03,202003,강원,8578,880,253,40
2020,03,202003,충북,8965,826,237,44
2020,03,202003,충남,11847,1305,378,55
2020,03,202003,전북,8797,1007,246,30
2020,03,202003,전남,16854,1194,446,34
2020,03,202003,경북,11358,1219,390,55
2020,03,202003,경남,21616,3571,425,63
2020,03,202003,제주,22654,914,378,7
2020,04,202004,서울,43803,14925,1463,128
2020,04,202004,부산,21790,9398,528,48
2020,04,202004,대구,13167,7426,333,41
2020,04,202004,인천,43433,12530,782,66
2020,04,202004,광주,10201,1589,155,33
2020,04,202004,대전,9901,1686,215,58
2020,04,202004,울산,9803,785,212,20
2020,04,202004,세종,2496,591,37,18
2020,04,202004,경기,93305,17290,2577,306
2020,04,202004,강원,12128,1255,345,47
2020,04,202004,충북,12758,1201,343,64
2020,04,202004,충남,17096,1848,493,72
2020,04,202004,전북,12930,1412,330,39
2020,04,202004,전남,22798,1616,653,42
2020,04,202004,경북,15908,1661,521,76
2020,04,202004,경남,30111,4810,589,88
2020,04,202004,제주,30203,1292,499,8
2020,05,202005,서울,58127,18984,1749,148
2020,05,202005,부산,28163,12103,666,56
2020,05,202005,대구,18251,9598,441,53
2020,05,202005,인천,55519,16572,963,87
2020,05,202005,광주,13738,2098,204,41
2020,05,202005,대전,13529,2200,264,67
2020,05,202005,울산,12898,1016,264,21
2020,05,202005,세종,3377,745,40,22
2020,05,202005,경기,122518,22350,3197,381
2020,05,202005,강원,15854,1634,458,61
2020,05,202005,충북,16741,1639,447,75
2020,05,202005,충남,22319,2410,599,85
2020,05,202005,전북,17049,1817,465,48
2020,05,202005,전남,29066,2022,801,52
2020,05,202005,경북,20847,2151,676,90
2020,05,202005,경남,38747,6111,764,100
2020,05,202005,제주,38068,1638,609,10
2020,06,202006,서울,75746,24726,2131,185
2020,06,202006,부산,35884,15193,876,73
2020,06,202006,대구,24150,11796,542,60
2020,06,202006,인천,70975,22095,1216,90
2020,06,202006,광주,17874,2732,265,47
2020,06,202006,대전,17489,2880,360,77
2020,06,202006,울산,16557,1589,331,22
2020,06,202006,세종,4449,947,50,23
2020,06,202006,경기,159112,28757,3877,451
2020,06,202006,강원,20507,2128,571,68
2020,06,202006,충북,21378,2172,568,90
2020,06,202006,충남,28629,3099,742,99
2020,06,202006,전북,21801,2360,572,58
2020,06,202006,전남,36770,2565,1095,64
2020,06,202006,경북,26957,2803,888,107
2020,06,202006,경남,50009,7735,981,120
2020,06,202006,제주,46093,2074,790,10
2020,07,202007,서울,90161,28329,2495,211
2020,07,202007,부산,42049,17481,1042,79
2020,07,202007,대구,28742,13470,631,65
2020,07,202007,인천,86156,25533,1457,104
2020,07,202007,광주,20886,3100,318,55
2020,07,202007,대전,20538,3270,397,80
2020,07,202007,울산,20301,1789,390,25
2020,07,202007,세종,5239,1079,57,23
2020,07,202007,경기,188143,33112,4458,508
2020,07,202007,강원,24365,2439,693,77
2020,07,202007,충북,25267,2472,653,99
2020,07,202007,충남,33813,3514,868,106
2020,07,202007,전북,25389,2691,671,61
2020,07,202007,전남,44045,2977,1345,70
2020,07,202007,경북,31862,3207,1106,118
2020,07,202007,경남,59503,8762,1168,127
2020,07,202007,제주,54942,2434,953,13
2020,08,202008,서울,99922,32786,2740,227
2020,08,202008,부산,46832,20305,1171,87
2020,08,202008,대구,31848,15631,691,67
2020,08,202008,인천,95538,29417,1597,107
2020,08,202008,광주,23020,3570,362,61
2020,08,202008,대전,22780,3771,441,85
2020,08,202008,울산,22749,2022,414,26
2020,08,202008,세종,5806,1245,61,23
2020,08,202008,경기,208090,38386,4772,543
2020,08,202008,강원,27165,2797,755,83
2020,08,202008,충북,28069,2846,714,107
2020,08,202008,충남,37473,4033,980,119
2020,08,202008,전북,28079,3085,741,63
2020,08,202008,전남,49405,3385,1446,74
2020,08,202008,경북,35399,3727,1203,128
2020,08,202008,경남,65700,10020,1269,133
2020,08,202008,제주,60686,2774,1043,15
2020,09,202009,서울,113406,37527,2964,238
2020,09,202009,부산,52937,22959,1286,93
2020,09,202009,대구,36317,17711,759,72
2020,09,202009,인천,108440,33304,1699,113
2020,09,202009,광주,26162,4011,412,63
2020,09,202009,대전,25975,4323,490,93
2020,09,202009,울산,25872,2285,448,26
2020,09,202009,세종,6634,1451,68,24
2020,09,202009,경기,236550,44079,5243,611
2020,09,202009,강원,30711,3185,842,87
2020,09,202009,충북,31944,3293,787,108
2020,09,202009,충남,42675,4609,1094,123
2020,09,202009,전북,31835,3477,810,66
2020,09,202009,전남,55930,3787,1557,77
2020,09,202009,경북,40266,4257,1306,134
2020,09,202009,경남,74193,11383,1377,141
2020,09,202009,제주,68560,3197,1171,15
2020,10,202010,서울,125214,41866,3269,248
2020,10,202010,부산,58312,25706,1419,98
2020,10,202010,대구,40410,19671,859,73
2020,10,202010,인천,119402,37238,1835,129
2020,10,202010,광주,28811,4518,452,65
2020,10,202010,대전,28937,4892,546,97
2020,10,202010,울산,28628,2524,484,28
2020,10,202010,세종,7460,1653,74,25
2020,10,202010,경기,261703,49668,5691,639
2020,10,202010,강원,33741,3605,917,96
2020,10,202010,충북,35244,3739,865,113
2020,10,202010,충남,47153,5236,1200,132
2020,10,202010,전북,35096,3900,877,67
2020,10,202010,전남,61671,4243,1690,79
2020,10,202010,경북,44689,4814,1438,138
2020,10,202010,경남,82347,12865,1510,146
2020,10,202010,제주,75336,3582,1297,17
2020,11,202011,서울,138427,46801,3623,257
2020,11,202011,부산,64416,28930,1516,107
2020,11,202011,대구,44893,21759,932,74
2020,11,202011,인천,131304,41972,2047,139
2020,11,202011,광주,31930,5080,514,65
2020,11,202011,대전,32055,5572,578,99
2020,11,202011,울산,31727,2823,529,30
2020,11,202011,세종,8336,1894,78,25
2020,11,202011,경기,289636,56197,6287,667
2020,11,202011,강원,37027,4053,985,102
2020,11,202011,충북,38789,4237,981,117
2020,11,202011,충남,51968,6001,1303,135
2020,11,202011,전북,38436,4392,991,72
2020,11,202011,전남,67783,4784,1852,82
2020,11,202011,경북,49703,5478,1553,145
2020,11,202011,경남,91211,14343,1654,152
2020,11,202011,제주,82319,4026,1450,20
2020,12,202012,서울,151138,52600,4093,326
2020,12,202012,부산,70163,32376,1633,108
2020,12,202012,대구,48882,24011,972,150
2020,12,202012,인천,143197,47237,2249,153
2020,12,202012,광주,34495,5659,594,67
2020,12,202012,대전,34617,6278,643,103
2020,12,202012,울산,34949,3171,573,32
2020,12,202012,세종,9100,2147,92,28
2020,12,202012,경기,314512,63514,6777,751
2020,12,202012,강원,39908,4557,1055,110
2020,12,202012,충북,41872,4779,1078,121
2020,12,202012,충남,56427,6785,1399,142
2020,12,202012,전북,41178,4932,1067,73
2020,12,202012,전남,73124,5337,1997,86
2020,12,202012,경북,54146,6112,1707,149
2020,12,202012,경남,99980,16136,1850,178
2020,12,202012,제주,88424,4523,1561,22
2021,01,202101,서울,11867,3441,198,28
2021,01,202101,부산,6217,2683,70,5
2021,01,202101,대구,4287,1427,38,2
2021,01,202101,인천,9975,4376,124,8
2021,01,202101,광주,2737,497,29,0
2021,01,202101,대전,2700,496,74,3
2021,01,202101,울산,3191,236,21,0
2021,01,202101,세종,769,198,26,1
2021,01,202101,경기,25344,4586,368,19
2021,01,202101,강원,3170,333,64,3
2021,01,202101,충북,3544,406,34,1
2021,01,202101,충남,4650,457,88,5
2021,01,202101,전북,3300,384,74,3
2021,01,202101,전남,7241,427,107,3
2021,01,202101,경북,5092,455,111,2
2021,01,202101,경남,9018,1375,135,23
2021,01,202101,제주,6262,306,109,2
2021,02,202102,서울,20798,7007,371,48
2021,02,202102,부산,10598,5457,133,10
2021,02,202102,대구,7311,3005,82,4
2021,02,202102,인천,17872,8268,182,36
2021,02,202102,광주,4750,945,42,1
2021,02,202102,대전,4682,995,110,3
2021,02,202102,울산,5489,473,53,3
2021,02,202102,세종,1333,386,32,1
2021,02,202102,경기,45089,9558,672,56
2021,02,202102,강원,5540,693,126,4
2021,02,202102,충북,6164,882,85,2
2021,02,202102,충남,7993,975,146,11
2021,02,202102,전북,5834,758,116,8
2021,02,202102,전남,13610,850,155,7
2021,02,202102,경북,8586,983,176,3
2021,02,202102,경남,16070,2718,208,36
2021,02,202102,제주,12079,664,161,2
2021,03,202103,서울,32664,12383,535,69
2021,03,202103,부산,16567,9199,215,16
2021,03,202103,대구,11306,5010,138,7
2021,03,202103,인천,28346,12979,272,43
2021,03,202103,광주,7222,1575,75,2
2021,03,202103,대전,7357,1638,153,10
2021,03,202103,울산,8419,809,71,5
2021,03,202103,세종,2077,650,53,1
2021,03,202103,경기,70683,16926,1049,118
