year,month,yyyymm,sido,sigungu,passenger_private,passenger_total,van_private,van_total
2018,1,201801,경북,김천시,50426,51170,2340,2691
2018,1,201801,경북,문경시,23464,23892,1369,1552
2018,1,201801,경북,봉화군,9700,9847,502,585
2018,1,201801,경북,상주시,32135,32700,1738,2108
2018,1,201801,경북,성주군,17761,18165,890,983
2018,1,201801,경북,안동시,57283,58344,2529,2965
2018,1,201801,경북,영덕군,11653,11864,666,770
2018,1,201801,경북,영양군,5194,5278,285,340
2018,1,201801,경북,영주시,37118,37767,1891,2115
2018,1,201801,경북,영천시,37689,38237,1936,2268
2018,1,201801,경북,예천군,16352,16609,765,865
2018,1,201801,경북,울릉군,3362,3624,235,412
2018,1,201801,경북,울진군,17824,18117,787,931
2018,1,201801,경북,의성군,16441,16623,930,1088
2018,1,201801,경북,청도군,15270,15428,734,811
2018,1,201801,경북,청송군,8578,8686,432,533
2018,1,201801,경북,칠곡군,51733,52157,2293,2921
2018,1,201801,경북,포항시,202585,206958,7216,8612
2018,1,201801,광주,광산구,146162,149527,5423,5985
2018,1,201801,광주,남구,72607,74006,2559,2982
2018,1,201801,광주,동구,30173,30855,1237,1463
2018,1,201801,광주,북구,149318,155908,5256,6478
2018,1,201801,광주,서구,119886,125611,4043,4858
2018,1,201801,대구,남구,46673,48113,1916,2241
2018,1,201801,대구,달서구,217447,223320,6485,7321
2018,1,201801,대구,달성군,96635,98080,3345,3933
2018,1,201801,대구,동구,122986,128366,4309,5119
2018,1,201801,대구,북구,155794,159095,5042,5864
2018,1,201801,대구,서구,59397,61921,2436,2822
2018,1,201801,대구,수성구,186195,189520,4405,5300
2018,1,201801,대구,중구,50476,51202,1217,1662
2018,1,201801,대전,대덕구,67826,69649,3048,3610
2018,1,201801,대전,동구,69476,71929,3312,3721
2018,1,201801,대전,서구,173080,178121,5778,6450
2018,1,201801,대전,유성구,144864,147043,4339,4809
2018,1,201801,대전,중구,79327,82407,3600,4254
2018,1,201801,부산,강서구,49178,50503,1965,2258
2018,1,201801,부산,금정구,67148,70617,2904,3669
2018,1,201801,부산,기장군,56350,57169,2489,3031
2018,1,201801,부산,남구,74207,76436,2804,3272
2018,1,201801,부산,동구,37512,38929,1178,1460
2018,1,201801,부산,동래구,73749,75533,2783,3500
2018,1,201801,부산,부산진구,102600,108826,4037,4713
2018,1,201801,부산,북구,84103,85598,3184,3586
2018,1,201801,부산,사상구,66478,69767,2985,3468
2018,1,201801,부산,사하구,90722,95309,3691,4135
2018,1,201801,부산,서구,22467,22881,1167,1228
2018,1,201801,부산,수영구,57236,67784,1941,2336
2018,1,201801,부산,연제구,75581,80469,2255,3212
2018,1,201801,부산,영도구,26282,27871,1304,1658
2018,1,201801,부산,중구,17627,17902,620,721
2018,1,201801,부산,해운대구,141216,143468,4317,4637
2018,1,201801,서울,강남구,197200,213939,5729,6847
2018,1,201801,서울,강동구,109956,115324,4530,5132
2018,1,201801,서울,강북구,61289,64088,3457,4246
2018,1,201801,서울,강서구,160852,172113,6597,7980
2018,1,201801,서울,관악구,100625,103836,4848,5174
2018,1,201801,서울,광진구,79788,83035,3437,4148
2018,1,201801,서울,구로구,109038,119324,6025,6777
2018,1,201801,서울,금천구,64624,68178,4108,4618
2018,1,201801,서울,노원구,128166,134413,5214,6253
2018,1,201801,서울,도봉구,76842,82097,3635,4102
2018,1,201801,서울,동대문구,76703,79874,3971,4224
2018,1,201801,서울,동작구,90301,91668,3452,3633
2018,1,201801,서울,마포구,95567,99458,3872,4642
2018,1,201801,서울,서대문구,70407,73640,3147,3638
2018,1,201801,서울,서초구,152070,158408,4540,5499
2018,1,201801,서울,성동구,81246,87940,3071,3688
2018,1,201801,서울,성북구,97227,99967,4519,5720
2018,1,201801,서울,송파구,191498,198157,6008,7661
2018,1,201801,서울,양천구,123859,128814,4746,5622
2018,1,201801,서울,영등포구,114145,118612,5731,6127
2018,1,201801,서울,용산구,66176,67508,2647,2783
2018,1,201801,서울,은평구,105307,109537,4883,5706
2018,1,201801,서울,종로구,38832,41091,2129,4021
2018,1,201801,서울,중구,38549,40611,2538,3447
2018,1,201801,서울,중랑구,86453,92746,4695,5287
2018,1,201801,세종,세종시,111301,112173,3620,4088
2018,1,201801,울산,남구,130638,133912,3606,4283
2018,1,201801,울산,동구,56177,56761,1637,1819
2018,1,201801,울산,북구,84946,87248,2406,2698
2018,1,201801,울산,울주군,91470,92739,3303,4148
2018,1,201801,울산,중구,88813,90247,2472,2930
2018,1,201801,인천,강화군,21910,23548,1360,1645
2018,1,201801,인천,계양구,96164,241445,4822,8924
2018,1,201801,인천,남동구,200250,236939,7445,9152
2018,1,201801,인천,동구,20299,21048,1151,1247
2018,1,201801,인천,미추홀구,122106,169103,5791,8162
2018,1,201801,인천,부평구,183716,188125,7715,8721
2018,1,201801,인천,서구,178336,182811,8041,9447
2018,1,201801,인천,연수구,144422,148998,3811,4851
2018,1,201801,인천,옹진군,7544,7644,549,635
2018,1,201801,인천,중구,42759,48747,2015,2947
2018,1,201801,전남,강진군,10881,11128,621,766
2018,1,201801,전남,고흥군,17043,17310,1149,1324
2018,1,201801,전남,곡성군,8899,9180,524,633
2018,1,201801,전남,광양시,60310,61120,2599,2967
2018,1,201801,전남,구례군,8255,8621,499,582
2018,1,201801,전남,나주시,39322,40509,2012,2527
2018,1,201801,전남,담양군,16523,16856,891,1202
2018,1,201801,전남,목포시,74690,77455,3662,4260
2018,1,201801,전남,무안군,28091,28540,1522,1751
2018,1,201801,전남,보성군,12443,77810,794,3854
2018,1,201801,전남,순천시,100700,102587,3990,4881
2018,1,201801,전남,신안군,11059,11320,643,782
2018,1,201801,전남,여수시,96894,99289,4284,5104
2018,1,201801,전남,영광군,17324,17554,879,1021
2018,1,201801,전남,영암군,19454,29269,1229,1639
2018,1,201801,전남,완도군,13752,14014,827,977
2018,1,201801,전남,장성군,16332,16571,884,1035
2018,1,201801,전남,장흥군,11747,11900,671,770
2018,1,201801,전남,진도군,9317,9477,597,686
2018,1,201801,전남,함평군,10553,10753,592,720
2018,1,201801,전남,해남군,21294,21646,1601,1758
2018,1,201801,전남,화순군,21704,22009,1161,2479
2018,1,201801,전북,고창군,17787,18039,1277,1421
2018,1,201801,전북,군산시,100630,103707,4085,4719
2018,1,201801,전북,김제시,28835,29604,1629,1877
2018,1,201801,전북,남원시,24894,27740,1420,1885
2018,1,201801,전북,무주군,7404,7529,518,597
2018,1,201801,전북,부안군,17241,17502,945,1136
2018,1,201801,전북,순창군,8633,8749,505,592
2018,1,201801,전북,완주군,36030,36540,1818,2467
2018,1,201801,전북,익산시,103058,105608,5126,5828
2018,1,201801,전북,임실군,8896,9016,483,604
2018,1,201801,전북,장수군,6714,6815,414,480
2018,1,201801,전북,전주시,249347,255632,8364,10164
2018,1,201801,전북,정읍시,34932,37311,1901,2222
2018,1,201801,전북,진안군,8086,8213,487,604
2018,1,201801,제주,서귀포시,66435,68049,3640,3934
2018,1,201801,제주,제주시,209576,335558,9083,16760
2018,1,201801,충남,계룡시,18068,18215,735,887
2018,1,201801,충남,공주시,36781,37952,2053,2496
2018,1,201801,충남,금산군,17596,18977,1267,1665
2018,1,201801,충남,논산시,40276,41257,2453,2939
2018,1,201801,충남,당진시,67319,67930,2835,3200
2018,1,201801,충남,보령시,35413,35964,1699,1935
2018,1,201801,충남,부여군,20635,21301,1390,1830
2018,1,201801,충남,서산시,64762,65932,2981,3517
2018,1,201801,충남,서천군,18011,18242,909,1068
2018,1,201801,충남,아산시,123881,126321,5749,6469
2018,1,201801,충남,예산군,27883,28316,1591,1971
2018,1,201801,충남,천안시,243819,248553,10466,12250
2018,1,201801,충남,청양군,9869,10017,577,688
2018,1,201801,충남,태안군,21123,21374,1195,1325
2018,1,201801,충남,홍성군,35638,36145,1754,2056
2018,1,201801,충북,괴산군,12978,13124,850,944
2018,1,201801,충북,단양군,9615,9804,631,722
2018,1,201801,충북,보은군,10495,10687,669,807
2018,1,201801,충북,영동군,15430,15645,854,996
2018,1,201801,충북,옥천군,16980,17457,948,1082
2018,1,201801,충북,음성군,39848,40204,2388,2608
2018,1,201801,충북,제천시,47592,48480,2280,2526
2018,1,201801,충북,증평군,13973,14154,702,774
2018,1,201801,충북,진천군,30931,31246,1592,1776
2018,1,201801,충북,청주시,310903,320627,12347,15162
2018,1,201801,충북,충주시,77052,78934,3699,4245
2018,2,201802,강원,강릉시,79459,81695,3321,4105
2018,2,201802,강원,고성군,9429,9578,536,617
2018,2,201802,강원,동해시,33857,34651,1558,1745
2018,2,201802,강원,삼척시,22996,23511,1066,1266
2018,2,201802,강원,속초시,27936,28924,1435,1665
2018,2,201802,강원,양구군,7892,7979,384,449
2018,2,201802,강원,양양군,9876,10026,528,572
2018,2,201802,강원,영월군,13277,13551,843,989
2018,2,201802,강원,원주시,125454,128797,5294,6083
2018,2,201802,강원,인제군,11694,11840,628,722
2018,2,201802,강원,정선군,12952,13260,795,928
2018,2,201802,강원,철원군,15326,15510,972,1055
2018,2,201802,강원,춘천시,100573,103169,4105,4987
2018,2,201802,강원,태백시,15610,16138,872,1088
2018,2,201802,강원,평창군,15528,15821,865,995
2018,2,201802,강원,홍천군,23910,24253,1473,1888
2018,2,201802,강원,화천군,8548,8655,400,502
2018,2,201802,강원,횡성군,15508,16110,934,1077
2018,2,201802,경기,가평군,20879,21204,1453,1830
2018,2,201802,경기,고양시,328783,336653,12142,14355
2018,2,201802,경기,과천시,17351,18147,666,782
2018,2,201802,경기,광명시,87051,88881,3884,4433
2018,2,201802,경기,광주시,132557,133395,6137,9191
2018,2,201802,경기,구리시,56050,57183,2441,2772
2018,2,201802,경기,군포시,82014,82909,3144,3387
2018,2,201802,경기,김포시,144756,146803,6249,7728
2018,2,201802,경기,남양주시,210293,212180,10050,11046
2018,2,201802,경기,동두천시,28890,29700,1732,1848
2018,2,201802,경기,부천시,241497,247663,11758,13307
2018,2,201802,경기,성남시,287353,294600,9988,11993
2018,2,201802,경기,수원시,415173,423720,16253,19264
2018,2,201802,경기,시흥시,157546,159631,7614,8068
2018,2,201802,경기,안산시,228786,233851,12212,14496
2018,2,201802,경기,안성시,71788,72806,3745,4275
2018,2,201802,경기,안양시,172907,176966,6807,8624
2018,2,201802,경기,양주시,71596,72540,4318,5017
2018,2,201802,경기,양평군,41876,42337,2048,2839
2018,2,201802,경기,여주시,43033,43669,2321,3143
2018,2,201802,경기,연천군,15419,15671,993,1163
2018,2,201802,경기,오산시,78246,79486,3480,4027
2018,2,201802,경기,용인시,364951,372003,12319,14786
2018,2,201802,경기,의왕시,49045,49579,1797,2003
2018,2,201802,경기,의정부시,120983,123203,6104,6767
2018,2,201802,경기,이천시,80745,81878,3996,4575
2018,2,201802,경기,파주시,155372,157842,6661,9495
2018,2,201802,경기,평택시,193100,196669,8882,10623
2018,2,201802,경기,포천시,57320,62985,3658,4571
2018,2,201802,경기,하남시,76673,77264,2860,3257
2018,2,201802,경기,화성시,286712,290589,11559,14056
2018,2,201802,경남,거제시,87120,88505,3521,4197
2018,2,201802,경남,거창군,20293,20591,980,1205
2018,2,201802,경남,고성군,17601,17970,918,1071
2018,2,201802,경남,김해시,203366,205911,7957,8706
2018,2,201802,경남,남해군,12017,12285,653,842
2018,2,201802,경남,밀양시,37573,38158,1666,1986
2018,2,201802,경남,사천시,40814,41622,1704,2007
2018,2,201802,경남,산청군,11517,11719,590,694
2018,2,201802,경남,양산시,123239,124389,5132,6158
2018,2,201802,경남,의령군,8762,8887,440,547
2018,2,201802,경남,진주시,121665,124755,4414,5751
2018,2,201802,경남,창녕군,22829,23450,1203,1418
2018,2,201802,경남,창원시,452730,478949,13509,16512
2018,2,201802,경남,통영시,40521,41430,2211,2552
2018,2,201802,경남,하동군,15216,15393,720,817
2018,2,201802,경남,함안군,29054,38652,1343,1862
2018,2,201802,경남,함양군,11773,11982,573,703
2018,2,201802,경남,합천군,13866,14051,713,840
2018,2,201802,경북,경산시,101153,102485,3700,4220
2018,2,201802,경북,경주시,102873,105093,4648,5381
2018,2,201802,경북,고령군,13248,13341,735,808
2018,2,201802,경북,구미시,167794,170817,6836,7752
2018,2,201802,경북,군위군,8621,8701,433,491
2018,2,201802,경북,김천시,50473,51218,2328,2677
2018,2,201802,경북,문경시,23467,23900,1359,1543
2018,2,201802,경북,봉화군,9688,9835,503,584
2018,2,201802,경북,상주시,32168,32731,1738,2112
2018,2,201802,경북,성주군,17699,18099,881,974
2018,2,201802,경북,안동시,57202,58264,2520,2955
2018,2,201802,경북,영덕군,11699,11910,664,767
2018,2,201802,경북,영양군,5201,5285,283,338
2018,2,201802,경북,영주시,37163,37810,1886,2110
2018,2,201802,경북,영천시,37791,38334,1920,2249
2018,2,201802,경북,예천군,16763,17019,769,869
2018,2,201802,경북,울릉군,3410,3674,233,410
2018,2,201802,경북,울진군,17834,18128,784,928
2018,2,201802,경북,의성군,16431,16613,927,1081
2018,2,201802,경북,청도군,15378,15534,738,815
2018,2,201802,경북,청송군,8637,8745,435,536
2018,2,201802,경북,칠곡군,51695,52118,2287,2914
2018,2,201802,경북,포항시,202757,207126,7152,8547
2018,2,201802,광주,광산구,146360,149730,5413,5966
2018,2,201802,광주,남구,72643,74039,2557,2981
2018,2,201802,광주,동구,30222,30895,1229,1455
2018,2,201802,광주,북구,149802,156357,5235,6456
2018,2,201802,광주,서구,119812,125519,4073,4885
2018,2,201802,대구,남구,46705,48146,1914,2244
2018,2,201802,대구,달서구,217483,223351,6463,7273
2018,2,201802,대구,달성군,97114,98572,3359,3989
2018,2,201802,대구,동구,123193,128602,4300,5112
2018,2,201802,대구,북구,156108,159435,5027,5851
2018,2,201802,대구,서구,59392,61928,2420,2776
2018,2,201802,대구,수성구,186489,189809,4388,5286
2018,2,201802,대구,중구,50356,51073,1205,1650
2018,2,201802,대전,대덕구,67796,69638,3069,3630
2018,2,201802,대전,동구,69419,71866,3276,3686
2018,2,201802,대전,서구,173210,178264,5768,6438
2018,2,201802,대전,유성구,144941,147223,4338,4807
2018,2,201802,대전,중구,79283,82348,3585,4243
2018,2,201802,부산,강서구,49390,50721,1966,2249
2018,2,201802,부산,금정구,67289,70757,2902,3670
2018,2,201802,부산,기장군,56493,57321,2479,3020
2018,2,201802,부산,남구,74177,76399,2810,3277
2018,2,201802,부산,동구,37774,39157,1179,1486
2018,2,201802,부산,동래구,73944,75734,2777,3487
2018,2,201802,부산,부산진구,102419,108809,4017,4664
2018,2,201802,부산,북구,84154,85648,3160,3561
2018,2,201802,부산,사상구,66319,69598,2968,3453
2018,2,201802,부산,사하구,90797,95380,3685,4127
2018,2,201802,부산,서구,22634,23048,1164,1225
2018,2,201802,부산,수영구,57111,68303,1933,2338
2018,2,201802,부산,연제구,75675,81176,2249,3206
2018,2,201802,부산,영도구,26251,27848,1291,1645
2018,2,201802,부산,중구,17769,18054,623,723
2018,2,201802,부산,해운대구,141703,143963,4291,4612
2018,2,201802,서울,강남구,197224,214047,5693,6770
2018,2,201802,서울,강동구,109872,115230,4515,5116
2018,2,201802,서울,강북구,61261,64043,3438,4228
2018,2,201802,서울,강서구,160851,172148,6595,7973
2018,2,201802,서울,관악구,100540,103755,4801,5128
2018,2,201802,서울,광진구,79702,82948,3406,4120
2018,2,201802,서울,구로구,108720,118974,5975,6720
2018,2,201802,서울,금천구,64696,68214,4127,4637
2018,2,201802,서울,노원구,128005,134234,5193,6230
2018,2,201802,서울,도봉구,76802,82033,3602,4070
2018,2,201802,서울,동대문구,76690,79858,3943,4194
2018,2,201802,서울,동작구,90171,91527,3441,3624
2018,2,201802,서울,마포구,95669,99558,3862,4618
2018,2,201802,서울,서대문구,70480,73754,3126,3619
2018,2,201802,서울,서초구,152812,159172,4511,5467
2018,2,201802,서울,성동구,81164,87965,3078,3699
2018,2,201802,서울,성북구,97164,99920,4477,5675
2018,2,201802,서울,송파구,191859,198554,5976,7636
2018,2,201802,서울,양천구,123845,128793,4743,5618
2018,2,201802,서울,영등포구,113927,118438,5673,6061
2018,2,201802,서울,용산구,66130,67389,2620,2757
2018,2,201802,서울,은평구,105281,109506,4863,5688
2018,2,201802,서울,종로구,38864,41110,2129,4017
2018,2,201802,서울,중구,38534,40672,2533,3438
2018,2,201802,서울,중랑구,86434,92677,4677,5270
2018,2,201802,세종,세종시,113187,114055,3658,4122
2018,2,201802,울산,남구,130576,133924,3571,4250
2018,2,201802,울산,동구,56051,56651,1628,1810
2018,2,201802,울산,북구,85545,87865,2418,2709
2018,2,201802,울산,울주군,91814,93070,3297,4143
2018,2,201802,울산,중구,88687,90079,2477,2935
2018,2,201802,인천,강화군,21931,23559,1360,1641
2018,2,201802,인천,계양구,95799,242771,4787,8914
2018,2,201802,인천,남동구,200777,237611,7411,9133
2018,2,201802,인천,동구,20329,21076,1149,1248
2018,2,201802,인천,미추홀구,122524,169654,5792,8113
2018,2,201802,인천,부평구,183736,188314,7674,8681
2018,2,201802,인천,서구,179475,183968,7988,9395
2018,2,201802,인천,연수구,145172,149778,3784,4820
2018,2,201802,인천,옹진군,7515,7621,539,623
2018,2,201802,인천,중구,42934,48802,2015,3015
2018,2,201802,전남,강진군,10904,11150,627,771
2018,2,201802,전남,고흥군,17107,17373,1140,1315
2018,2,201802,전남,곡성군,8913,9208,523,632
2018,2,201802,전남,광양시,60280,61084,2560,2925
2018,2,201802,전남,구례군,8238,8603,492,574
2018,2,201802,전남,나주시,39571,40761,2014,2531
2018,2,201802,전남,담양군,16586,16920,889,1199
2018,2,201802,전남,목포시,74712,77471,3653,4247
2018,2,201802,전남,무안군,28075,28517,1503,1729
2018,2,201802,전남,보성군,12502,79120,795,3867
2018,2,201802,전남,순천시,101072,102947,3974,4871
2018,2,201802,전남,신안군,11070,11331,641,776
2018,2,201802,전남,여수시,96996,99432,4249,5079
2018,2,201802,전남,영광군,17280,17509,879,1018
2018,2,201802,전남,영암군,19506,28647,1230,1609
2018,2,201802,전남,완도군,13796,14056,827,979
2018,2,201802,전남,장성군,16427,16667,892,1042
2018,2,201802,전남,장흥군,11750,11903,667,766
2018,2,201802,전남,진도군,9316,9479,596,686
2018,2,201802,전남,함평군,10603,10801,592,718
2018,2,201802,전남,해남군,21312,21665,1579,1736
2018,2,201802,전남,화순군,21749,22051,1166,2482
2018,2,201802,전북,고창군,17700,17952,1274,1419
2018,2,201802,전북,군산시,100719,103790,4042,4677
2018,2,201802,전북,김제시,28860,29622,1613,1861
2018,2,201802,전북,남원시,24925,27722,1426,1882
2018,2,201802,전북,무주군,7439,7565,512,591
2018,2,201802,전북,부안군,17218,17479,949,1141
2018,2,201802,전북,순창군,8641,8756,498,586
2018,2,201802,전북,완주군,35953,36464,1802,2442
2018,2,201802,전북,익산시,103037,105598,5129,5832
2018,2,201802,전북,임실군,8843,8964,480,600
2018,2,201802,전북,장수군,6750,6852,419,485
2018,2,201802,전북,전주시,250513,256833,8408,10222
2018,2,201802,전북,정읍시,34963,37336,1897,2216
2018,2,201802,전북,진안군,8114,8240,487,604
2018,2,201802,제주,서귀포시,66793,68397,3631,3925
2018,2,201802,제주,제주시,209708,338313,9056,16789
2018,2,201802,충남,계룡시,18110,18259,721,874
2018,2,201802,충남,공주시,36829,38032,2040,2483
2018,2,201802,충남,금산군,17689,19002,1270,1664
2018,2,201802,충남,논산시,40368,41345,2436,2927
2018,2,201802,충남,당진시,67587,68205,2838,3203
2018,2,201802,충남,보령시,35473,36041,1707,1944
2018,2,201802,충남,부여군,20679,21345,1389,1826
2018,2,201802,충남,서산시,64948,66120,2986,3525
2018,2,201802,충남,서천군,18075,18308,906,1061
2018,2,201802,충남,아산시,124248,126668,5755,6472
2018,2,201802,충남,예산군,28011,28446,1602,1984
2018,2,201802,충남,천안시,245116,249857,10458,12238
2018,2,201802,충남,청양군,9866,10015,577,688
2018,2,201802,충남,태안군,21148,21399,1198,1335
2018,2,201802,충남,홍성군,35715,36222,1741,2046
2018,2,201802,충북,괴산군,12990,13136,838,932
2018,2,201802,충북,단양군,9648,9837,621,713
2018,2,201802,충북,보은군,10531,10723,677,813
2018,2,201802,충북,영동군,15506,15723,854,997
2018,2,201802,충북,옥천군,17005,17484,945,1083
2018,2,201802,충북,음성군,39957,40312,2384,2602
2018,2,201802,충북,제천시,47578,48469,2268,2516
2018,2,201802,충북,증평군,14015,14196,689,763
2018,2,201802,충북,진천군,31191,31508,1598,1782
2018,2,201802,충북,청주시,311346,321135,12353,15172
2018,2,201802,충북,충주시,77414,79287,3677,4225
2018,3,201803,강원,강릉시,79707,81940,3304,4079
2018,3,201803,강원,고성군,9425,9571,533,614
2018,3,201803,강원,동해시,33849,34640,1551,1738
2018,3,201803,강원,삼척시,23083,23597,1052,1257
2018,3,201803,강원,속초시,28002,28993,1435,1665
2018,3,201803,강원,양구군,7956,8044,383,447
2018,3,201803,강원,양양군,9909,10058,528,573
2018,3,201803,강원,영월군,13276,13546,841,985
2018,3,201803,강원,원주시,125978,129349,5281,6071
2018,3,201803,강원,인제군,11699,11845,628,722
2018,3,201803,강원,정선군,13017,13323,791,925
2018,3,201803,강원,철원군,15385,15569,960,1044
2018,3,201803,강원,춘천시,101011,103602,4100,4979
2018,3,201803,강원,태백시,15645,16169,879,1100
2018,3,201803,강원,평창군,15514,15865,866,996
2018,3,201803,강원,홍천군,24004,24348,1474,1885
2018,3,201803,강원,화천군,8595,8704,398,500
2018,3,201803,강원,횡성군,15594,16193,936,1080
2018,3,201803,경기,가평군,20970,21295,1445,1825
2018,3,201803,경기,고양시,329586,337445,12070,14260
2018,3,201803,경기,과천시,17326,18123,658,775
2018,3,201803,경기,광명시,87381,89213,3867,4416
2018,3,201803,경기,광주시,133198,134056,6173,9218
2018,3,201803,경기,구리시,56139,57272,2397,2731
2018,3,201803,경기,군포시,82027,82940,3114,3359
2018,3,201803,경기,김포시,146731,148775,6228,7720
2018,3,201803,경기,남양주시,211652,213601,10028,11038
2018,3,201803,경기,동두천시,28966,29781,1720,1836
2018,3,201803,경기,부천시,241920,248086,11731,13256
2018,3,201803,경기,성남시,287675,294940,9960,11959
2018,3,201803,경기,수원시,415652,424272,16175,19183
2018,3,201803,경기,시흥시,159394,161443,7589,8041
2018,3,201803,경기,안산시,227875,232952,12159,14460
2018,3,201803,경기,안성시,72277,73286,3734,4267
2018,3,201803,경기,안양시,172856,176924,6757,8582
2018,3,201803,경기,양주시,71957,72905,4287,4982
2018,3,201803,경기,양평군,42133,42606,2057,2866
2018,3,201803,경기,여주시,43200,43830,2310,3132
2018,3,201803,경기,연천군,15502,15749,989,1159
2018,3,201803,경기,오산시,78796,80036,3499,4049
2018,3,201803,경기,용인시,366150,373158,12259,14728
2018,3,201803,경기,의왕시,48998,49517,1783,1986
2018,3,201803,경기,의정부시,121312,123540,6076,6747
2018,3,201803,경기,이천시,81096,82254,3977,4549
2018,3,201803,경기,파주시,156028,158542,6620,9448
2018,3,201803,경기,평택시,194386,197984,8894,10650
2018,3,201803,경기,포천시,57424,62938,3628,4540
2018,3,201803,경기,하남시,77433,78033,2853,3254
2018,3,201803,경기,화성시,291272,295169,11561,14037
2018,3,201803,경남,거제시,87025,88396,3517,4179
2018,3,201803,경남,거창군,20365,20664,994,1216
2018,3,201803,경남,고성군,17583,17948,927,1078
2018,3,201803,경남,김해시,203983,206520,7936,8683
2018,3,201803,경남,남해군,12049,12315,649,830
2018,3,201803,경남,밀양시,37588,38174,1679,2003
2018,3,201803,경남,사천시,40930,41723,1700,2007
2018,3,201803,경남,산청군,11545,11747,586,691
2018,3,201803,경남,양산시,124161,125316,5144,6185
2018,3,201803,경남,의령군,8788,8913,435,540
2018,3,201803,경남,진주시,122193,125272,4386,5744
2018,3,201803,경남,창녕군,22932,23550,1202,1416
2018,3,201803,경남,창원시,453672,479984,13409,16397
2018,3,201803,경남,통영시,40522,41427,2206,2546
2018,3,201803,경남,하동군,15252,15429,718,813
2018,3,201803,경남,함안군,29064,38803,1334,1848
