year,month,yyyymm,sido,sigungu,passenger_private,passenger_total,van_private,van_total
2019,5,201905,충남,천안시,259931,264506,9969,11678
2019,5,201905,충남,청양군,10093,10239,557,669
2019,5,201905,충남,태안군,21903,22170,1168,1299
2019,5,201905,충남,홍성군,36963,37470,1661,1976
2019,5,201905,충북,괴산군,13460,13612,814,909
2019,5,201905,충북,단양군,10124,10307,587,690
2019,5,201905,충북,보은군,10889,11083,671,807
2019,5,201905,충북,영동군,15693,15903,816,959
2019,5,201905,충북,옥천군,17584,18041,920,1061
2019,5,201905,충북,음성군,41023,41372,2355,2602
2019,5,201905,충북,제천시,49375,50284,2156,2407
2019,5,201905,충북,증평군,14664,14842,674,734
2019,5,201905,충북,진천군,35348,35676,1643,1815
2019,5,201905,충북,청주시,328812,338738,11976,14843
2019,5,201905,충북,충주시,81352,84224,3529,4074
2019,6,201906,강원,강릉시,82427,84957,3104,3814
2019,6,201906,강원,고성군,9709,9849,527,612
2019,6,201906,강원,동해시,34874,35667,1550,1745
2019,6,201906,강원,삼척시,24052,24585,968,1176
2019,6,201906,강원,속초시,29055,30071,1373,1612
2019,6,201906,강원,양구군,8311,8402,378,451
2019,6,201906,강원,양양군,10578,10739,501,552
2019,6,201906,강원,영월군,13720,13972,806,954
2019,6,201906,강원,원주시,132592,135809,5112,5911
2019,6,201906,강원,인제군,12207,12420,585,679
2019,6,201906,강원,정선군,13307,13634,727,871
2019,6,201906,강원,철원군,15808,15995,917,1006
2019,6,201906,강원,춘천시,104244,106832,3916,4811
2019,6,201906,강원,태백시,15737,16233,814,1042
2019,6,201906,강원,평창군,15972,16313,876,1007
2019,6,201906,강원,홍천군,24783,25127,1443,1859
2019,6,201906,강원,화천군,8971,9088,396,517
2019,6,201906,강원,횡성군,16465,16899,918,1048
2019,6,201906,경기,가평군,22020,22355,1397,1731
2019,6,201906,경기,고양시,341284,348783,11223,13403
2019,6,201906,경기,과천시,18170,18967,627,757
2019,6,201906,경기,광명시,88015,89846,3579,4167
2019,6,201906,경기,광주시,143899,144886,6070,9092
2019,6,201906,경기,구리시,58547,59732,2205,2562
2019,6,201906,경기,군포시,83094,83983,2882,3125
2019,6,201906,경기,김포시,164473,166341,6165,7901
2019,6,201906,경기,남양주시,225726,227780,9542,10671
2019,6,201906,경기,동두천시,29466,30240,1610,1736
2019,6,201906,경기,부천시,245121,251497,10882,12358
2019,6,201906,경기,성남시,289021,296388,9043,11051
2019,6,201906,경기,수원시,426423,434710,15431,18428
2019,6,201906,경기,시흥시,178196,180203,7548,8036
2019,6,201906,경기,안산시,231621,236429,11548,13776
2019,6,201906,경기,안성시,75117,75997,3605,4151
2019,6,201906,경기,안양시,173858,177802,6197,7978
2019,6,201906,경기,양주시,77783,78646,4124,4751
2019,6,201906,경기,양평군,43915,44423,2006,2816
2019,6,201906,경기,여주시,44429,45074,2288,3073
2019,6,201906,경기,연천군,15953,16211,944,1130
2019,6,201906,경기,오산시,83782,84987,3382,3924
2019,6,201906,경기,용인시,391178,397877,11843,14278
2019,6,201906,경기,의왕시,51940,52718,1707,1960
2019,6,201906,경기,의정부시,128331,130539,5847,6542
2019,6,201906,경기,이천시,85213,86256,3917,4499
2019,6,201906,경기,파주시,166522,168592,6422,9185
2019,6,201906,경기,평택시,210817,214500,8748,10498
2019,6,201906,경기,포천시,58873,65079,3449,4345
2019,6,201906,경기,하남시,89117,89792,2870,3274
2019,6,201906,경기,화성시,333813,336910,11666,14056
2019,6,201906,경남,거제시,87867,89089,3381,4021
2019,6,201906,경남,거창군,21224,21522,958,1187
2019,6,201906,경남,고성군,17942,18271,923,1077
2019,6,201906,경남,김해시,213671,216317,7655,8429
2019,6,201906,경남,남해군,12518,12787,611,798
2019,6,201906,경남,밀양시,38566,39150,1654,1974
2019,6,201906,경남,사천시,42228,42995,1711,2019
2019,6,201906,경남,산청군,11935,12166,577,687
2019,6,201906,경남,양산시,130534,131662,5019,6028
2019,6,201906,경남,의령군,9159,9292,437,541
2019,6,201906,경남,진주시,127001,130062,4216,5551
2019,6,201906,경남,창녕군,23397,23914,1197,1378
2019,6,201906,경남,창원시,454152,479251,12815,15734
2019,6,201906,경남,통영시,40877,41775,2125,2454
2019,6,201906,경남,하동군,15527,15702,702,792
2019,6,201906,경남,함안군,29114,40192,1243,1715
2019,6,201906,경남,함양군,12016,12279,571,702
2019,6,201906,경남,합천군,14174,14358,680,810
2019,6,201906,경북,경산시,105390,106639,3630,4104
2019,6,201906,경북,경주시,106600,108672,4401,5109
2019,6,201906,경북,고령군,13282,13377,710,783
2019,6,201906,경북,구미시,173533,176372,6490,7419
2019,6,201906,경북,군위군,8815,8899,431,487
2019,6,201906,경북,김천시,52260,53036,2288,2617
2019,6,201906,경북,문경시,24275,24740,1352,1537
2019,6,201906,경북,봉화군,10133,10302,502,584
2019,6,201906,경북,상주시,33313,33891,1733,2078
2019,6,201906,경북,성주군,18018,18362,883,976
2019,6,201906,경북,안동시,58132,59263,2398,2903
2019,6,201906,경북,영덕군,11969,12165,639,743
2019,6,201906,경북,영양군,5424,5509,296,354
2019,6,201906,경북,영주시,37761,38419,1835,2066
2019,6,201906,경북,영천시,39732,40290,1919,2233
2019,6,201906,경북,예천군,19101,19378,784,910
2019,6,201906,경북,울릉군,3619,4005,248,453
2019,6,201906,경북,울진군,18171,18448,738,879
2019,6,201906,경북,의성군,17178,17354,934,1094
2019,6,201906,경북,청도군,16001,16179,702,783
2019,6,201906,경북,청송군,8997,9102,465,570
2019,6,201906,경북,칠곡군,52506,52942,2223,2760
2019,6,201906,경북,포항시,209268,213473,6940,8291
2019,6,201906,광주,광산구,154762,158499,5231,5781
2019,6,201906,광주,남구,75846,77104,2394,2799
2019,6,201906,광주,동구,31870,32575,1148,1374
2019,6,201906,광주,북구,155158,160776,4953,6152
2019,6,201906,광주,서구,120088,125535,3938,4687
2019,6,201906,대구,남구,46401,47594,1731,1999
2019,6,201906,대구,달서구,224461,230282,6123,7007
2019,6,201906,대구,달성군,104113,105856,3328,3965
2019,6,201906,대구,동구,126730,132509,4094,4938
2019,6,201906,대구,북구,160758,163800,4735,5526
2019,6,201906,대구,서구,56754,59181,2236,2577
2019,6,201906,대구,수성구,190863,194324,3969,4868
2019,6,201906,대구,중구,49029,49921,1141,1545
2019,6,201906,대전,대덕구,67233,69363,2869,3429
2019,6,201906,대전,동구,71808,74236,3129,3524
2019,6,201906,대전,서구,176222,181156,5499,6096
2019,6,201906,대전,유성구,149459,151952,4014,4476
2019,6,201906,대전,중구,79951,83060,3391,4097
2019,6,201906,부산,강서구,54054,55311,1903,2183
2019,6,201906,부산,금정구,67872,71271,2742,3503
2019,6,201906,부산,기장군,59024,59865,2417,2977
2019,6,201906,부산,남구,78662,80784,2721,3216
2019,6,201906,부산,동구,40046,41262,1079,1358
2019,6,201906,부산,동래구,75664,77569,2586,3280
2019,6,201906,부산,부산진구,101364,112540,3633,4219
2019,6,201906,부산,북구,84018,85604,2905,3271
2019,6,201906,부산,사상구,65758,69000,2801,3216
2019,6,201906,부산,사하구,90441,94972,3513,3955
2019,6,201906,부산,서구,23398,23836,1128,1188
2019,6,201906,부산,수영구,59363,82081,1785,2375
2019,6,201906,부산,연제구,76528,81689,2098,3195
2019,6,201906,부산,영도구,25833,27329,1230,1577
2019,6,201906,부산,중구,21644,21924,579,685
2019,6,201906,부산,해운대구,144875,154819,4064,4394
2019,6,201906,서울,강남구,195280,211208,5200,6097
2019,6,201906,서울,강동구,108726,114639,4063,4660
2019,6,201906,서울,강북구,60546,63268,3101,3903
2019,6,201906,서울,강서구,161117,174243,6071,7620
2019,6,201906,서울,관악구,99812,103107,4357,4691
2019,6,201906,서울,광진구,80020,83458,3014,3422
2019,6,201906,서울,구로구,109149,119739,5488,6241
2019,6,201906,서울,금천구,66395,69423,3817,4325
2019,6,201906,서울,노원구,127251,133317,4673,5602
2019,6,201906,서울,도봉구,76707,81826,3327,3813
2019,6,201906,서울,동대문구,78019,81061,3585,3773
2019,6,201906,서울,동작구,92286,93539,3115,3298
2019,6,201906,서울,마포구,96888,101062,3436,4218
2019,6,201906,서울,서대문구,71677,75340,2816,3370
2019,6,201906,서울,서초구,151413,159219,4082,5030
2019,6,201906,서울,성동구,82517,89639,2809,5155
2019,6,201906,서울,성북구,99012,101670,3956,5158
2019,6,201906,서울,송파구,199662,206264,5454,7164
2019,6,201906,서울,양천구,123907,128735,4270,5112
2019,6,201906,서울,영등포구,112306,116460,4954,5220
2019,6,201906,서울,용산구,66251,67384,2345,2491
2019,6,201906,서울,은평구,107145,111478,4370,5193
2019,6,201906,서울,종로구,38703,40831,1901,3989
2019,6,201906,서울,중구,38089,41011,2341,3380
2019,6,201906,서울,중랑구,86628,92743,4180,4780
2019,6,201906,세종,세종시,134389,135302,3801,4356
2019,6,201906,울산,남구,131168,134515,3418,4177
2019,6,201906,울산,동구,55503,56112,1533,1717
2019,6,201906,울산,북구,93163,95058,2391,2682
2019,6,201906,울산,울주군,96306,97679,3169,4016
2019,6,201906,울산,중구,87588,88978,2307,2656
2019,6,201906,인천,강화군,23162,67340,1288,3625
2019,6,201906,인천,계양구,94397,268509,4296,8513
2019,6,201906,인천,남동구,214796,252776,6974,8837
2019,6,201906,인천,동구,20523,21728,1102,1230
2019,6,201906,인천,미추홀구,127508,131916,5432,5797
2019,6,201906,인천,부평구,182963,191321,6602,7694
2019,6,201906,인천,서구,193602,198082,7586,8954
2019,6,201906,인천,연수구,156512,161275,3640,4534
2019,6,201906,인천,옹진군,7592,7724,549,656
2019,6,201906,인천,중구,48814,55648,2011,3162
2019,6,201906,전남,강진군,11115,11377,602,757
2019,6,201906,전남,고흥군,17918,18196,1138,1336
2019,6,201906,전남,곡성군,9136,9417,501,608
2019,6,201906,전남,광양시,62722,63483,2485,2819
2019,6,201906,전남,구례군,8455,8834,481,573
2019,6,201906,전남,나주시,43654,44943,2087,2607
2019,6,201906,전남,담양군,17088,17426,881,1188
2019,6,201906,전남,목포시,77085,79737,3480,4075
2019,6,201906,전남,무안군,29134,29480,1481,1719
2019,6,201906,전남,보성군,12772,67484,785,2897
2019,6,201906,전남,순천시,106270,108160,3854,4738
2019,6,201906,전남,신안군,11391,11738,656,829
2019,6,201906,전남,여수시,100840,103297,4039,4878
2019,6,201906,전남,영광군,18025,18254,884,1004
2019,6,201906,전남,영암군,20280,31987,1252,1586
2019,6,201906,전남,완도군,14402,14678,827,994
2019,6,201906,전남,장성군,17231,17481,877,1032
2019,6,201906,전남,장흥군,12189,12348,675,779
2019,6,201906,전남,진도군,9665,9821,577,674
2019,6,201906,전남,함평군,10785,31528,580,1284
2019,6,201906,전남,해남군,21970,22319,1625,1799
2019,6,201906,전남,화순군,22234,22538,1104,2376
2019,6,201906,전북,고창군,18177,18469,1289,1440
2019,6,201906,전북,군산시,104067,106887,3874,4507
2019,6,201906,전북,김제시,29736,30675,1621,1857
2019,6,201906,전북,남원시,25826,30657,1386,1827
2019,6,201906,전북,무주군,7712,7836,507,580
2019,6,201906,전북,부안군,17508,17779,939,1142
2019,6,201906,전북,순창군,8934,9056,486,559
2019,6,201906,전북,완주군,36493,36976,1767,2363
2019,6,201906,전북,익산시,105051,107595,4936,5598
2019,6,201906,전북,임실군,9006,9125,471,593
2019,6,201906,전북,장수군,7060,7159,400,471
2019,6,201906,전북,전주시,263684,269951,8234,10049
2019,6,201906,전북,정읍시,36416,39149,1890,2210
2019,6,201906,전북,진안군,8475,8613,466,587
2019,6,201906,제주,서귀포시,70958,72489,3467,3769
2019,6,201906,제주,제주시,210582,400040,8501,16333
2019,6,201906,충남,계룡시,18579,18696,719,880
2019,6,201906,충남,공주시,38063,39325,1940,2423
2019,6,201906,충남,금산군,18161,19345,1232,1585
2019,6,201906,충남,논산시,41756,42759,2400,2909
2019,6,201906,충남,당진시,70710,71337,2766,3148
2019,6,201906,충남,보령시,36549,37110,1676,1917
2019,6,201906,충남,부여군,21276,21874,1302,1721
2019,6,201906,충남,서산시,69242,70323,2943,3486
2019,6,201906,충남,서천군,18255,18495,852,1002
2019,6,201906,충남,아산시,130620,133014,5679,6415
2019,6,201906,충남,예산군,29261,29710,1547,1961
2019,6,201906,충남,천안시,260720,265283,9934,11646
2019,6,201906,충남,청양군,10112,10258,554,666
2019,6,201906,충남,태안군,21969,22236,1169,1299
2019,6,201906,충남,홍성군,37052,37556,1651,1965
2019,6,201906,충북,괴산군,13496,13644,810,908
2019,6,201906,충북,단양군,10166,10351,588,689
2019,6,201906,충북,보은군,10892,11086,665,805
2019,6,201906,충북,영동군,15709,15919,816,963
2019,6,201906,충북,옥천군,17618,18067,916,1058
2019,6,201906,충북,음성군,41041,41390,2344,2591
2019,6,201906,충북,제천시,49445,50354,2143,2391
2019,6,201906,충북,증평군,14756,14931,679,738
2019,6,201906,충북,진천군,35519,35840,1641,1813
2019,6,201906,충북,청주시,329671,339626,11945,14801
2019,6,201906,충북,충주시,81564,84512,3524,4070
2019,7,201907,강원,강릉시,82576,85120,3085,3788
2019,7,201907,강원,고성군,9687,9824,523,605
2019,7,201907,강원,동해시,34954,35734,1541,1731
2019,7,201907,강원,삼척시,24177,24711,968,1168
2019,7,201907,강원,속초시,29171,30182,1367,1603
2019,7,201907,강원,양구군,8317,8407,383,457
2019,7,201907,강원,양양군,10621,10783,502,553
2019,7,201907,강원,영월군,13740,14000,814,962
2019,7,201907,강원,원주시,133217,136414,5105,5895
2019,7,201907,강원,인제군,12193,12407,581,675
2019,7,201907,강원,정선군,13354,13681,729,870
2019,7,201907,강원,철원군,15894,16080,915,1004
2019,7,201907,강원,춘천시,104586,107179,3910,4826
2019,7,201907,강원,태백시,15749,16250,800,1027
2019,7,201907,강원,평창군,15986,16390,880,1008
2019,7,201907,강원,홍천군,24795,25136,1442,1858
2019,7,201907,강원,화천군,8992,9108,396,517
2019,7,201907,강원,횡성군,16534,16972,926,1053
2019,7,201907,경기,가평군,22046,22379,1387,1700
2019,7,201907,경기,고양시,343176,350607,11205,13390
2019,7,201907,경기,과천시,18211,19012,628,758
2019,7,201907,경기,광명시,88150,89968,3577,4174
2019,7,201907,경기,광주시,144428,145425,6048,9046
2019,7,201907,경기,구리시,58644,59836,2205,2561
2019,7,201907,경기,군포시,83166,84053,2887,3127
2019,7,201907,경기,김포시,165234,167152,6136,7876
2019,7,201907,경기,남양주시,227134,229156,9537,10670
2019,7,201907,경기,동두천시,29512,30286,1607,1733
2019,7,201907,경기,부천시,245717,252128,10771,12245
2019,7,201907,경기,성남시,289081,296428,9001,11022
2019,7,201907,경기,수원시,427491,435874,15302,18306
2019,7,201907,경기,시흥시,179167,181147,7532,8006
2019,7,201907,경기,안산시,232578,237411,11459,13678
2019,7,201907,경기,안성시,75847,76727,3610,4151
2019,7,201907,경기,안양시,174108,177969,6181,7938
2019,7,201907,경기,양주시,78109,78974,4136,4760
2019,7,201907,경기,양평군,43986,44494,1994,2805
2019,7,201907,경기,여주시,44599,45249,2290,3060
2019,7,201907,경기,연천군,15970,16229,940,1127
2019,7,201907,경기,오산시,84070,85337,3383,3927
2019,7,201907,경기,용인시,392783,397560,11875,14194
2019,7,201907,경기,의왕시,52402,53242,1687,1938
2019,7,201907,경기,의정부시,128843,131052,5830,6517
2019,7,201907,경기,이천시,85600,86643,3921,4510
2019,7,201907,경기,파주시,167118,169168,6395,9136
2019,7,201907,경기,평택시,212411,216104,8740,10496
2019,7,201907,경기,포천시,59030,65040,3441,4341
2019,7,201907,경기,하남시,89916,90592,2876,3277
2019,7,201907,경기,화성시,336647,339704,11718,14135
2019,7,201907,경남,거제시,88075,89296,3365,4002
2019,7,201907,경남,거창군,21256,21554,959,1188
2019,7,201907,경남,고성군,17893,18230,917,1069
2019,7,201907,경남,김해시,214327,217035,7638,8411
2019,7,201907,경남,남해군,12531,12804,606,794
2019,7,201907,경남,밀양시,38648,39238,1652,1973
2019,7,201907,경남,사천시,42251,43020,1717,2019
2019,7,201907,경남,산청군,11951,12180,579,688
2019,7,201907,경남,양산시,130769,131901,5020,6028
2019,7,201907,경남,의령군,9170,9301,436,539
2019,7,201907,경남,진주시,127460,130514,4199,5528
2019,7,201907,경남,창녕군,23422,23942,1198,1380
2019,7,201907,경남,창원시,455160,480948,12776,15705
2019,7,201907,경남,통영시,40928,41828,2138,2464
2019,7,201907,경남,하동군,15530,15704,698,794
2019,7,201907,경남,함안군,29106,40301,1237,1707
2019,7,201907,경남,함양군,12050,12312,573,706
2019,7,201907,경남,합천군,14211,14396,676,806
2019,7,201907,경북,경산시,105699,106956,3625,4102
2019,7,201907,경북,경주시,106630,108682,4402,5108
2019,7,201907,경북,고령군,13329,13427,709,781
2019,7,201907,경북,구미시,173926,176744,6444,7367
2019,7,201907,경북,군위군,8840,8924,441,497
2019,7,201907,경북,김천시,52353,53125,2296,2623
2019,7,201907,경북,문경시,24290,24754,1348,1536
2019,7,201907,경북,봉화군,10174,10343,496,577
2019,7,201907,경북,상주시,33381,33956,1736,2073
2019,7,201907,경북,성주군,18007,18345,883,978
2019,7,201907,경북,안동시,58220,59339,2387,2885
2019,7,201907,경북,영덕군,12028,12220,644,747
2019,7,201907,경북,영양군,5436,5521,294,352
2019,7,201907,경북,영주시,37832,38480,1830,2061
2019,7,201907,경북,영천시,39803,40360,1902,2215
2019,7,201907,경북,예천군,19137,19415,799,927
2019,7,201907,경북,울릉군,3624,4009,247,453
2019,7,201907,경북,울진군,18234,18503,732,872
2019,7,201907,경북,의성군,17247,17429,932,1093
2019,7,201907,경북,청도군,15997,16175,703,786
2019,7,201907,경북,청송군,9008,9113,470,575
2019,7,201907,경북,칠곡군,52545,52979,2232,2753
2019,7,201907,경북,포항시,209716,213917,6933,8288
2019,7,201907,광주,광산구,155124,158953,5231,5784
2019,7,201907,광주,남구,76082,77338,2392,2797
2019,7,201907,광주,동구,32580,33295,1147,1376
2019,7,201907,광주,북구,155342,160908,4932,6135
2019,7,201907,광주,서구,120248,125481,3903,4645
2019,7,201907,대구,남구,46340,47548,1732,1990
2019,7,201907,대구,달서구,225343,231187,6117,7005
2019,7,201907,대구,달성군,104518,106283,3324,3969
2019,7,201907,대구,동구,126772,132627,4046,4898
2019,7,201907,대구,북구,161103,164138,4723,5512
2019,7,201907,대구,서구,56571,58920,2205,2546
2019,7,201907,대구,수성구,190899,194372,3970,4872
2019,7,201907,대구,중구,48902,49783,1141,1539
2019,7,201907,대전,대덕구,67358,69420,2850,3410
2019,7,201907,대전,동구,71839,74275,3138,3534
2019,7,201907,대전,서구,176563,181513,5486,6087
2019,7,201907,대전,유성구,149425,152067,3969,4432
2019,7,201907,대전,중구,80033,83150,3373,4060
2019,7,201907,부산,강서구,54180,55433,1904,2183
2019,7,201907,부산,금정구,67976,71358,2729,3484
2019,7,201907,부산,기장군,59080,59926,2407,2967
2019,7,201907,부산,남구,78761,80863,2716,3204
2019,7,201907,부산,동구,40142,41350,1076,1355
2019,7,201907,부산,동래구,75929,77733,2563,3256
2019,7,201907,부산,부산진구,101552,112797,3618,4181
2019,7,201907,부산,북구,84026,85604,2894,3258
2019,7,201907,부산,사상구,65787,69015,2785,3196
2019,7,201907,부산,사하구,90528,95080,3488,3898
2019,7,201907,부산,서구,23408,23847,1120,1177
2019,7,201907,부산,수영구,59475,82768,1780,2439
2019,7,201907,부산,연제구,76565,81902,2064,3147
2019,7,201907,부산,영도구,25833,27329,1228,1573
2019,7,201907,부산,중구,21801,22086,580,685
2019,7,201907,부산,해운대구,145021,153964,4037,4366
2019,7,201907,서울,강남구,195398,211202,5156,6043
2019,7,201907,서울,강동구,109250,115171,4050,4646
2019,7,201907,서울,강북구,60589,63203,3092,3880
2019,7,201907,서울,강서구,161200,174296,5995,7551
2019,7,201907,서울,관악구,99886,103182,4322,4651
2019,7,201907,서울,광진구,79977,83510,2977,3391
2019,7,201907,서울,구로구,109244,119793,5468,6212
2019,7,201907,서울,금천구,66519,69596,3786,4293
2019,7,201907,서울,노원구,127198,133467,4638,5585
2019,7,201907,서울,도봉구,76745,81866,3310,3797
2019,7,201907,서울,동대문구,78094,81113,3568,3754
2019,7,201907,서울,동작구,92366,93622,3099,3281
2019,7,201907,서울,마포구,96822,101064,3407,4202
2019,7,201907,서울,서대문구,71566,75239,2799,3352
2019,7,201907,서울,서초구,151725,159491,4019,4951
2019,7,201907,서울,성동구,82491,89612,2769,5117
2019,7,201907,서울,성북구,99362,102003,3927,5135
2019,7,201907,서울,송파구,199476,206086,5404,7115
2019,7,201907,서울,양천구,124017,128848,4256,5105
2019,7,201907,서울,영등포구,112337,117031,4938,5191
2019,7,201907,서울,용산구,66116,67274,2332,2477
2019,7,201907,서울,은평구,107130,111448,4338,5160
2019,7,201907,서울,종로구,38717,40852,1897,3991
2019,7,201907,서울,중구,38166,41000,2317,3322
2019,7,201907,서울,중랑구,86546,92574,4151,4730
2019,7,201907,세종,세종시,135758,136672,3808,4377
2019,7,201907,울산,남구,131129,134405,3402,4159
2019,7,201907,울산,동구,55554,56163,1530,1714
2019,7,201907,울산,북구,93695,95564,2404,2699
2019,7,201907,울산,울주군,96715,98180,3151,4006
2019,7,201907,울산,중구,87520,88914,2308,2655
2019,7,201907,인천,강화군,23248,69825,1284,3786
2019,7,201907,인천,계양구,94265,271109,4264,8465
2019,7,201907,인천,남동구,214790,253028,6937,8792
2019,7,201907,인천,동구,20561,21830,1127,1250
2019,7,201907,인천,미추홀구,127984,132251,5392,5759
2019,7,201907,인천,부평구,182727,191476,6524,7622
2019,7,201907,인천,서구,194242,198737,7540,8910
2019,7,201907,인천,연수구,157282,162024,3645,4538
2019,7,201907,인천,옹진군,7601,7733,555,662
2019,7,201907,인천,중구,49247,56180,2004,3176
2019,7,201907,전남,강진군,11124,11385,599,767
2019,7,201907,전남,고흥군,17943,18220,1139,1337
2019,7,201907,전남,곡성군,9134,9413,500,607
2019,7,201907,전남,광양시,62955,63713,2493,2830
2019,7,201907,전남,구례군,8453,8841,476,568
2019,7,201907,전남,나주시,43706,44985,2094,2616
2019,7,201907,전남,담양군,17119,17456,873,1182
2019,7,201907,전남,목포시,77200,79869,3479,4077
2019,7,201907,전남,무안군,29206,29548,1480,1717
2019,7,201907,전남,보성군,12800,65934,778,2796
2019,7,201907,전남,순천시,106785,108670,3853,4722
2019,7,201907,전남,신안군,11437,11773,657,827
2019,7,201907,전남,여수시,101030,103505,4025,4864
2019,7,201907,전남,영광군,18079,18308,878,1001
2019,7,201907,전남,영암군,20316,31900,1253,1587
2019,7,201907,전남,완도군,14467,14752,823,991
2019,7,201907,전남,장성군,17209,17459,879,1034
2019,7,201907,전남,장흥군,12243,12401,675,779
2019,7,201907,전남,진도군,9666,9823,577,675
2019,7,201907,전남,함평군,10819,33434,577,1306
2019,7,201907,전남,해남군,21998,22348,1626,1801
2019,7,201907,전남,화순군,22259,22563,1107,2395
2019,7,201907,전북,고창군,18178,18470,1299,1450
2019,7,201907,전북,군산시,104062,106802,3834,4475
2019,7,201907,전북,김제시,29737,30655,1604,1839
2019,7,201907,전북,남원시,25821,30582,1376,1810
2019,7,201907,전북,무주군,7711,7835,504,577
2019,7,201907,전북,부안군,17540,17811,944,1141
2019,7,201907,전북,순창군,8923,9047,486,559
2019,7,201907,전북,완주군,36425,36910,1770,2368
2019,7,201907,전북,익산시,105174,107713,4909,5576
2019,7,201907,전북,임실군,9003,9123,466,591
2019,7,201907,전북,장수군,7079,7179,398,470
2019,7,201907,전북,전주시,264544,270828,8205,10012
2019,7,201907,전북,정읍시,36533,39224,1884,2204
2019,7,201907,전북,진안군,8508,8643,469,588
2019,7,201907,제주,서귀포시,71014,72537,3449,3754
2019,7,201907,제주,제주시,210162,404832,8438,16323
2019,7,201907,충남,계룡시,18572,18688,715,876
2019,7,201907,충남,공주시,38151,39485,1945,2439
2019,7,201907,충남,금산군,18181,19371,1231,1579
2019,7,201907,충남,논산시,41791,42804,2407,2921
2019,7,201907,충남,당진시,70844,71471,2760,3139
2019,7,201907,충남,보령시,36660,37226,1679,1918
2019,7,201907,충남,부여군,21298,21895,1294,1715
2019,7,201907,충남,서산시,69405,70478,2949,3491
2019,7,201907,충남,서천군,18273,18513,852,1002
2019,7,201907,충남,아산시,130971,133313,5674,6403
2019,7,201907,충남,예산군,29293,29735,1554,1963
2019,7,201907,충남,천안시,261475,266006,9942,11645
2019,7,201907,충남,청양군,10118,10262,556,668
2019,7,201907,충남,태안군,22052,22310,1167,1297
2019,7,201907,충남,홍성군,37117,37622,1641,1954
2019,7,201907,충북,괴산군,13521,13669,808,906
2019,7,201907,충북,단양군,10178,10361,589,688
2019,7,201907,충북,보은군,10907,11102,664,802
2019,7,201907,충북,영동군,15767,15978,816,960
2019,7,201907,충북,옥천군,17663,18109,924,1064
2019,7,201907,충북,음성군,41125,41472,2337,2585
2019,7,201907,충북,제천시,49619,50540,2131,2381
2019,7,201907,충북,증평군,14793,14968,678,737
2019,7,201907,충북,진천군,35728,36047,1638,1813
2019,7,201907,충북,청주시,330539,340533,11914,14779
2019,7,201907,충북,충주시,81899,85035,3501,4050
2019,8,201908,강원,강릉시,82801,85402,3085,3803
2019,8,201908,강원,고성군,9701,9836,527,609
2019,8,201908,강원,동해시,35072,35861,1535,1724
2019,8,201908,강원,삼척시,24226,24761,967,1167
2019,8,201908,강원,속초시,29258,30264,1371,1606
2019,8,201908,강원,양구군,8330,8419,383,456
2019,8,201908,강원,양양군,10643,10810,499,550
2019,8,201908,강원,영월군,13784,14044,808,956
2019,8,201908,강원,원주시,133719,136896,5131,5926
2019,8,201908,강원,인제군,12210,12419,584,680
2019,8,201908,강원,정선군,13394,13716,728,868
2019,8,201908,강원,철원군,15942,16126,909,998
2019,8,201908,강원,춘천시,104883,107489,3908,4808
2019,8,201908,강원,태백시,15761,16261,799,1025
2019,8,201908,강원,평창군,16009,16413,873,1001
2019,8,201908,강원,홍천군,24816,25152,1431,1849
2019,8,201908,강원,화천군,8998,9117,395,524
2019,8,201908,강원,횡성군,16606,17049,929,1050
2019,8,201908,경기,가평군,22106,22442,1390,1700
2019,8,201908,경기,고양시,345631,353049,11190,13357
2019,8,201908,경기,과천시,18254,19056,623,751
2019,8,201908,경기,광명시,88032,89876,3593,4189
2019,8,201908,경기,광주시,144820,145866,6037,9029
2019,8,201908,경기,구리시,58494,59683,2188,2547
2019,8,201908,경기,군포시,83404,84315,2882,3119
2019,8,201908,경기,김포시,165729,167750,6115,7860
2019,8,201908,경기,남양주시,228567,230665,9498,10625
2019,8,201908,경기,동두천시,29546,30321,1595,1721
2019,8,201908,경기,부천시,245796,252225,10695,12187
2019,8,201908,경기,성남시,288830,296214,8962,11013
2019,8,201908,경기,수원시,427114,435549,15079,18053
2019,8,201908,경기,시흥시,180220,182227,7544,8028
2019,8,201908,경기,안산시,232704,237481,11415,13614
2019,8,201908,경기,안성시,76004,76878,3620,4180
2019,8,201908,경기,안양시,174186,178063,6121,7870
2019,8,201908,경기,양주시,78345,79213,4105,4725
2019,8,201908,경기,양평군,44101,44609,1993,2801
2019,8,201908,경기,여주시,44718,45359,2283,3095
2019,8,201908,경기,연천군,16006,16262,940,1128
2019,8,201908,경기,오산시,84953,86207,3386,3927
2019,8,201908,경기,용인시,394140,398761,11814,14119
2019,8,201908,경기,의왕시,52685,53523,1672,1927
2019,8,201908,경기,의정부시,129300,131519,5781,6458
2019,8,201908,경기,이천시,85652,86731,3921,4474
2019,8,201908,경기,파주시,167546,169574,6350,9077
2019,8,201908,경기,평택시,214024,217754,8772,10524
2019,8,201908,경기,포천시,59103,64962,3433,4373
2019,8,201908,경기,하남시,90846,91541,2893,3295
2019,8,201908,경기,화성시,339077,342007,11726,14133
2019,8,201908,경남,거제시,88169,89394,3366,3984
2019,8,201908,경남,거창군,21251,21548,962,1190
2019,8,201908,경남,고성군,17917,18252,916,1068
