year,month,yyyymm,sido,fuel,type,count
2018,01,201801,인천,태양열,승합,0
2018,01,201801,인천,CNG,승용,299
2018,01,201801,인천,CNG,승합,80
2018,01,201801,인천,LNG,승용,0
2018,01,201801,인천,LNG,승합,0
2018,01,201801,인천,하이브리드(휘발유+전기),승용,17031
2018,01,201801,인천,하이브리드(휘발유+전기),승합,0
2018,01,201801,인천,하이브리드(경유+전기),승용,2
2018,01,201801,인천,하이브리드(경유+전기),승합,0
2018,01,201801,인천,하이브리드(LPG+전기),승용,882
2018,01,201801,인천,하이브리드(LPG+전기),승합,0
2018,01,201801,인천,하이브리드(CNG+전기),승용,0
2018,01,201801,인천,하이브리드(CNG+전기),승합,0
2018,01,201801,인천,하이브리드(LNG+전기),승용,0
2018,01,201801,인천,하이브리드(LNG+전기),승합,0
2018,01,201801,인천,수소,승용,3
2018,01,201801,인천,수소,승합,0
2018,01,201801,인천,기타연료,승용,7
2018,01,201801,인천,기타연료,승합,400
2018,01,201801,광주,휘발유,승용,284832
2018,01,201801,광주,휘발유,승합,93
2018,01,201801,광주,경유,승용,156172
2018,01,201801,광주,경유,승합,16152
2018,01,201801,광주,엘피지,승용,68063
2018,01,201801,광주,엘피지,승합,2491
2018,01,201801,광주,등유,승용,0
2018,01,201801,광주,등유,승합,0
2018,01,201801,광주,전기,승용,548
2018,01,201801,광주,전기,승합,0
2018,01,201801,광주,알코올,승용,0
2018,01,201801,광주,알코올,승합,0
2018,01,201801,광주,태양열,승용,0
2018,01,201801,광주,태양열,승합,0
2018,01,201801,광주,CNG,승용,365
2018,01,201801,광주,CNG,승합,7
2018,01,201801,광주,LNG,승용,0
2018,01,201801,광주,LNG,승합,0
2018,01,201801,광주,하이브리드(휘발유+전기),승용,8136
2018,01,201801,광주,하이브리드(휘발유+전기),승합,0
2018,01,201801,광주,하이브리드(경유+전기),승용,1
2018,01,201801,광주,하이브리드(경유+전기),승합,0
2018,01,201801,광주,하이브리드(LPG+전기),승용,738
2018,01,201801,광주,하이브리드(LPG+전기),승합,0
2018,01,201801,광주,하이브리드(CNG+전기),승용,0
2018,01,201801,광주,하이브리드(CNG+전기),승합,0
2018,01,201801,광주,하이브리드(LNG+전기),승용,0
2018,01,201801,광주,하이브리드(LNG+전기),승합,0
2018,01,201801,광주,수소,승용,21
2018,01,201801,광주,수소,승합,0
2018,01,201801,광주,기타연료,승용,15
2018,01,201801,광주,기타연료,승합,331
2018,01,201801,대전,휘발유,승용,319008
2018,01,201801,대전,휘발유,승합,120
2018,01,201801,대전,경유,승용,151012
2018,01,201801,대전,경유,승합,17533
2018,01,201801,대전,엘피지,승용,55937
2018,01,201801,대전,엘피지,승합,2616
2018,01,201801,대전,등유,승용,0
2018,01,201801,대전,등유,승합,0
2018,01,201801,대전,전기,승용,284
2018,01,201801,대전,전기,승합,2
2018,01,201801,대전,알코올,승용,0
2018,01,201801,대전,알코올,승합,0
2018,01,201801,대전,태양열,승용,0
2018,01,201801,대전,태양열,승합,0
2018,01,201801,대전,CNG,승용,431
2018,01,201801,대전,CNG,승합,15
2018,01,201801,대전,LNG,승용,0
2018,01,201801,대전,LNG,승합,0
2018,01,201801,대전,하이브리드(휘발유+전기),승용,7934
2018,01,201801,대전,하이브리드(휘발유+전기),승합,0
2018,01,201801,대전,하이브리드(경유+전기),승용,3
2018,01,201801,대전,하이브리드(경유+전기),승합,1
2018,01,201801,대전,하이브리드(LPG+전기),승용,599
2018,01,201801,대전,하이브리드(LPG+전기),승합,0
2018,01,201801,대전,하이브리드(CNG+전기),승용,0
2018,01,201801,대전,하이브리드(CNG+전기),승합,0
2018,01,201801,대전,하이브리드(LNG+전기),승용,0
2018,01,201801,대전,하이브리드(LNG+전기),승합,0
2018,01,201801,대전,수소,승용,1
2018,01,201801,대전,수소,승합,0
2018,01,201801,대전,기타연료,승용,1
2018,01,201801,대전,기타연료,승합,318
2018,01,201801,울산,휘발유,승용,274564
2018,01,201801,울산,휘발유,승합,68
2018,01,201801,울산,경유,승용,140490
2018,01,201801,울산,경유,승합,12201
2018,01,201801,울산,엘피지,승용,30129
2018,01,201801,울산,엘피지,승합,1374
2018,01,201801,울산,등유,승용,0
2018,01,201801,울산,등유,승합,0
2018,01,201801,울산,전기,승용,373
2018,01,201801,울산,전기,승합,0
2018,01,201801,울산,알코올,승용,0
2018,01,201801,울산,알코올,승합,0
2018,01,201801,울산,태양열,승용,0
2018,01,201801,울산,태양열,승합,0
2018,01,201801,울산,CNG,승용,99
2018,01,201801,울산,CNG,승합,1
2018,01,201801,울산,LNG,승용,0
2018,01,201801,울산,LNG,승합,0
2018,01,201801,울산,하이브리드(휘발유+전기),승용,6391
2018,01,201801,울산,하이브리드(휘발유+전기),승합,0
2018,01,201801,울산,하이브리드(경유+전기),승용,0
2018,01,201801,울산,하이브리드(경유+전기),승합,0
2018,01,201801,울산,하이브리드(LPG+전기),승용,574
2018,01,201801,울산,하이브리드(LPG+전기),승합,0
2018,01,201801,울산,하이브리드(CNG+전기),승용,0
2018,01,201801,울산,하이브리드(CNG+전기),승합,0
2018,01,201801,울산,하이브리드(LNG+전기),승용,0
2018,01,201801,울산,하이브리드(LNG+전기),승합,0
2018,01,201801,울산,수소,승용,30
2018,01,201801,울산,수소,승합,0
2018,01,201801,울산,기타연료,승용,9
2018,01,201801,울산,기타연료,승합,195
2018,01,201801,세종,휘발유,승용,64714
2018,01,201801,세종,휘발유,승합,15
2018,01,201801,세종,경유,승용,34442
2018,01,201801,세종,경유,승합,3320
2018,01,201801,세종,엘피지,승용,9436
2018,01,201801,세종,엘피지,승합,300
2018,01,201801,세종,등유,승용,0
2018,01,201801,세종,등유,승합,0
2018,01,201801,세종,전기,승용,95
2018,01,201801,세종,전기,승합,0
2018,01,201801,세종,알코올,승용,0
2018,01,201801,세종,알코올,승합,0
2018,01,201801,세종,태양열,승용,0
2018,01,201801,세종,태양열,승합,0
2018,01,201801,세종,CNG,승용,48
2018,01,201801,세종,CNG,승합,7
2018,01,201801,세종,LNG,승용,0
2018,01,201801,세종,LNG,승합,0
2018,01,201801,세종,하이브리드(휘발유+전기),승용,2681
2018,01,201801,세종,하이브리드(휘발유+전기),승합,0
2018,01,201801,세종,하이브리드(경유+전기),승용,0
2018,01,201801,세종,하이브리드(경유+전기),승합,0
2018,01,201801,세종,하이브리드(LPG+전기),승용,164
2018,01,201801,세종,하이브리드(LPG+전기),승합,0
2018,01,201801,세종,하이브리드(CNG+전기),승용,0
2018,01,201801,세종,하이브리드(CNG+전기),승합,0
2018,01,201801,세종,하이브리드(LNG+전기),승용,0
2018,01,201801,세종,하이브리드(LNG+전기),승합,0
2018,01,201801,세종,수소,승용,2
2018,01,201801,세종,수소,승합,0
2018,01,201801,세종,기타연료,승용,1
2018,01,201801,세종,기타연료,승합,113
2018,01,201801,경기,휘발유,승용,2546308
2018,01,201801,경기,휘발유,승합,1110
2018,01,201801,경기,경유,승용,1367590
2018,01,201801,경기,경유,승합,165496
2018,01,201801,경기,엘피지,승용,310950
2018,01,201801,경기,엘피지,승합,22267
2018,01,201801,경기,등유,승용,0
2018,01,201801,경기,등유,승합,0
2018,01,201801,경기,전기,승용,2372
2018,01,201801,경기,전기,승합,4
2018,01,201801,경기,알코올,승용,0
2018,01,201801,경기,알코올,승합,0
2018,01,201801,경기,태양열,승용,0
2018,01,201801,경기,태양열,승합,0
2018,01,201801,경기,CNG,승용,1409
2018,01,201801,경기,CNG,승합,34
2018,01,201801,경기,LNG,승용,0
2018,01,201801,경기,LNG,승합,0
2018,01,201801,경기,하이브리드(휘발유+전기),승용,82070
2018,01,201801,경기,하이브리드(휘발유+전기),승합,0
2018,01,201801,경기,하이브리드(경유+전기),승용,22
2018,01,201801,경기,하이브리드(경유+전기),승합,1
2018,01,201801,경기,하이브리드(LPG+전기),승용,4162
2018,01,201801,경기,하이브리드(LPG+전기),승합,0
2018,01,201801,경기,하이브리드(CNG+전기),승용,0
2018,01,201801,경기,하이브리드(CNG+전기),승합,0
2018,01,201801,경기,하이브리드(LNG+전기),승용,0
2018,01,201801,경기,하이브리드(LNG+전기),승합,0
2018,01,201801,경기,수소,승용,5
2018,01,201801,경기,수소,승합,0
2018,01,201801,경기,기타연료,승용,128
2018,01,201801,경기,기타연료,승합,2954
2018,01,201801,강원,휘발유,승용,313251
2018,01,201801,강원,휘발유,승합,126
2018,01,201801,강원,경유,승용,179366
2018,01,201801,강원,경유,승합,24548
2018,01,201801,강원,엘피지,승용,48070
2018,01,201801,강원,엘피지,승합,2404
2018,01,201801,강원,등유,승용,0
2018,01,201801,강원,등유,승합,0
2018,01,201801,강원,전기,승용,473
2018,01,201801,강원,전기,승합,1
2018,01,201801,강원,알코올,승용,0
2018,01,201801,강원,알코올,승합,0
2018,01,201801,강원,태양열,승용,0
2018,01,201801,강원,태양열,승합,0
2018,01,201801,강원,CNG,승용,419
2018,01,201801,강원,CNG,승합,6
2018,01,201801,강원,LNG,승용,0
2018,01,201801,강원,LNG,승합,0
2018,01,201801,강원,하이브리드(휘발유+전기),승용,8392
2018,01,201801,강원,하이브리드(휘발유+전기),승합,0
2018,01,201801,강원,하이브리드(경유+전기),승용,0
2018,01,201801,강원,하이브리드(경유+전기),승합,0
2018,01,201801,강원,하이브리드(LPG+전기),승용,749
2018,01,201801,강원,하이브리드(LPG+전기),승합,0
2018,01,201801,강원,하이브리드(CNG+전기),승용,0
2018,01,201801,강원,하이브리드(CNG+전기),승합,0
2018,01,201801,강원,하이브리드(LNG+전기),승용,0
2018,01,201801,강원,하이브리드(LNG+전기),승합,0
2018,01,201801,강원,수소,승용,0
2018,01,201801,강원,수소,승합,0
2018,01,201801,강원,기타연료,승용,4
2018,01,201801,강원,기타연료,승합,379
2018,01,201801,충북,휘발유,승용,338170
2018,01,201801,충북,휘발유,승합,119
2018,01,201801,충북,경유,승용,184809
2018,01,201801,충북,경유,승합,24899
2018,01,201801,충북,엘피지,승용,54513
2018,01,201801,충북,엘피지,승합,2433
2018,01,201801,충북,등유,승용,0
2018,01,201801,충북,등유,승합,0
2018,01,201801,충북,전기,승용,309
2018,01,201801,충북,전기,승합,1
2018,01,201801,충북,알코올,승용,0
2018,01,201801,충북,알코올,승합,0
2018,01,201801,충북,태양열,승용,0
2018,01,201801,충북,태양열,승합,0
2018,01,201801,충북,CNG,승용,248
2018,01,201801,충북,CNG,승합,9
2018,01,201801,충북,LNG,승용,0
2018,01,201801,충북,LNG,승합,0
2018,01,201801,충북,하이브리드(휘발유+전기),승용,8277
2018,01,201801,충북,하이브리드(휘발유+전기),승합,0
2018,01,201801,충북,하이브리드(경유+전기),승용,3
2018,01,201801,충북,하이브리드(경유+전기),승합,0
2018,01,201801,충북,하이브리드(LPG+전기),승용,703
2018,01,201801,충북,하이브리드(LPG+전기),승합,0
2018,01,201801,충북,하이브리드(CNG+전기),승용,0
2018,01,201801,충북,하이브리드(CNG+전기),승합,0
2018,01,201801,충북,하이브리드(LNG+전기),승용,0
2018,01,201801,충북,하이브리드(LNG+전기),승합,0
2018,01,201801,충북,수소,승용,0
2018,01,201801,충북,수소,승합,0
2018,01,201801,충북,기타연료,승용,3
2018,01,201801,충북,기타연료,승합,409
2018,01,201801,충남,휘발유,승용,452154
2018,01,201801,충남,휘발유,승합,145
2018,01,201801,충남,경유,승용,247806
2018,01,201801,충남,경유,승합,34919
2018,01,201801,충남,엘피지,승용,70512
2018,01,201801,충남,엘피지,승합,2999
2018,01,201801,충남,등유,승용,0
2018,01,201801,충남,등유,승합,0
2018,01,201801,충남,전기,승용,387
2018,01,201801,충남,전기,승합,0
2018,01,201801,충남,알코올,승용,0
2018,01,201801,충남,알코올,승합,0
2018,01,201801,충남,태양열,승용,0
2018,01,201801,충남,태양열,승합,0
2018,01,201801,충남,CNG,승용,167
2018,01,201801,충남,CNG,승합,6
2018,01,201801,충남,LNG,승용,0
2018,01,201801,충남,LNG,승합,0
2018,01,201801,충남,하이브리드(휘발유+전기),승용,10948
2018,01,201801,충남,하이브리드(휘발유+전기),승합,0
2018,01,201801,충남,하이브리드(경유+전기),승용,2
2018,01,201801,충남,하이브리드(경유+전기),승합,0
2018,01,201801,충남,하이브리드(LPG+전기),승용,799
2018,01,201801,충남,하이브리드(LPG+전기),승합,0
2018,01,201801,충남,하이브리드(CNG+전기),승용,0
2018,01,201801,충남,하이브리드(CNG+전기),승합,0
2018,01,201801,충남,하이브리드(LNG+전기),승용,0
2018,01,201801,충남,하이브리드(LNG+전기),승합,0
2018,01,201801,충남,수소,승용,27
2018,01,201801,충남,수소,승합,0
2018,01,201801,충남,기타연료,승용,1
2018,01,201801,충남,기타연료,승합,669
2018,01,201801,전북,휘발유,승용,355724
2018,01,201801,전북,휘발유,승합,142
2018,01,201801,전북,경유,승용,210743
2018,01,201801,전북,경유,승합,26970
2018,01,201801,전북,엘피지,승용,77234
2018,01,201801,전북,엘피지,승합,2650
2018,01,201801,전북,등유,승용,0
2018,01,201801,전북,등유,승합,0
2018,01,201801,전북,전기,승용,351
2018,01,201801,전북,전기,승합,0
2018,01,201801,전북,알코올,승용,0
2018,01,201801,전북,알코올,승합,0
2018,01,201801,전북,태양열,승용,0
2018,01,201801,전북,태양열,승합,0
2018,01,201801,전북,CNG,승용,365
2018,01,201801,전북,CNG,승합,3
2018,01,201801,전북,LNG,승용,0
2018,01,201801,전북,LNG,승합,0
2018,01,201801,전북,하이브리드(휘발유+전기),승용,8715
2018,01,201801,전북,하이브리드(휘발유+전기),승합,0
2018,01,201801,전북,하이브리드(경유+전기),승용,2
2018,01,201801,전북,하이브리드(경유+전기),승합,0
2018,01,201801,전북,하이브리드(LPG+전기),승용,842
2018,01,201801,전북,하이브리드(LPG+전기),승합,0
2018,01,201801,전북,하이브리드(CNG+전기),승용,0
2018,01,201801,전북,하이브리드(CNG+전기),승합,0
2018,01,201801,전북,하이브리드(LNG+전기),승용,0
2018,01,201801,전북,하이브리드(LNG+전기),승합,0
2018,01,201801,전북,수소,승용,1
2018,01,201801,전북,수소,승합,0
2018,01,201801,전북,기타연료,승용,6
2018,01,201801,전북,기타연료,승합,361
2018,01,201801,전남,휘발유,승용,335610
2018,01,201801,전남,휘발유,승합,144
2018,01,201801,전남,경유,승용,202842
2018,01,201801,전남,경유,승합,29475
2018,01,201801,전남,엘피지,승용,79197
2018,01,201801,전남,엘피지,승합,3116
2018,01,201801,전남,등유,승용,0
2018,01,201801,전남,등유,승합,0
2018,01,201801,전남,전기,승용,989
2018,01,201801,전남,전기,승합,0
2018,01,201801,전남,알코올,승용,0
2018,01,201801,전남,알코올,승합,0
2018,01,201801,전남,태양열,승용,0
2018,01,201801,전남,태양열,승합,0
2018,01,201801,전남,CNG,승용,262
2018,01,201801,전남,CNG,승합,3
2018,01,201801,전남,LNG,승용,0
2018,01,201801,전남,LNG,승합,0
2018,01,201801,전남,하이브리드(휘발유+전기),승용,8614
2018,01,201801,전남,하이브리드(휘발유+전기),승합,0
2018,01,201801,전남,하이브리드(경유+전기),승용,1
2018,01,201801,전남,하이브리드(경유+전기),승합,0
2018,01,201801,전남,하이브리드(LPG+전기),승용,935
2018,01,201801,전남,하이브리드(LPG+전기),승합,0
2018,01,201801,전남,하이브리드(CNG+전기),승용,0
2018,01,201801,전남,하이브리드(CNG+전기),승합,0
2018,01,201801,전남,하이브리드(LNG+전기),승용,0
2018,01,201801,전남,하이브리드(LNG+전기),승합,0
2018,01,201801,전남,수소,승용,1
2018,01,201801,전남,수소,승합,0
2018,01,201801,전남,기타연료,승용,5
2018,01,201801,전남,기타연료,승합,311
2018,01,201801,경북,휘발유,승용,595908
2018,01,201801,경북,휘발유,승합,255
2018,01,201801,경북,경유,승용,290662
2018,01,201801,경북,경유,승합,40045
2018,01,201801,경북,엘피지,승용,108089
2018,01,201801,경북,엘피지,승합,4662
2018,01,201801,경북,등유,승용,0
2018,01,201801,경북,등유,승합,0
2018,01,201801,경북,전기,승용,817
2018,01,201801,경북,전기,승합,2
2018,01,201801,경북,알코올,승용,0
2018,01,201801,경북,알코올,승합,0
2018,01,201801,경북,태양열,승용,0
2018,01,201801,경북,태양열,승합,0
2018,01,201801,경북,CNG,승용,326
2018,01,201801,경북,CNG,승합,25
2018,01,201801,경북,LNG,승용,0
2018,01,201801,경북,LNG,승합,0
2018,01,201801,경북,하이브리드(휘발유+전기),승용,12952
2018,01,201801,경북,하이브리드(휘발유+전기),승합,0
2018,01,201801,경북,하이브리드(경유+전기),승용,1
2018,01,201801,경북,하이브리드(경유+전기),승합,0
2018,01,201801,경북,하이브리드(LPG+전기),승용,1111
2018,01,201801,경북,하이브리드(LPG+전기),승합,0
2018,01,201801,경북,하이브리드(CNG+전기),승용,0
2018,01,201801,경북,하이브리드(CNG+전기),승합,0
2018,01,201801,경북,하이브리드(LNG+전기),승용,0
2018,01,201801,경북,하이브리드(LNG+전기),승합,0
2018,01,201801,경북,수소,승용,0
2018,01,201801,경북,수소,승합,0
2018,01,201801,경북,기타연료,승용,24
2018,01,201801,경북,기타연료,승합,588
2018,01,201801,경남,휘발유,승용,766752
2018,01,201801,경남,휘발유,승합,260
2018,01,201801,경남,경유,승용,374208
2018,01,201801,경남,경유,승합,43681
2018,01,201801,경남,엘피지,승용,109436
2018,01,201801,경남,엘피지,승합,5624
2018,01,201801,경남,등유,승용,0
2018,01,201801,경남,등유,승합,0
2018,01,201801,경남,전기,승용,1002
2018,01,201801,경남,전기,승합,0
2018,01,201801,경남,알코올,승용,0
2018,01,201801,경남,알코올,승합,0
2018,01,201801,경남,태양열,승용,0
2018,01,201801,경남,태양열,승합,0
2018,01,201801,경남,CNG,승용,473
2018,01,201801,경남,CNG,승합,7
2018,01,201801,경남,LNG,승용,0
2018,01,201801,경남,LNG,승합,0
2018,01,201801,경남,하이브리드(휘발유+전기),승용,17020
2018,01,201801,경남,하이브리드(휘발유+전기),승합,0
2018,01,201801,경남,하이브리드(경유+전기),승용,17
2018,01,201801,경남,하이브리드(경유+전기),승합,0
2018,01,201801,경남,하이브리드(LPG+전기),승용,1140
2018,01,201801,경남,하이브리드(LPG+전기),승합,0
2018,01,201801,경남,하이브리드(CNG+전기),승용,0
2018,01,201801,경남,하이브리드(CNG+전기),승합,0
2018,01,201801,경남,하이브리드(LNG+전기),승용,0
2018,01,201801,경남,하이브리드(LNG+전기),승합,0
2018,01,201801,경남,수소,승용,47
2018,01,201801,경남,수소,승합,0
2018,01,201801,경남,기타연료,승용,9
2018,01,201801,경남,기타연료,승합,534
2018,01,201801,제주,휘발유,승용,161376
2018,01,201801,제주,휘발유,승합,69
2018,01,201801,제주,경유,승용,80082
2018,01,201801,제주,경유,승합,10808
2018,01,201801,제주,엘피지,승용,23728
2018,01,201801,제주,엘피지,승합,2150
2018,01,201801,제주,등유,승용,0
2018,01,201801,제주,등유,승합,0
2018,01,201801,제주,전기,승용,7138
2018,01,201801,제주,전기,승합,0
2018,01,201801,제주,알코올,승용,0
2018,01,201801,제주,알코올,승합,0
2018,01,201801,제주,태양열,승용,0
2018,01,201801,제주,태양열,승합,0
2018,01,201801,제주,CNG,승용,15
2018,01,201801,제주,CNG,승합,0
2018,01,201801,제주,LNG,승용,0
2018,01,201801,제주,LNG,승합,0
2018,01,201801,제주,하이브리드(휘발유+전기),승용,4119
2018,01,201801,제주,하이브리드(휘발유+전기),승합,0
2018,01,201801,제주,하이브리드(경유+전기),승용,0
2018,01,201801,제주,하이브리드(경유+전기),승합,0
2018,01,201801,제주,하이브리드(LPG+전기),승용,321
2018,01,201801,제주,하이브리드(LPG+전기),승합,0
2018,01,201801,제주,하이브리드(CNG+전기),승용,0
2018,01,201801,제주,하이브리드(CNG+전기),승합,0
2018,01,201801,제주,하이브리드(LNG+전기),승용,0
2018,01,201801,제주,하이브리드(LNG+전기),승합,0
2018,01,201801,제주,수소,승용,0
2018,01,201801,제주,수소,승합,0
2018,01,201801,제주,기타연료,승용,3
2018,01,201801,제주,기타연료,승합,83
2018,02,201802,서울,휘발유,승용,1578069
2018,02,201802,서울,휘발유,승합,1047
2018,02,201802,서울,경유,승용,719823
2018,02,201802,서울,경유,승합,89174
2018,02,201802,서울,엘피지,승용,162169
2018,02,201802,서울,엘피지,승합,19140
2018,02,201802,서울,등유,승용,0
2018,02,201802,서울,등유,승합,0
2018,02,201802,서울,전기,승용,2237
2018,02,201802,서울,전기,승합,2
2018,02,201802,서울,알코올,승용,0
2018,02,201802,서울,알코올,승합,0
2018,02,201802,서울,태양열,승용,1
2018,02,201802,서울,태양열,승합,0
2018,02,201802,서울,CNG,승용,554
2018,02,201802,서울,CNG,승합,64
2018,02,201802,서울,LNG,승용,0
2018,02,201802,서울,LNG,승합,0
2018,02,201802,서울,하이브리드(휘발유+전기),승용,55799
2018,02,201802,서울,하이브리드(휘발유+전기),승합,0
2018,02,201802,서울,하이브리드(경유+전기),승용,23
2018,02,201802,서울,하이브리드(경유+전기),승합,1
2018,02,201802,서울,하이브리드(LPG+전기),승용,2076
2018,02,201802,서울,하이브리드(LPG+전기),승합,0
2018,02,201802,서울,하이브리드(CNG+전기),승용,0
2018,02,201802,서울,하이브리드(CNG+전기),승합,0
2018,02,201802,서울,하이브리드(LNG+전기),승용,0
2018,02,201802,서울,하이브리드(LNG+전기),승합,0
2018,02,201802,서울,수소,승용,13
2018,02,201802,서울,수소,승합,0
2018,02,201802,서울,기타연료,승용,378
2018,02,201802,서울,기타연료,승합,946
2018,02,201802,부산,휘발유,승용,628364
2018,02,201802,부산,휘발유,승합,257
2018,02,201802,부산,경유,승용,313484
2018,02,201802,부산,경유,승합,34341
2018,02,201802,부산,엘피지,승용,83928
2018,02,201802,부산,엘피지,승합,5711
2018,02,201802,부산,등유,승용,0
2018,02,201802,부산,등유,승합,0
2018,02,201802,부산,전기,승용,846
2018,02,201802,부산,전기,승합,0
2018,02,201802,부산,알코올,승용,0
2018,02,201802,부산,알코올,승합,0
2018,02,201802,부산,태양열,승용,0
2018,02,201802,부산,태양열,승합,0
2018,02,201802,부산,CNG,승용,408
2018,02,201802,부산,CNG,승합,13
2018,02,201802,부산,LNG,승용,0
2018,02,201802,부산,LNG,승합,0
2018,02,201802,부산,하이브리드(휘발유+전기),승용,17562
2018,02,201802,부산,하이브리드(휘발유+전기),승합,0
2018,02,201802,부산,하이브리드(경유+전기),승용,15
2018,02,201802,부산,하이브리드(경유+전기),승합,1
2018,02,201802,부산,하이브리드(LPG+전기),승용,921
2018,02,201802,부산,하이브리드(LPG+전기),승합,0
2018,02,201802,부산,하이브리드(CNG+전기),승용,0
2018,02,201802,부산,하이브리드(CNG+전기),승합,0
2018,02,201802,부산,하이브리드(LNG+전기),승용,0
2018,02,201802,부산,하이브리드(LNG+전기),승합,0
2018,02,201802,부산,수소,승용,0
2018,02,201802,부산,수소,승합,0
2018,02,201802,부산,기타연료,승용,40
