year,month,yyyymm,sido,gender,age,count
2018,02,201802,경남,여성,30,60149
2018,02,201802,경남,여성,40,98233
2018,02,201802,경남,여성,50,111104
2018,02,201802,경남,여성,60,54764
2018,02,201802,경남,여성,70,11358
2018,02,201802,경남,여성,80,3583
2018,02,201802,경남,여성,90,692
2018,02,201802,제주,남성,10,165
2018,02,201802,제주,남성,20,4857
2018,02,201802,제주,남성,30,31160
2018,02,201802,제주,남성,40,61568
2018,02,201802,제주,남성,50,65403
2018,02,201802,제주,남성,60,40388
2018,02,201802,제주,남성,70,16133
2018,02,201802,제주,남성,80,3051
2018,02,201802,제주,남성,90,172
2018,02,201802,제주,여성,10,88
2018,02,201802,제주,여성,20,2964
2018,02,201802,제주,여성,30,15471
2018,02,201802,제주,여성,40,26808
2018,02,201802,제주,여성,50,28192
2018,02,201802,제주,여성,60,14430
2018,02,201802,제주,여성,70,3498
2018,02,201802,제주,여성,80,833
2018,02,201802,제주,여성,90,203
2018,03,201803,서울,남성,10,1265
2018,03,201803,서울,남성,20,34893
2018,03,201803,서울,남성,30,340751
2018,03,201803,서울,남성,40,528062
2018,03,201803,서울,남성,50,533313
2018,03,201803,서울,남성,60,388910
2018,03,201803,서울,남성,70,142053
2018,03,201803,서울,남성,80,22935
2018,03,201803,서울,남성,90,2768
2018,03,201803,서울,여성,10,647
2018,03,201803,서울,여성,20,16420
2018,03,201803,서울,여성,30,120199
2018,03,201803,서울,여성,40,186439
2018,03,201803,서울,여성,50,187273
2018,03,201803,서울,여성,60,113637
2018,03,201803,서울,여성,70,31950
2018,03,201803,서울,여성,80,6973
2018,03,201803,서울,여성,90,1674
2018,03,201803,부산,남성,10,494
2018,03,201803,부산,남성,20,18258
2018,03,201803,부산,남성,30,133410
2018,03,201803,부산,남성,40,207974
2018,03,201803,부산,남성,50,232888
2018,03,201803,부산,남성,60,177191
2018,03,201803,부산,남성,70,56795
2018,03,201803,부산,남성,80,7892
2018,03,201803,부산,남성,90,754
2018,03,201803,부산,여성,10,283
2018,03,201803,부산,여성,20,8001
2018,03,201803,부산,여성,30,47393
2018,03,201803,부산,여성,40,74417
2018,03,201803,부산,여성,50,83631
2018,03,201803,부산,여성,60,48094
2018,03,201803,부산,여성,70,11036
2018,03,201803,부산,여성,80,2633
2018,03,201803,부산,여성,90,535
2018,03,201803,대구,남성,10,386
2018,03,201803,대구,남성,20,16694
2018,03,201803,대구,남성,30,111946
2018,03,201803,대구,남성,40,199049
2018,03,201803,대구,남성,50,229787
2018,03,201803,대구,남성,60,149139
2018,03,201803,대구,남성,70,48116
2018,03,201803,대구,남성,80,7629
2018,03,201803,대구,남성,90,557
2018,03,201803,대구,여성,10,207
2018,03,201803,대구,여성,20,7431
2018,03,201803,대구,여성,30,41357
2018,03,201803,대구,여성,40,71367
2018,03,201803,대구,여성,50,81613
2018,03,201803,대구,여성,60,42129
2018,03,201803,대구,여성,70,9823
2018,03,201803,대구,여성,80,2364
2018,03,201803,대구,여성,90,410
2018,03,201803,인천,남성,10,474
2018,03,201803,인천,남성,20,21647
2018,03,201803,인천,남성,30,138443
2018,03,201803,인천,남성,40,214839
2018,03,201803,인천,남성,50,229370
2018,03,201803,인천,남성,60,135018
2018,03,201803,인천,남성,70,36924
2018,03,201803,인천,남성,80,5027
2018,03,201803,인천,남성,90,475
2018,03,201803,인천,여성,10,272
2018,03,201803,인천,여성,20,9618
2018,03,201803,인천,여성,30,50398
2018,03,201803,인천,여성,40,76896
2018,03,201803,인천,여성,50,83077
2018,03,201803,인천,여성,60,38468
2018,03,201803,인천,여성,70,7768
2018,03,201803,인천,여성,80,1944
2018,03,201803,인천,여성,90,394
2018,03,201803,광주,남성,10,224
2018,03,201803,광주,남성,20,10669
2018,03,201803,광주,남성,30,69408
2018,03,201803,광주,남성,40,118786
2018,03,201803,광주,남성,50,122563
2018,03,201803,광주,남성,60,68788
2018,03,201803,광주,남성,70,23265
2018,03,201803,광주,남성,80,3499
2018,03,201803,광주,남성,90,342
2018,03,201803,광주,여성,10,119
2018,03,201803,광주,여성,20,5970
2018,03,201803,광주,여성,30,30928
2018,03,201803,광주,여성,40,47170
2018,03,201803,광주,여성,50,45899
2018,03,201803,광주,여성,60,20982
2018,03,201803,광주,여성,70,5219
2018,03,201803,광주,여성,80,1509
2018,03,201803,광주,여성,90,391
2018,03,201803,대전,남성,10,492
2018,03,201803,대전,남성,20,11102
2018,03,201803,대전,남성,30,71839
2018,03,201803,대전,남성,40,118685
2018,03,201803,대전,남성,50,129433
2018,03,201803,대전,남성,60,80950
2018,03,201803,대전,남성,70,23855
2018,03,201803,대전,남성,80,3868
2018,03,201803,대전,남성,90,360
2018,03,201803,대전,여성,10,263
2018,03,201803,대전,여성,20,5573
2018,03,201803,대전,여성,30,29196
2018,03,201803,대전,여성,40,45468
2018,03,201803,대전,여성,50,48318
2018,03,201803,대전,여성,60,22719
2018,03,201803,대전,여성,70,5192
2018,03,201803,대전,여성,80,1708
2018,03,201803,대전,여성,90,370
2018,03,201803,울산,남성,10,273
2018,03,201803,울산,남성,20,8590
2018,03,201803,울산,남성,30,61337
2018,03,201803,울산,남성,40,100494
2018,03,201803,울산,남성,50,131229
2018,03,201803,울산,남성,60,75460
2018,03,201803,울산,남성,70,18106
2018,03,201803,울산,남성,80,1948
2018,03,201803,울산,남성,90,160
2018,03,201803,울산,여성,10,134
2018,03,201803,울산,여성,20,3626
2018,03,201803,울산,여성,30,19881
2018,03,201803,울산,여성,40,31733
2018,03,201803,울산,여성,50,33872
2018,03,201803,울산,여성,60,16184
2018,03,201803,울산,여성,70,3085
2018,03,201803,울산,여성,80,780
2018,03,201803,울산,여성,90,177
2018,03,201803,세종,남성,10,74
2018,03,201803,세종,남성,20,1664
2018,03,201803,세종,남성,30,19762
2018,03,201803,세종,남성,40,32829
